rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,2IWtloZYQDcP8Ashwx8QEF,Black Out Days,Phantogram,Voices,currently_listening,92.00,177.00,80.00,54.00,43.00,9A,1,2026-09-14T07:30:55.387Z,https://open.spotify.com/track/2IWtloZYQDcP8Ashwx8QEF
2,12Hk9VzSIdv3jxXW53d0M1,Ever the Actor,Interpol,This Mirror Weighs a Ton,currently_listening,88.00,175.00,86.00,42.00,47.00,12A,1,2026-09-14T07:30:55.393Z,https://open.spotify.com/track/12Hk9VzSIdv3jxXW53d0M1
3,2zHetDvbVhumY7pmAPOdnX,youth,cleopatrick,youth,currently_listening,95.00,170.00,83.00,48.00,39.00,6A,1,2026-09-14T07:30:55.353Z,https://open.spotify.com/track/2zHetDvbVhumY7pmAPOdnX
4,21slhimb1blAmvpjq0l8rh,Conversation,Catfish and the Bottlemen,The Balance,currently_listening,99.00,174.00,89.00,50.00,35.00,1B,1,2026-09-14T07:30:55.366Z,https://open.spotify.com/track/21slhimb1blAmvpjq0l8rh
5,37kbYkuuT3zrFNoEXUdtDS,Wounded Soldier,Interpol,This Mirror Weighs a Ton,currently_listening,100.00,178.00,83.00,49.00,46.00,8B,1,2026-09-14T07:30:55.393Z,https://open.spotify.com/track/37kbYkuuT3zrFNoEXUdtDS
6,6RSVgjjYRtKg4FDyx2Lj1u,The Best,AWOLNATION,Angel Miners & The Lightning Riders,currently_listening,111.00,156.00,87.00,64.00,5.00,7A,1,2026-09-14T07:30:55.354Z,https://open.spotify.com/track/6RSVgjjYRtKg4FDyx2Lj1u
7,2sewj0rFvlr3aEM3bGy12n,Twice,Catfish and the Bottlemen,The Ride,currently_listening,137.00,152.00,82.00,41.00,29.00,8B,1,2026-09-14T07:30:55.333Z,https://open.spotify.com/track/2sewj0rFvlr3aEM3bGy12n
8,6p8DGrcAUBuLUgDIKcUn0P,hometown,cleopatrick,hometown,currently_listening,139.00,151.00,83.00,32.00,36.00,6A,1,2026-09-14T07:30:55.353Z,https://open.spotify.com/track/6p8DGrcAUBuLUgDIKcUn0P
9,1ShxNSFFxy1rSbnopgYpvx,Loneliest,Incubus,8,currently_listening,138.00,159.00,57.00,64.00,38.00,12A,1,2026-09-14T07:30:55.372Z,https://open.spotify.com/track/1ShxNSFFxy1rSbnopgYpvx
10,7q6CybWAg3uYLgS5tDWqmd,Imaginary,Evanescence,Fallen,currently_listening,150.00,143.00,75.00,40.00,28.00,9A,1,2026-09-14T07:30:55.384Z,https://open.spotify.com/track/7q6CybWAg3uYLgS5tDWqmd
11,50ijmZOgcaGqbiiKkWP6qs,"So Long, So Long",Dashboard Confessional,Dusk And Summer,currently_listening,156.00,141.00,74.00,46.00,21.00,2B,1,2026-09-14T07:30:55.378Z,https://open.spotify.com/track/50ijmZOgcaGqbiiKkWP6qs
12,3x80T4dEFK7tDFzpxA6Dml,What About Now,Daughtry,Daughtry (Deluxe Edition),currently_listening,162.00,145.00,84.00,36.00,25.00,8A,1,2026-09-14T07:30:55.378Z,https://open.spotify.com/track/3x80T4dEFK7tDFzpxA6Dml
13,7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,Oasis,(What's The Story) Morning Glory?,currently_listening,164.00,148.00,92.00,35.00,21.00,8B,1,2026-09-14T07:30:55.376Z,https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT
14,41ZIPJnIwVz0nGWPgezGLa,Walk Away From The Sun,Seether,Johnny’s Favs and a Few Deep Cuts,currently_listening,164.00,139.00,76.00,32.00,31.00,1B,1,2026-09-14T07:30:55.345Z,https://open.spotify.com/track/41ZIPJnIwVz0nGWPgezGLa
15,5O8L4I2S4izFGDjvP7xAKv,You Know You're Right,Nirvana,Nirvana,currently_listening,168.00,135.00,72.00,29.00,34.00,4A,1,2026-09-14T07:30:55.375Z,https://open.spotify.com/track/5O8L4I2S4izFGDjvP7xAKv
16,3PTjxRUcTRSBfKcM5xrIsC,Enemy,Father Of Peace,The Year Of Madness,currently_listening,170.00,136.00,66.00,35.00,35.00,11A,1,2026-09-14T07:30:55.400Z,https://open.spotify.com/track/3PTjxRUcTRSBfKcM5xrIsC
17,1PyAgb9QPi4hacjK35jO3j,Honey,Hole,Nobody's Daughter,currently_listening,175.00,140.00,86.00,28.00,26.00,9B,1,2026-09-14T07:30:55.383Z,https://open.spotify.com/track/1PyAgb9QPi4hacjK35jO3j
18,0cZDC7uxNK8lqQ3GgyvCnD,Nobody's Home,Avril Lavigne,Under My Skin,currently_listening,185.00,144.00,91.00,35.00,18.00,4A,1,2026-09-14T07:30:55.380Z,https://open.spotify.com/track/0cZDC7uxNK8lqQ3GgyvCnD
19,3A5rfmGdSmfcNqIURUJt4z,All I Need Is You,NOMARKMORE,Exhibition Number Zero,currently_listening,176.00,166.00,53.00,47.00,66.00,1A,1,2026-09-14T07:30:55.324Z,https://open.spotify.com/track/3A5rfmGdSmfcNqIURUJt4z
20,5NAiPIEzxAexFE3ucV18Q8,Run For Cover,The Killers,Wonderful Wonderful,currently_listening,165.00,192.00,95.00,47.00,50.00,7B,1,2026-09-14T07:30:55.371Z,https://open.spotify.com/track/5NAiPIEzxAexFE3ucV18Q8
21,3gmEzilP9BzF45wIMvA16l,I Miss the Misery,Halestorm,The Strange Case of... (Deluxe),currently_listening,164.00,192.00,97.00,47.00,48.00,8B,1,2026-09-14T07:30:55.390Z,https://open.spotify.com/track/3gmEzilP9BzF45wIMvA16l
22,7vZ9v4c0ft0ro30awMw32V,Cryogen,Muse,The Wow! Signal,currently_listening,133.00,185.00,96.00,39.00,50.00,9B,1,2026-09-14T07:30:55.347Z,https://open.spotify.com/track/7vZ9v4c0ft0ro30awMw32V
23,3xN4BIFz9spIZ0NIHTKFGC,Feather,MEG MYERS,Sorry,currently_listening,150.00,124.00,58.00,51.00,15.00,10A,1,2026-09-14T07:30:55.337Z,https://open.spotify.com/track/3xN4BIFz9spIZ0NIHTKFGC
24,6tW4k4hJRYTMIYeAWYLGeE,It Takes More,Taking Back Sunday,Happiness Is,currently_listening,153.00,122.00,75.00,34.00,13.00,2B,1,2026-09-14T07:30:55.360Z,https://open.spotify.com/track/6tW4k4hJRYTMIYeAWYLGeE
25,7EZC6E7UjZe63f1jRmkWxt,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),currently_listening,167.00,127.00,65.00,31.00,31.00,9B,1,2026-09-14T07:30:55.417Z,https://open.spotify.com/track/7EZC6E7UjZe63f1jRmkWxt
