rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,54jvLVojOWiQRubRfKmZ2k,.intoodeep.,Dead Poet Society,-!- (Deluxe),currently_listening,125.00,177.00,68.00,60.00,49.00,4B,1,2026-09-14T07:30:55.318Z,https://open.spotify.com/track/54jvLVojOWiQRubRfKmZ2k
2,3cbTV3IZZvSBYVcl0xuZbY,Bound For The Floor,Local H,As Good As Dead,currently_listening,119.00,176.00,53.00,65.00,58.00,2B,1,2026-09-14T07:30:55.401Z,https://open.spotify.com/track/3cbTV3IZZvSBYVcl0xuZbY
3,0EdMqiKs9LKXhspeQhl4RZ,Time is Running Out,Muse,Absolution,currently_listening,118.00,175.00,89.00,54.00,32.00,8A,1,2026-09-14T07:30:55.346Z,https://open.spotify.com/track/0EdMqiKs9LKXhspeQhl4RZ
4,6Wx88Mv6b9ofjKMKkdwOJd,New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,currently_listening,118.00,168.00,81.00,49.00,38.00,4A,1,2026-09-14T07:30:55.341Z,https://open.spotify.com/track/6Wx88Mv6b9ofjKMKkdwOJd
5,1PlzMAYlt0Qziq9Q1AOcv7,.CoDA.,Dead Poet Society,-!- (Deluxe),currently_listening,120.00,167.00,62.00,56.00,49.00,4B,1,2026-09-14T07:30:55.403Z,https://open.spotify.com/track/1PlzMAYlt0Qziq9Q1AOcv7
6,1rpR3eOV3lJAbWYksNr6jH,Tidal Wave,Interpol,El Pintor,currently_listening,122.00,167.00,86.00,39.00,42.00,4B,1,2026-09-14T07:30:55.382Z,https://open.spotify.com/track/1rpR3eOV3lJAbWYksNr6jH
7,3KANrKOFYyAxfjQJHkgBdb,Smile Like You Mean It,The Killers,Hot Fuss,currently_listening,125.00,170.00,97.00,35.00,38.00,2A,1,2026-09-14T07:30:55.369Z,https://open.spotify.com/track/3KANrKOFYyAxfjQJHkgBdb
8,7cX4PJz1old9fyFI8RlfgW,Read My Mind,The Killers,Sam's Town,currently_listening,132.00,179.00,92.00,54.00,33.00,3B,1,2026-09-14T07:30:55.402Z,https://open.spotify.com/track/7cX4PJz1old9fyFI8RlfgW
9,1nUC2uuKUl49tDwQ1m4A1J,BURNER PHONE,cleopatrick,SCRAP,currently_listening,136.00,181.00,91.00,44.00,46.00,9A,1,2026-09-14T07:30:55.327Z,https://open.spotify.com/track/1nUC2uuKUl49tDwQ1m4A1J
10,1Au3FoCGdYXtecmFc5s2l1,Coincide,Catfish and the Bottlemen,The Balance,currently_listening,140.00,180.00,86.00,50.00,44.00,11A,1,2026-09-14T07:30:55.366Z,https://open.spotify.com/track/1Au3FoCGdYXtecmFc5s2l1
11,1IMtCtSqlw3VJv3IvCxkaz,Postpone,Catfish and the Bottlemen,The Ride,currently_listening,138.00,177.00,93.00,53.00,31.00,11B,1,2026-09-14T07:30:55.333Z,https://open.spotify.com/track/1IMtCtSqlw3VJv3IvCxkaz
12,3TaeBT5aGh7qxbxTPoLpf1,Cold,Dead Poet Society,Cold,currently_listening,138.00,175.00,92.00,41.00,42.00,9A,1,2026-09-14T07:30:55.316Z,https://open.spotify.com/track/3TaeBT5aGh7qxbxTPoLpf1
13,1ggbqc7jhg454UpFfSmdam,Don't Miss,The Blue Stones,Pretty Monster,currently_listening,136.00,173.00,67.00,58.00,48.00,3A,1,2026-09-14T07:30:55.320Z,https://open.spotify.com/track/1ggbqc7jhg454UpFfSmdam
14,2UdCAgl9eX9VevTzo4Rbyn,The Death Of Me,MEG MYERS,Take Me To The Disco,currently_listening,140.00,184.00,87.00,56.00,41.00,4B,1,2026-09-14T07:30:55.336Z,https://open.spotify.com/track/2UdCAgl9eX9VevTzo4Rbyn
15,1VcIbyyDX8j0GNxSlsRFeJ,Slow Hands,Interpol,Antics,currently_listening,142.00,186.00,97.00,25.00,64.00,10A,1,2026-09-14T07:30:55.381Z,https://open.spotify.com/track/1VcIbyyDX8j0GNxSlsRFeJ
16,3nc02XsLe3UGX2v6CNyjfa,For I Am Death,The Pretty Reckless,Dear God,currently_listening,139.00,188.00,83.00,46.00,59.00,4A,1,2026-09-14T07:30:55.339Z,https://open.spotify.com/track/3nc02XsLe3UGX2v6CNyjfa
17,68bLpWhZivilbacdheOIQz,White Flower,Rafferty,White Flower - EP,currently_listening,143.00,193.00,83.00,50.00,60.00,10A,1,2026-09-14T07:30:55.320Z,https://open.spotify.com/track/68bLpWhZivilbacdheOIQz
18,31hUonEmUsEVd0FMRv1s5r,Not Your Fault,AWOLNATION,Megalithic Symphony,currently_listening,144.00,197.00,74.00,59.00,64.00,7B,1,2026-09-14T07:30:55.327Z,https://open.spotify.com/track/31hUonEmUsEVd0FMRv1s5r
19,06IZo6f9idHrryBnFoyoHd,Boys Wanna Be Her,Peaches,Impeach My Bush,currently_listening,139.00,201.00,51.00,78.00,72.00,10B,1,2026-09-14T07:30:55.385Z,https://open.spotify.com/track/06IZo6f9idHrryBnFoyoHd
20,0TkKxuAP37iUqSzQMi3CsL,Poison,MEG MYERS,Daughter in the Choir,currently_listening,123.00,200.00,65.00,71.00,64.00,8B,1,2026-09-14T07:30:55.335Z,https://open.spotify.com/track/0TkKxuAP37iUqSzQMi3CsL
21,2bPZ7cEBa5SKliThdwdiK7,Get It Up,Mindless Self Indulgence,If,currently_listening,120.00,202.00,90.00,65.00,47.00,8A,1,2026-09-14T07:30:55.388Z,https://open.spotify.com/track/2bPZ7cEBa5SKliThdwdiK7
22,6cAFXLvw1L4DJEmQF07KDm,Not a Mistake,NOMARKMORE,Not a Mistake,currently_listening,120.00,196.00,88.00,54.00,54.00,3B,1,2026-09-14T07:30:55.327Z,https://open.spotify.com/track/6cAFXLvw1L4DJEmQF07KDm
23,6wjXV2i8MkmDg0FRjXUrzf,Flesh And Bone,The Killers,Battle Born (Deluxe Edition),currently_listening,124.00,194.00,92.00,58.00,44.00,6A,1,2026-09-14T07:30:55.370Z,https://open.spotify.com/track/6wjXV2i8MkmDg0FRjXUrzf
24,7mUgniAC7CXDPRU0HfkGyI,Darling Thoughts,Interpol,This Mirror Weighs a Ton,currently_listening,116.00,189.00,88.00,46.00,55.00,12B,1,2026-09-14T07:30:55.394Z,https://open.spotify.com/track/7mUgniAC7CXDPRU0HfkGyI
25,1Lg55kAU7qG9y9IZ3jTaIG,Going To Hell,The Pretty Reckless,Going To Hell (Deluxe Edition),currently_listening,115.00,191.00,99.00,57.00,35.00,2B,1,2026-09-14T07:30:55.338Z,https://open.spotify.com/track/1Lg55kAU7qG9y9IZ3jTaIG
26,0kMMibKZeDcABgOWqY3LUm,Saints and Sailors,Dashboard Confessional,The Places You Have Come to Fear the Most,currently_listening,112.00,186.00,74.00,66.00,46.00,3B,1,2026-09-14T07:30:55.379Z,https://open.spotify.com/track/0kMMibKZeDcABgOWqY3LUm
