rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,Linkin Park,From Zero,currently_listening,184.00,215.00,87.00,47.00,81.00,9B,1,2026-09-14T07:30:55.329Z,https://open.spotify.com/track/1EDPVGbyPKJPeGqATwXZvN
2,5jJ69cMDMC0aeWPjZo6VP2,Lampshades on Fire,Modest Mouse,Strangers to Ourselves,currently_listening,190.00,223.00,90.00,53.00,80.00,6A,1,2026-09-14T07:30:55.362Z,https://open.spotify.com/track/5jJ69cMDMC0aeWPjZo6VP2
3,3oZUlZMXkj51AyYG8lGaE7,Shut Me Up,Mindless Self Indulgence,You'll Rebel to Anything (Expanded and Remastered 2008),currently_listening,174.00,218.00,80.00,59.00,79.00,3B,1,2026-09-14T07:30:55.388Z,https://open.spotify.com/track/3oZUlZMXkj51AyYG8lGaE7
4,3geDKfdu4kDaqKdyCEFQuY,From Here On Out,The Killers,Battle Born (Deluxe Edition),currently_listening,165.00,213.00,92.00,50.00,71.00,1B,1,2026-09-14T07:30:55.370Z,https://open.spotify.com/track/3geDKfdu4kDaqKdyCEFQuY
5,12YGKHMw1l36tXlgU2Vrjj,Bored to Death,blink-182,California (Deluxe Edition),currently_listening,160.00,211.00,97.00,50.00,64.00,8B,1,2026-09-14T07:30:55.380Z,https://open.spotify.com/track/12YGKHMw1l36tXlgU2Vrjj
6,1zG4yTwzuB26U8A1DNheiK,KILL THE GHOST,little image,KILL THE GHOST,currently_listening,156.00,210.00,84.00,60.00,66.00,4B,1,2026-09-14T07:30:55.400Z,https://open.spotify.com/track/1zG4yTwzuB26U8A1DNheiK
7,6vemhd0tPB9kQhlgHWxVXE,Fuck Machine,Mindless Self Indulgence,How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence,currently_listening,151.00,206.00,97.00,60.00,49.00,4A,1,2026-09-14T07:30:55.391Z,https://open.spotify.com/track/6vemhd0tPB9kQhlgHWxVXE
8,5IssEtH38Bs8vpGOoVnLlh,Self Portrait,Surf Curse,Self Portrait,currently_listening,152.00,203.00,80.00,58.00,65.00,10B,1,2026-09-14T07:30:55.416Z,https://open.spotify.com/track/5IssEtH38Bs8vpGOoVnLlh
9,6um5ccNzX7k3SRsVnLupvI,A Decade Under The Influence,Taking Back Sunday,Where You Want To Be,currently_listening,156.00,199.00,92.00,50.00,57.00,11B,1,2026-09-14T07:30:55.368Z,https://open.spotify.com/track/6um5ccNzX7k3SRsVnLupvI
10,3m1OyPw3fzMPAwDMcYcM6Z,This Photograph Is Proof (I Know You Know),Taking Back Sunday,Where You Want To Be,currently_listening,158.00,192.00,86.00,54.00,52.00,9B,1,2026-09-14T07:30:55.368Z,https://open.spotify.com/track/3m1OyPw3fzMPAwDMcYcM6Z
