#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
32,"Postpone","Catfish and the Bottlemen",138,11B,93,2026-08-13,04:05,55,"indie, indie rock","The Ride",2016-05-27,53,0,0,31,0,30,-4,A Major,4,1IMtCtSqlw3VJv3IvCxkaz,GBUM71600842,no
33,"Curbstomp","MEG MYERS",123,6A,67,2026-08-13,04:08,36,"","Daughter in the Choir",2013-04-19,68,0,14,18,0,10,-7,G Minor,4,1HtrQWNpyEbGMEiwCjmPdi,USAT21301038,no
34,"Adelaide","MEG MYERS",150,8B,84,2026-08-13,03:36,36,"","Daughter in the Choir",2013-04-19,56,6,0,27,0,0,-6,C Major,4,0JEzP25OqBOWbm5U7pC9f2,USAT21301039,no
35,"Poison","MEG MYERS",123,8B,65,2026-08-13,03:40,31,"","Daughter in the Choir",2013-04-19,71,4,0,64,0,20,-8,C Major,4,0TkKxuAP37iUqSzQMi3CsL,USAT21301041,no
36,"Numb","MEG MYERS",82,7B,69,2026-08-13,04:22,46,"","Take Me To The Disco",2018-07-20,51,1,0,29,0,10,-3,F Major,4,3XMyREykeptNpvd0tE75xw,QMCE31801717,no
37,"The Death Of Me","MEG MYERS",140,4B,87,2026-08-13,04:14,35,"","Take Me To The Disco",2018-07-20,56,13,0,41,0,0,-4,G#/A♭ Major,4,2UdCAgl9eX9VevTzo4Rbyn,QMCE31801721,no
38,"Motel","MEG MYERS",80,8B,74,2026-08-13,04:27,42,"","Sorry",2015-09-18,50,32,0,29,0,80,-7,C Major,4,2wZBb1r0BYixj88W9VsrTl,USAT21501454,no
39,"Feather","MEG MYERS",150,10A,58,2026-08-13,05:36,37,"","Sorry",2015-09-18,51,0,3,15,0,0,-8,B Minor,4,3xN4BIFz9spIZ0NIHTKFGC,USAT21502058,no
40,"Make Me Wanna Die","The Pretty Reckless",97,4B,91,2026-08-13,03:55,63,"","Light Me Up",2010-01-01,50,0,0,22,0,10,-4,G#/A♭ Major,4,2opyAm6zOyjR0An5LkblfN,USUM71002835,no
41,"Heaven Knows","The Pretty Reckless",84,10B,82,2026-08-13,03:44,66,"","Going To Hell (Deluxe Edition)",2014-03-18,54,8,0,58,0,20,-4,D Major,4,04w73SmPfQkkmEpKbcrHOL,USRZR1353301,no
42,"Going To Hell","The Pretty Reckless",115,2B,99,2026-08-13,04:36,53,"","Going To Hell (Deluxe Edition)",2014-03-18,57,0,0,35,10,30,-2,F#/G♭ Major,4,1Lg55kAU7qG9y9IZ3jTaIG,USRZR1373901,no
43,"For I Am Death","The Pretty Reckless",139,4A,83,2026-08-13,03:39,61,"","Dear God",2026-06-26,46,3,0,59,10,30,-3,F Minor,4,3nc02XsLe3UGX2v6CNyjfa,US5262527558,no
44,"Don't Stay","Linkin Park",90,12A,100,2026-08-13,03:07,64,"nu metal, rap metal, rock, alternative metal","Meteora",2003-03-25,49,0,0,68,10,90,-3,C♯/D♭ Minor,4,6HZdbb05lEXLvcmee3ZXO2,USWB10300464,no
45,"Faint","Linkin Park",135,12B,98,2026-08-13,02:42,90,"nu metal, rap metal, rock, alternative metal","Meteora",2003-03-25,55,13,0,61,10,0,-4,E Major,4,4Yf5bqU3NK4kNOypcrLYwU,USWB10300468,no
46,"Breaking the Habit","Linkin Park",100,9A,87,2026-08-13,03:16,75,"nu metal, rap metal, rock, alternative metal","Meteora",2003-03-25,58,11,0,59,0,10,-4,E Minor,4,6n8TMVyFKoUmDc4apxceRD,USWB10300470,no
47,"New Divide","Linkin Park",118,4A,81,2026-08-13,04:28,74,"nu metal, rap metal, rock, alternative metal","Transformers: Revenge Of The Fallen The Album",2009-06-12,49,0,0,38,0,10,-3,F Minor,4,6Wx88Mv6b9ofjKMKkdwOJd,USWB10901893,no
48,"Fake It","Seether",132,4B,95,2026-08-13,03:13,80,"post-grunge, alternative metal, rock","Finding Beauty In Negative Spaces (Bonus Track Version)",2007-01-01,61,0,0,61,0,0,-4,G#/A♭ Major,4,4eAwB5pnKFTmsgc3zWoYO0,USWU30700132,yes
49,"Fine Again","Seether",176,11A,86,2026-08-13,04:03,81,"post-grunge, alternative metal, rock","Disclaimer",2002-01-01,44,0,1,36,0,20,-3,F#/G♭ Minor,4,4eTIe5eqds88bA9ua6p5p6,USWU30200015,no
50,"Driven Under","Seether",131,8A,86,2026-08-13,04:32,72,"post-grunge, alternative metal, rock","Disclaimer",2002-01-01,56,0,0,25,0,10,-3,A Minor,4,3pavDZo8o2ctgkVhERSzy6,USWU30200018,no
51,"Eyes Of The Devil","Seether",144,4A,93,2026-08-13,05:00,39,"post-grunge, alternative metal, rock","Johnny’s Favs and a Few Deep Cuts",2026-08-07,41,0,0,16,0,30,-4,F Minor,4,74kL9FdoVoKqEjtU3M5LiX,USWU30700140,no
52,"Lost All Control","Seether",106,7B,88,2026-08-13,04:33,36,"post-grunge, alternative metal, rock","Johnny’s Favs and a Few Deep Cuts",2026-08-07,25,0,0,31,0,0,-5,F Major,3,6pG7BhVaL6o5Yo6ba8y7Nf,USC4R2445111,no
53,"Into The Ground","Seether",104,4B,92,2026-08-13,04:19,38,"post-grunge, alternative metal, rock","Johnny’s Favs and a Few Deep Cuts",2026-08-07,56,0,0,48,0,0,-4,G#/A♭ Major,4,41WMJpvrPVGrk6VML7l5Is,USC4R2445114,no
54,"Walk Away From The Sun","Seether",164,1B,76,2026-08-13,04:13,35,"post-grunge, alternative metal, rock","Johnny’s Favs and a Few Deep Cuts",2026-08-07,32,0,0,31,0,10,-4,B Major,4,41ZIPJnIwVz0nGWPgezGLa,USWU30700139,no
55,"Time is Running Out","Muse",118,8A,89,2026-08-13,03:56,79,"alternative rock, rock","Absolution",2003-09-15,54,0,0,32,0,0,-3,A Minor,4,0EdMqiKs9LKXhspeQhl4RZ,GBAHT1901181,no
56,"Uprising","Muse",128,10B,91,2026-08-13,05:04,83,"alternative rock, rock","The Resistance",2009-09-10,60,0,6,41,0,10,-4,D Major,4,4VqPOruhp5EdPBeR92t6lQ,GBAHT0900320,no
57,"Cryogen","Muse",133,9B,96,2026-08-13,05:01,69,"alternative rock, rock","The Wow! Signal",2026-06-26,39,0,0,50,10,30,-3,G Major,4,7vZ9v4c0ft0ro30awMw32V,GBAYE2600206,no
58,"Hexagons","Muse",141,9A,80,2026-08-13,05:26,66,"alternative rock, rock","The Wow! Signal",2026-06-26,18,4,0,25,0,40,-4,E Minor,3,2ssHVnC8IEkQouNXfPDfAe,GBAYE2600207,no
59,"Madness","Muse",180,6B,42,2026-08-13,04:41,74,"alternative rock, rock","The 2nd Law",2012-09-24,50,13,0,22,0,10,-8,A#/B♭ Major,4,0c4IEciLCDdXEhhKxj4ThA,GBAHT1200390,no
60,"Black Holes (Solid Ground)","The Blue Stones",92,10A,84,2026-08-13,03:05,64,"blues rock","Black Holes",2018-10-26,56,1,0,26,0,10,-4,B Minor,4,0qPLNGJhvrhuuayoKhTR3B,TCACN1677390,no
61,"Gold Lion","Yeah Yeah Yeahs",159,11B,85,2026-08-13,03:07,57,"indie rock","Show Your Bones",2006-01-01,52,2,0,30,0,0,-3,A Major,4,6ttg1sxtU12beFZkjoc6j5,USUM70600433,no
62,"Way Out","Yeah Yeah Yeahs",117,9B,92,2026-08-13,02:51,37,"indie rock","Show Your Bones",2006-01-01,67,4,0,89,0,10,-4,G Major,4,6tmlwJjSw8QLZnBjwZ4Mej,USUM70601045,no
63,"Phenomena","Yeah Yeah Yeahs",157,10B,90,2026-08-13,04:10,41,"indie rock","Show Your Bones",2006-01-01,50,1,0,47,10,0,-5,D Major,4,63Kdr7jLTZxHr7MgjMiKmh,USUM70601053,no
64,"If You Could Talk","Dexter and The Moonrocks",188,3A,62,2026-08-13,03:55,75,"","If You Could Talk",2026-07-15,58,9,0,54,0,0,-5,A#/B♭ Minor,4,6VeZUUTHx67EmtTM4682eA,USUG12606700,no
65,"All Your Friends Still Scare Me","Dexter and The Moonrocks",115,2B,84,2026-08-13,03:27,58,"","Donkey Flats",2025-12-31,62,1,0,38,0,10,-4,F#/G♭ Major,4,5tAIRDxjqJeMoaiLaVBrad,USUG12510592,no
66,"Eye","MEG MYERS",158,10B,81,2026-08-13,04:11,45,"","Eye",2026-08-06,47,0,1,52,0,10,-5,D Major,4,0jsqBfVIzJaV3PJQiIilUS,USYFZ2695006,no
67,"Bullet With Butterfly Wings","Des Rocs",125,3A,79,2026-08-13,03:41,49,"","Bullet With Butterfly Wings",2026-07-31,49,17,0,27,0,10,-5,A#/B♭ Minor,4,46wRnA088QBoXWYd1O9hUJ,USYFZ2695014,no
68,"My Way","Limp Bizkit",97,2B,86,2026-08-14,04:32,85,"nu metal, rap metal, alternative metal, rap rock","Chocolate Starfish And The Hot Dog Flavored Water",2000-10-17,58,2,0,61,0,60,-4,F#/G♭ Major,4,2gSVKxPDww9Eep5rdvtdem,USIR10001177,yes
69,"Heat Stroke","Black Math",120,4B,85,2026-08-14,02:36,43,"","Black Math",2016-12-09,73,3,1,24,20,10,-5,G#/A♭ Major,4,6eO78rJBtNGmKDdVS0USVT,TCACT1668460,no
70,"Lion","Saint Mesa",86,11A,50,2026-08-14,02:50,60,"","Lion",2017-09-01,25,20,1,32,0,30,-9,F#/G♭ Minor,3,5yuzTsgXe97MkNVNHtHic1,USUM71708838,no
71,"Lydia","Highly Suspect",128,11A,71,2026-08-14,04:02,71,"post-grunge","Mister Asylum",2015-07-17,42,1,0,51,0,40,-5,F#/G♭ Minor,4,7yoBjKO6cCnK3zV8gr1k4e,QMCE31500196,yes
72,"hometown","cleopatrick",139,6A,83,2026-08-14,04:16,60,"","hometown",2017-10-25,32,0,0,36,0,0,-4,G Minor,4,6p8DGrcAUBuLUgDIKcUn0P,CAI371713378,no
73,"youth","cleopatrick",95,6A,83,2026-08-14,04:03,50,"","youth",2018-06-29,48,0,2,39,0,50,-4,G Minor,4,2zHetDvbVhumY7pmAPOdnX,CAI371713382,yes
74,"GREAT LAKES","cleopatrick",75,2B,79,2026-08-14,03:23,43,"","BUMMER",2021-06-04,45,0,0,52,0,30,-7,F#/G♭ Major,4,4ODBthPIrDroujDxRS7cWu,CAJXF2100017,yes
75,"Taste It","Modern Alibi",145,7A,88,2026-08-14,02:50,61,"","American Radio",2025-04-04,57,0,0,59,0,0,-6,D Minor,4,3yP1J5mOJ8MvifFoNjA3Lx,TCAHX2419532,no
76,"The Best","AWOLNATION",111,7A,87,2026-08-14,03:43,58,"","Angel Miners & The Lightning Riders",2020-04-24,64,11,26,5,0,10,-5,D Minor,4,6RSVgjjYRtKg4FDyx2Lj1u,USDPK1900094,no
77,"Jailbreak","AWOLNATION",111,4A,40,2026-08-14,04:41,48,"","Run",2015-03-17,78,12,0,48,0,0,-6,F Minor,4,57UIoWO4bNtnrTRXHvHfbL,USP6L1400294,no
78,"Family","Badflower",150,2A,67,2026-08-14,04:07,38,"post-grunge","Family",2021-07-07,61,0,6,41,0,0,-5,D#/E♭ Minor,4,0QVqdSLCPskZiJpcYQTgvi,QZRD92100076,yes
79,"Loser","Beck",85,10B,61,2026-08-14,03:55,79,"anti-folk","Mellow Gold",1994-03-01,65,3,0,79,10,40,-10,D Major,4,5PntSbMHC1ud6Vvl8x56qd,USGF19463401,no
80,"Locked In A Cage","Brick + Mortar",83,7B,84,2026-08-14,03:16,52,"","Bangs",2013-01-01,56,5,2,36,0,30,-5,F Major,4,1Z4bpgy49F5P9mQrp29OVK,USUM71308353,no
81,"Flicker, Fade","Taking Back Sunday",197,5B,78,2026-08-14,04:33,44,"emo, pop punk, screamo, post-hardcore, punk","Happiness Is",2014-03-18,12,1,0,22,0,0,-4,D#/E♭ Major,3,6QQq00cv1UZK0bwWWEpa5e,USHR21481001,no
82,"Stood A Chance","Taking Back Sunday",94,3B,89,2026-08-14,03:39,36,"emo, pop punk, screamo, post-hardcore, punk","Happiness Is",2014-03-18,48,0,0,53,0,0,-4,C♯/D♭ Major,4,0ZUrzmpZOdHGyUwHVu9USO,USHR21481003,no
83,"It Takes More","Taking Back Sunday",153,2B,75,2026-08-14,05:11,24,"emo, pop punk, screamo, post-hardcore, punk","Happiness Is",2014-03-18,34,42,1,13,0,10,-5,F#/G♭ Major,4,6tW4k4hJRYTMIYeAWYLGeE,USHR21481006,no
84,"Ocean Breathes Salty","Modest Mouse",95,9B,96,2026-08-14,03:44,61,"indie rock, indie, alternative rock","Good News For People Who Love Bad News",2004-04-05,65,4,0,75,0,20,-3,G Major,4,4ToYlykhwpW98KtMIGnWQK,USSM10315495,no
85,"Bukowski","Modest Mouse",130,4B,41,2026-08-14,04:14,51,"indie rock, indie, alternative rock","Good News For People Who Love Bad News",2004-04-05,62,8,0,52,0,10,-10,G#/A♭ Major,4,27QCaXOhT6qY0NT6tv5IZ6,USSM10315499,yes
86,"Satin In A Coffin","Modest Mouse",174,6A,84,2026-08-14,02:35,50,"indie rock, indie, alternative rock","Good News For People Who Love Bad News",2004-04-05,46,0,0,42,0,30,-6,G Minor,4,604fgWYaIUfr9UtBe9bj1p,USSM10315502,no
87,"Lampshades on Fire","Modest Mouse",95,6A,91,2026-08-14,03:07,59,"indie rock, indie, alternative rock","Strangers to Ourselves",2015-03-13,66,16,0,79,0,10,-4,G Minor,4,5jJ69cMDMC0aeWPjZo6VP2,USSM11409701,no
88,"Shit in Your Cut","Modest Mouse",75,6A,64,2026-08-14,04:43,36,"indie rock, indie, alternative rock","Strangers to Ourselves",2015-03-13,62,1,0,59,0,10,-7,G Minor,4,6Tg01shiUHr2dAqBpX2fs0,USSM11410065,yes
89,"Parting of the Sensory","Modest Mouse",130,8A,95,2026-08-14,05:34,45,"indie rock, indie, alternative rock","We Were Dead Before The Ship Even Sank",2007-03-20,59,16,0,72,0,10,-5,A Minor,4,55N59YgXzLKyVKrqfnTjJV,USSM10700142,yes
90,"Dashboard","Modest Mouse",136,10A,90,2026-08-14,04:06,66,"indie rock, indie, alternative rock","We Were Dead Before The Ship Even Sank",2007-03-20,64,1,0,96,0,10,-5,B Minor,4,0Fe3WxeO6lZZxj7ytvbDUh,USSM10700153,no
91,"Fire It Up","Modest Mouse",172,9B,70,2026-08-14,04:34,50,"indie rock, indie, alternative rock","We Were Dead Before The Ship Even Sank",2007-03-20,63,0,0,69,0,40,-6,G Major,4,5BzQvpJt4C90POnaTNaToM,USSM10700137,no
92,"Howl","Beware Of Darkness",91,10B,89,2026-08-14,04:03,44,"","Orthodox (Bonus Track Version)",2013-05-07,23,0,0,37,0,40,-3,D Major,4,19R0iOVOP6vMKfCdJqNZ09,USN2F0810239,no
93,"Kiss The Void","Beware Of Darkness",104,9B,85,2026-08-14,04:00,15,"","Lose Your Mind, Gain Your Soul",2024-12-13,45,0,0,47,0,30,-6,G Major,4,2DVko7ipsS69ZLptTsvCjS,QMFMG2352924,no
94,"Muthafucka","Beware Of Darkness",140,11B,80,2026-08-14,03:32,39,"","Are You Real?",2016-09-16,37,0,0,30,0,20,-5,A Major,4,3V3JJZVln8sC8V6raJNmKk,USN2F1600001,yes
95,"Dope","Beware Of Darkness",204,2A,68,2026-08-14,03:27,43,"","Are You Real?",2016-09-16,51,0,0,73,0,0,-6,D#/E♭ Minor,4,49z5WQuzLqWZGe3TD8xySU,USN2F1600003,no
96,"Longshot","Catfish and the Bottlemen",103,9B,77,2026-08-14,03:52,67,"indie, indie rock","The Balance",2019-04-26,48,0,0,47,0,10,-4,G Major,4,2VcS3oKcOPkubN9LVzZ96l,GBUM71804352,no
97,"Fluctuate","Catfish and the Bottlemen",160,4B,89,2026-08-14,03:12,54,"indie, indie rock","The Balance",2019-04-26,41,0,0,32,0,20,-4,G#/A♭ Major,4,27xKntLxqf0HDGVdcNIkcY,GBUM71806866,no
98,"Conversation","Catfish and the Bottlemen",99,1B,89,2026-08-14,03:31,54,"indie, indie rock","The Balance",2019-04-26,50,0,0,35,0,20,-4,B Major,4,21slhimb1blAmvpjq0l8rh,GBUM71806863,no
99,"Mission","Catfish and the Bottlemen",128,1A,84,2026-08-14,03:43,49,"indie, indie rock","The Balance",2019-04-26,40,0,0,41,0,20,-5,G#/A♭ Minor,3,3LirkthakHFNj98PIO9oan,GBUM71806859,no
100,"Coincide","Catfish and the Bottlemen",140,11A,86,2026-08-14,03:06,48,"indie, indie rock","The Balance",2019-04-26,50,0,0,44,0,30,-5,F#/G♭ Minor,4,1Au3FoCGdYXtecmFc5s2l1,GBUM71806860,no
101,"Overlap","Catfish and the Bottlemen",112,3A,81,2026-08-14,03:22,49,"indie, indie rock","The Balance",2019-04-26,33,3,0,21,0,10,-5,A#/B♭ Minor,4,7jPR6AIduH9HW5ggKTipWg,GBUM71806867,no
102,"Swing","Taking Back Sunday",167,4B,93,2026-08-14,03:26,21,"emo, pop punk, screamo, post-hardcore, punk","New Again (Deluxe)",2009-06-02,38,0,9,42,0,0,-4,G#/A♭ Major,4,2UhzJq9WIzvCGehod1g8ie,USWB10901553,no
103,"A Decade Under The Influence","Taking Back Sunday",156,11B,90,2026-08-14,04:07,66,"emo, pop punk, screamo, post-hardcore, punk","Where You Want To Be",2004-07-27,49,1,0,61,0,10,-5,A Major,4,6um5ccNzX7k3SRsVnLupvI,USVIC0422803,no
104,"This Photograph Is Proof (I Know You Know)","Taking Back Sunday",158,9B,86,2026-08-14,04:11,57,"emo, pop punk, screamo, post-hardcore, punk","Where You Want To Be",2004-07-27,54,0,0,52,10,0,-5,G Major,3,3m1OyPw3fzMPAwDMcYcM6Z,USVIC0422804,no
105,"One-Eighty By Summer","Taking Back Sunday",152,9B,95,2026-08-14,03:53,53,"emo, pop punk, screamo, post-hardcore, punk","Where You Want To Be",2004-07-27,31,0,0,31,10,10,-5,G Major,4,6r2EjEQh33dR5Ofxf5r79T,USVIC0422808,no
106,"Man On A Mission","The Black Keys",89,9A,91,2026-08-14,03:31,57,"blues rock, garage rock, modern blues, rock","No Rain, No Flowers",2025-08-08,40,2,2,26,0,10,-4,E Minor,4,7Ef0kJ9gKetW9HUd2AbrH2,USWB12501245,no
107,"Smile Like You Mean It","The Killers",125,2A,97,2026-08-14,03:54,76,"alternative rock","Hot Fuss",2004-00-00,35,0,1,38,10,20,-4,D#/E♭ Minor,4,3KANrKOFYyAxfjQJHkgBdb,USIR20400275,no
108,"All These Things That I've Done","The Killers",118,2B,70,2026-08-14,05:01,81,"alternative rock","Hot Fuss",2004-00-00,54,0,0,21,0,10,-7,F#/G♭ Major,4,5vollujufHY0jMZxx77VWr,USIR20400269,no
109,"Flesh And Bone","The Killers",124,6A,92,2026-08-14,03:59,41,"alternative rock","Battle Born (Deluxe Edition)",2012-09-17,58,1,0,44,0,40,-4,G Minor,4,6wjXV2i8MkmDg0FRjXUrzf,USUM71208796,no
110,"From Here On Out","The Killers",165,1B,92,2026-08-14,02:27,37,"alternative rock","Battle Born (Deluxe Edition)",2012-09-17,50,1,0,71,0,10,-6,B Major,4,3geDKfdu4kDaqKdyCEFQuY,USUM71208813,no
111,"The Man","The Killers",106,11A,94,2026-08-14,04:10,71,"alternative rock","Wonderful Wonderful",2017-09-22,61,7,0,52,10,0,-3,F#/G♭ Minor,4,5aWhs651KYM26HYM16kRdk,USUM71705733,no
112,"Run For Cover","The Killers",165,7B,95,2026-08-14,03:42,63,"alternative rock","Wonderful Wonderful",2017-09-22,47,0,0,50,10,30,-3,F Major,4,5NAiPIEzxAexFE3ucV18Q8,USUM71707343,no
113,"Wonderful Wonderful","The Killers",140,4B,75,2026-08-14,05:10,42,"alternative rock","Wonderful Wonderful",2017-09-22,45,1,65,21,0,10,-6,G#/A♭ Major,4,7KCVv4G214JjjAz2B9eM7H,USUM71707339,no
114,"Loneliest","Incubus",138,12A,57,2026-08-14,03:37,46,"nu metal, funk rock, alternative metal, alternative rock","8",2017-04-21,64,6,0,38,0,10,-6,C♯/D♭ Minor,4,1ShxNSFFxy1rSbnopgYpvx,USUG11700295,no
115,"Like a Stone","Audioslave",108,6A,57,2026-08-14,04:53,86,"grunge, post-grunge, alternative metal","Audioslave",2002-11-17,61,1,0,52,0,10,-5,G Minor,4,3YuaBvuZqcwN3CEAyyoaei,USSM10211587,no
116,"Show Me How to Live","Audioslave",89,11B,85,2026-08-14,04:37,77,"grunge, post-grunge, alternative metal","Audioslave",2002-11-17,43,0,0,37,0,10,-4,A Major,4,1Qdnvn4XlmZANCVy3XjrQo,USSM10211589,no
117,"Freakin’ Out","Dexter and The Moonrocks",124,9B,82,2026-08-14,03:37,90,"","Freakin’ Out",2026-03-11,55,18,0,11,0,20,-5,G Major,4,2SaWT781xr3hHLdbVt5DB7,USUG12601719,no
118,"Ruin My Life","Census",120,11B,95,2026-08-14,04:05,43,"","Ruin My Life",2021-07-09,57,0,0,64,0,30,-3,A Major,4,0LoX60sC6J2xQ2kUaeqioX,QZHZ52185809,yes
119,"Say It","Blue October",110,8A,86,2026-08-14,03:38,48,"","Approaching Normal",2009-01-01,59,0,0,55,0,10,-7,A Minor,4,7q8OD5NacFEKikwwBtjQNo,USUM70953573,yes
120,"The Great Beyond","R.E.M.",110,6B,75,2026-08-16,05:07,59,"jangle pop, alternative rock, rock","In Time: The Best Of R.E.M. 1988-2003",2003-08-27,33,13,0,18,0,20,-6,A#/B♭ Major,4,7w57O4o0xCTn9YpKuaPZDd,USWB19902543,no
121,"Heart-Shaped Box","Nirvana",203,3B,64,2026-08-16,04:41,86,"grunge, rock","In Utero (Deluxe Edition)",1993-09-21,26,20,3,38,0,0,-10,C♯/D♭ Major,4,11LmqTE2naFULdEP94AUBa,USGF19960703,no
122,"Something In The Way","Nirvana",105,4B,20,2026-08-16,03:52,74,"grunge, rock","Nevermind (Remastered)",1991-09-26,43,75,26,7,0,10,-13,G#/A♭ Major,4,1nFtiJxYdhtFfFtfXBv06s,USGF19942512,no
123,"You Know You're Right","Nirvana",168,4A,72,2026-08-16,03:37,75,"grunge, rock","Nirvana",2002-10-29,29,4,0,34,10,10,-7,F Minor,4,5O8L4I2S4izFGDjvP7xAKv,USIR10211639,no
124,"Dumb","Nirvana",114,2B,40,2026-08-16,02:31,77,"grunge, rock","In Utero",1993-09-21,70,43,65,88,0,10,-14,F#/G♭ Major,4,5gRcv46AMTrosmTOqrOV3Q,USGF19960706,no
125,"All Apologies","Nirvana",113,3B,63,2026-08-16,03:53,79,"grunge, rock","In Utero",1993-09-21,45,8,0,36,0,0,-12,C♯/D♭ Major,4,1Ic9pKxGSJGM0LKeqf6lGe,USGF19960712,no
126,"Don't Look Back In Anger","Oasis",164,8B,92,2026-08-16,04:47,78,"britpop","(What's The Story) Morning Glory?",1995-10-02,35,3,0,21,0,10,-4,C Major,4,7ppPZa3TRUSGKaks9wH7VT,GBAAW9500190,no
127,"Supersonic - Remastered","Oasis",104,11B,91,2026-08-16,04:43,72,"britpop","Definitely Maybe (Deluxe Edition Remastered)",1994-00-00,36,0,1,59,0,10,-3,A Major,4,4jJfa4mO5JjV9Tz2aAxE2M,GBQCP1400014,no
128,"So Far Away","Staind",139,2B,90,2026-08-16,04:03,79,"post-grunge, nu metal, alternative metal","14 Shades of Grey",2003-05-13,41,1,0,16,0,20,-3,F#/G♭ Major,3,6FOpPA0a80RuBqqgDozvja,USEE10340188,no
