rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,6QDbGdbJ57Mtkflsg42WV5,Hot for Teacher - 2015 Remaster,Van Halen,1984 (Remastered),currently_listening,128.00,197.00,95.00,55.00,47.00,10B,1,2026-09-14T07:51:29.452Z,https://open.spotify.com/track/6QDbGdbJ57Mtkflsg42WV5
2,1W0rNaAXmNzvfgp47JzcVQ,Breaking the Rules,AC/DC,For Those About to Rock (We Salute You),currently_listening,127.00,195.00,88.00,59.00,48.00,10B,1,2026-09-14T07:51:29.449Z,https://open.spotify.com/track/1W0rNaAXmNzvfgp47JzcVQ
3,2GE4yOplmkZaV8w9vByoND,Build And Destroy,Styx,Circling From Above,currently_listening,127.00,195.00,94.00,57.00,44.00,8A,1,2026-09-14T07:51:29.479Z,https://open.spotify.com/track/2GE4yOplmkZaV8w9vByoND
4,1I6l01BaBgBCVkfQCpIlR6,Truckin' - 2013 Remaster,Grateful Dead,American Beauty (2013 Remaster),currently_listening,127.00,194.00,62.00,64.00,68.00,10A,1,2026-09-14T07:51:29.402Z,https://open.spotify.com/track/1I6l01BaBgBCVkfQCpIlR6
5,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,AC/DC,High Voltage,currently_listening,126.00,195.00,76.00,75.00,44.00,11B,1,2026-09-14T07:51:29.446Z,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb
6,5u5F7qLDvZjBSktaDp4HxB,Moneytalks,AC/DC,The Razors Edge,currently_listening,122.00,196.00,90.00,65.00,41.00,9B,1,2026-09-14T07:51:29.449Z,https://open.spotify.com/track/5u5F7qLDvZjBSktaDp4HxB
7,0HLIhUYvZdxemJ5vHJsSBy,Tommy Can You Hear Me?,The Who,Tommy,currently_listening,126.00,188.00,37.00,63.00,88.00,8B,1,2026-09-14T07:51:29.458Z,https://open.spotify.com/track/0HLIhUYvZdxemJ5vHJsSBy
8,14AI8Qt9giIa8uzek1I24O,Home by the Sea - 2007 Remaster,Genesis,Genesis (2007 Remaster),currently_listening,129.00,189.00,72.00,61.00,56.00,9A,1,2026-09-14T07:51:29.419Z,https://open.spotify.com/track/14AI8Qt9giIa8uzek1I24O
9,0M6nWBLX8aVmepP7Jvvu1K,Cherry Bomb,Joan Jett & the Blackhearts,Glorious Results of a Misspent Youth (Expanded Edition),currently_listening,129.00,186.00,93.00,53.00,40.00,1B,1,2026-09-14T07:51:29.455Z,https://open.spotify.com/track/0M6nWBLX8aVmepP7Jvvu1K
10,0vFOzaXqZHahrZp6enQwQb,Money,Pink Floyd,The Dark Side of the Moon,currently_listening,126.00,180.00,54.00,47.00,79.00,10A,1,2026-09-14T07:51:29.410Z,https://open.spotify.com/track/0vFOzaXqZHahrZp6enQwQb
