rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,The Dark Side of the Moon,currently_listening,120.00,120.00,48.00,36.00,36.00,11B,1,2026-09-14T07:51:29.393Z,https://open.spotify.com/track/3TO7bbrUKrOSPGRTB5MeCz
2,4Mqs0h95KAeNiGp7u4udlt,Love Reign O'er Me,The Who,Quadrophenia (Super Deluxe Edition),currently_listening,116.00,124.00,72.00,30.00,22.00,3B,1,2026-09-14T07:51:29.459Z,https://open.spotify.com/track/4Mqs0h95KAeNiGp7u4udlt
3,3bHnoz2pfij19QUDhoLrcy,Baba O'Riley - Remastered 2022,The Who,Who's Next (Remastered 2022),currently_listening,116.00,125.00,64.00,40.00,21.00,7B,1,2026-09-14T07:51:29.403Z,https://open.spotify.com/track/3bHnoz2pfij19QUDhoLrcy
4,1gyQods9V876YtT0YBu1N1,The Lamb Lies Down on Broadway - 2025 Remaster,Genesis,The Lamb Lies Down On Broadway (50th Anniversary Deluxe Edition),currently_listening,117.00,131.00,81.00,38.00,12.00,12B,1,2026-09-14T07:51:29.431Z,https://open.spotify.com/track/1gyQods9V876YtT0YBu1N1
5,5JQaG1VrTu4fbieUsDUdrt,Play the Game Tonight,Kansas,Vinyl Confessions,currently_listening,118.00,138.00,50.00,66.00,22.00,7A,1,2026-09-14T07:51:29.469Z,https://open.spotify.com/track/5JQaG1VrTu4fbieUsDUdrt
6,1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,currently_listening,108.00,137.00,55.00,63.00,19.00,3A,1,2026-09-14T07:51:29.491Z,https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO
7,4rAnSE0E0f33unxXsQa5Fr,Lunatic Fringe,Red Rider,As Far As Siam,currently_listening,98.00,116.00,46.00,49.00,21.00,12B,1,2026-09-14T07:51:29.475Z,https://open.spotify.com/track/4rAnSE0E0f33unxXsQa5Fr
8,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,Kansas,Point Of Know Return (Expanded Edition),currently_listening,94.00,119.00,32.00,48.00,39.00,9B,1,2026-09-14T07:51:29.469Z,https://open.spotify.com/track/6zeE5tKyr8Nu882DQhhSQI
9,6UpMG6BDOd5xecMTu5r3sj,Firth of Fifth - 2007 Stereo Mix,Genesis,Selling England by the Pound (2007 Stereo Mix),currently_listening,86.00,118.00,61.00,27.00,30.00,1B,1,2026-09-14T07:51:29.419Z,https://open.spotify.com/track/6UpMG6BDOd5xecMTu5r3sj
10,6hu1f1cXSw7OAqhpSQ2zDy,Dazed and Confused - 1990 Remaster,Led Zeppelin,Led Zeppelin,currently_listening,87.00,125.00,55.00,27.00,43.00,10B,1,2026-09-14T07:51:29.489Z,https://open.spotify.com/track/6hu1f1cXSw7OAqhpSQ2zDy
