rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,31VLSfg86NJN74rUHQi7e8,I Know What I Like (In Your Wardrobe) - 2007 Stereo Mix,Genesis,Selling England by the Pound (2007 Stereo Mix),currently_listening,85.00,164.00,82.00,49.00,33.00,10B,1,2026-09-14T07:51:29.390Z,https://open.spotify.com/track/31VLSfg86NJN74rUHQi7e8
2,0Wa5Q145xoXkfhaCRgA67U,Kashmir - Remaster,Led Zeppelin,Physical Graffiti (Remaster),currently_listening,81.00,169.00,62.00,48.00,59.00,10B,1,2026-09-14T07:51:29.404Z,https://open.spotify.com/track/0Wa5Q145xoXkfhaCRgA67U
3,5gys5nzVQIYhgHIfiOJYva,Take It On the Run,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),currently_listening,78.00,158.00,76.00,37.00,45.00,9B,1,2026-09-14T07:51:29.466Z,https://open.spotify.com/track/5gys5nzVQIYhgHIfiOJYva
4,2ph0hzV1kCVhR82E2La4q5,Two Out of Three Ain't Bad,Meat Loaf,Bat Out Of Hell,currently_listening,80.00,156.00,48.00,59.00,49.00,11B,1,2026-09-14T07:51:29.454Z,https://open.spotify.com/track/2ph0hzV1kCVhR82E2La4q5
5,0cO7JEo8deKuQMWpDyjenY,Time for Me to Fly,REO Speedwagon,"You Can Tune a Piano, But You Can't Tuna Fish",currently_listening,82.00,155.00,63.00,46.00,46.00,10B,1,2026-09-14T07:51:29.465Z,https://open.spotify.com/track/0cO7JEo8deKuQMWpDyjenY
6,6lFZbCc7pn6Lme1NP7qQqQ,You Can't Always Get What You Want,The Rolling Stones,Let It Bleed,currently_listening,86.00,141.00,62.00,32.00,47.00,8B,1,2026-09-14T07:51:29.488Z,https://open.spotify.com/track/6lFZbCc7pn6Lme1NP7qQqQ
7,0ZXkKRO789QKBR6ME7pIDF,Goodbye Cruel World,Pink Floyd,The Wall,currently_listening,103.00,154.00,100.00,47.00,7.00,10B,1,2026-09-14T07:51:29.406Z,https://open.spotify.com/track/0ZXkKRO789QKBR6ME7pIDF
8,5A7eooPKJHtr0UJmatjH4a,"Another Brick in the Wall, Pt. 3",Pink Floyd,The Wall,currently_listening,103.00,157.00,47.00,65.00,45.00,10B,1,2026-09-14T07:51:29.405Z,https://open.spotify.com/track/5A7eooPKJHtr0UJmatjH4a
9,69QHm3pustz01CJRwdo20z,Hells Bells,AC/DC,Back In Black,currently_listening,107.00,156.00,87.00,39.00,30.00,9A,1,2026-09-14T07:51:29.396Z,https://open.spotify.com/track/69QHm3pustz01CJRwdo20z
10,3Xls4cNOwy01dtrNXb1inG,White Room,Cream,Wheels Of Fire,currently_listening,110.00,159.00,58.00,55.00,46.00,8B,1,2026-09-14T07:51:29.474Z,https://open.spotify.com/track/3Xls4cNOwy01dtrNXb1inG
11,2KmSnPWWCIsEomVsKnbE1a,Big Balls,AC/DC,Dirty Deeds Done Dirt Cheap,currently_listening,107.00,167.00,63.00,62.00,42.00,11B,1,2026-09-14T07:51:29.445Z,https://open.spotify.com/track/2KmSnPWWCIsEomVsKnbE1a
12,1CQqupcyMg7176PPmIVmSj,Renegade,Styx,Pieces Of Eight,currently_listening,106.00,170.00,55.00,49.00,66.00,6A,1,2026-09-14T07:51:29.470Z,https://open.spotify.com/track/1CQqupcyMg7176PPmIVmSj
13,2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,Eye Of The Tiger,currently_listening,109.00,181.00,44.00,82.00,55.00,5A,1,2026-09-14T07:51:29.478Z,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e
14,66LhCsc06aTa2Ig7iYPDSP,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,"Stevie Nicks,Tom Petty and the Heartbreakers",Bella Donna (2016 Remastered),currently_listening,107.00,190.00,60.00,63.00,67.00,9A,1,2026-09-14T07:51:29.491Z,https://open.spotify.com/track/66LhCsc06aTa2Ig7iYPDSP
15,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix,Are You Experienced,currently_listening,109.00,193.00,91.00,53.00,49.00,10B,1,2026-09-14T07:51:29.486Z,https://open.spotify.com/track/0wJoRiX5K5BxlqZTolB2LD
16,5YUIDMCtzUflSrONeYMWac,Fire on the Mountain,The Marshall Tucker Band,Searchin' for a Rainbow,currently_listening,102.00,191.00,83.00,51.00,57.00,9A,1,2026-09-14T07:51:29.401Z,https://open.spotify.com/track/5YUIDMCtzUflSrONeYMWac
17,7LbfuQVct78YoghmoPtsQ8,Casey Jones - 2013 Remaster,Grateful Dead,Workingman's Dead,currently_listening,100.00,191.00,41.00,67.00,83.00,8B,1,2026-09-14T07:51:29.402Z,https://open.spotify.com/track/7LbfuQVct78YoghmoPtsQ8
18,3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,Steve Miller Band,Fly Like An Eagle,currently_listening,100.00,195.00,75.00,56.00,64.00,8A,1,2026-09-14T07:51:29.484Z,https://open.spotify.com/track/3e0FzZjTXOUtiJGSClOBrI
19,1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,Cheap Trick,In Color,currently_listening,93.00,201.00,46.00,81.00,74.00,10B,1,2026-09-14T07:51:29.473Z,https://open.spotify.com/track/1JkZg3eMQTmTn93E8Yd3UL
20,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,The Doors,currently_listening,90.00,196.00,75.00,42.00,79.00,11B,1,2026-09-14T07:51:29.467Z,https://open.spotify.com/track/6ToM0uwxtPKo9CMpbPGYvM
21,2Q5wSOwq6BDSu7sSVMNrtT,Rock Lobster,The B-52's,The B-52's,currently_listening,92.00,191.00,88.00,59.00,44.00,4B,1,2026-09-14T07:51:29.457Z,https://open.spotify.com/track/2Q5wSOwq6BDSu7sSVMNrtT
22,5fbQCQt91LsVgXusFS0CCD,Disorder - 2007 Remaster,Joy Division,Unknown Pleasures (Collector's Edition),currently_listening,85.00,186.00,80.00,32.00,74.00,3A,1,2026-09-14T07:51:29.463Z,https://open.spotify.com/track/5fbQCQt91LsVgXusFS0CCD
23,3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,Moving Pictures (2011 Remaster),currently_listening,88.00,211.00,90.00,54.00,67.00,11B,1,2026-09-14T07:51:29.480Z,https://open.spotify.com/track/3QZ7uX97s82HFYSmQUAN1D
24,60hT5qY7Ck8D4laJYXdZ9O,Accuracy - 2005 Remaster,The Cure,Three Imaginary Boys,currently_listening,62.00,165.00,42.00,71.00,52.00,11A,1,2026-09-14T07:51:29.461Z,https://open.spotify.com/track/60hT5qY7Ck8D4laJYXdZ9O
