rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,5PKnZzkjs2y3WTbIYtv5Fq,Magic Bus - Mono Edit,The Who,The Kids Are Alright,currently_listening,92.00,230.00,95.00,63.00,72.00,9B,1,2026-09-14T07:51:29.394Z,https://open.spotify.com/track/5PKnZzkjs2y3WTbIYtv5Fq
2,4TVnzZW8dIPjMjg5e8gKhH,Games Without Frontiers,Peter Gabriel,Peter Gabriel 3: Melt (Remastered Version),currently_listening,96.00,238.00,72.00,74.00,92.00,2B,1,2026-09-14T07:51:29.435Z,https://open.spotify.com/track/4TVnzZW8dIPjMjg5e8gKhH
3,3UQA4UTVqcI0VtSQ38nlq1,Let It Ride,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,currently_listening,104.00,228.00,82.00,64.00,82.00,11A,1,2026-09-14T07:51:29.398Z,https://open.spotify.com/track/3UQA4UTVqcI0VtSQ38nlq1
4,3Pu3IChaAoa5EjgUBv5F6x,Ballroom Blitz,Sweet,Desolation Boulevard,currently_listening,108.00,233.00,80.00,64.00,89.00,9A,1,2026-09-14T07:51:29.472Z,https://open.spotify.com/track/3Pu3IChaAoa5EjgUBv5F6x
5,0No5Hr1LxZjJHGsQSTy2bm,I Can't Dance - 2007 Remaster,Genesis,We Can't Dance (2007 Remaster),currently_listening,108.00,235.00,53.00,91.00,91.00,5B,1,2026-09-14T07:51:29.473Z,https://open.spotify.com/track/0No5Hr1LxZjJHGsQSTy2bm
6,3hJLKtTpgct9Y9wKww0BiR,Miss You - Remastered,The Rolling Stones,Some Girls,currently_listening,110.00,236.00,71.00,80.00,85.00,8A,1,2026-09-14T07:51:29.487Z,https://open.spotify.com/track/3hJLKtTpgct9Y9wKww0BiR
7,77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,currently_listening,101.00,255.00,88.00,78.00,89.00,12A,1,2026-09-14T07:51:29.487Z,https://open.spotify.com/track/77oU2rjC5XbjQfNe3bD6so
8,1i0hnGnt14GL713mmOgJHh,Got You by the Balls,AC/DC,The Razors Edge,currently_listening,97.00,221.00,76.00,62.00,83.00,11B,1,2026-09-14T07:51:29.450Z,https://open.spotify.com/track/1i0hnGnt14GL713mmOgJHh
9,7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,Stevie Nicks,Bella Donna (2016 Remastered),currently_listening,111.00,205.00,80.00,59.00,66.00,8B,1,2026-09-14T07:51:29.397Z,https://open.spotify.com/track/7L3b6iaVhDVjfo52Hbvh9Z
10,4OJFkrRQqol4FsPesF8eu4,Saturday in the Park - 2002 Remaster,Chicago,Chicago V (Expanded & Remastered),currently_listening,114.00,204.00,76.00,67.00,61.00,9B,1,2026-09-14T07:51:29.469Z,https://open.spotify.com/track/4OJFkrRQqol4FsPesF8eu4
11,4iihDHIoKZdOeOW1kFDUtR,Jaded,Aerosmith,Just Push Play,currently_listening,118.00,204.00,89.00,52.00,63.00,11B,1,2026-09-14T07:51:29.489Z,https://open.spotify.com/track/4iihDHIoKZdOeOW1kFDUtR
12,2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & the Blackhearts,Up Your Alley,currently_listening,118.00,210.00,88.00,61.00,61.00,11B,1,2026-09-14T07:51:29.456Z,https://open.spotify.com/track/2HXixVqzzm9rEUIMAWzshl
13,0a4agFmqHXxcZl1nho1BxM,Heart Of Glass - Special Mix,Blondie,Best Of Blondie,currently_listening,114.00,212.00,58.00,69.00,85.00,12B,1,2026-09-14T07:51:29.492Z,https://open.spotify.com/track/0a4agFmqHXxcZl1nho1BxM
14,1wEeNtO7z41aUqC80shxqK,You Keep Me Hangin On,Kim Wilde,Another Step,currently_listening,123.00,208.00,68.00,69.00,71.00,6A,1,2026-09-14T07:51:29.492Z,https://open.spotify.com/track/1wEeNtO7z41aUqC80shxqK
15,2j0zExWFB0PowLOeoZosjK,Touch Too Much,AC/DC,Highway to Hell,currently_listening,123.00,204.00,91.00,52.00,61.00,9B,1,2026-09-14T07:51:29.400Z,https://open.spotify.com/track/2j0zExWFB0PowLOeoZosjK
16,6pivm7pNF4GyBkHNGseHCS,Shot Down in Flames,AC/DC,Highway to Hell,currently_listening,131.00,206.00,86.00,53.00,67.00,9B,1,2026-09-14T07:51:29.401Z,https://open.spotify.com/track/6pivm7pNF4GyBkHNGseHCS
17,4hWUOIDHda9XOb1zDchftP,Too Much Time On My Hands,Styx,Paradise Theatre,currently_listening,131.00,209.00,40.00,80.00,89.00,10A,1,2026-09-14T07:51:29.397Z,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
18,39lSeqnyjZJejRuaREfyLL,Hungry Like the Wolf - 2009 Remaster,Duran Duran,Rio (Collector's Edition),currently_listening,128.00,219.00,81.00,69.00,69.00,8B,1,2026-09-14T07:51:29.478Z,https://open.spotify.com/track/39lSeqnyjZJejRuaREfyLL
19,5KUfM9sjoGogDnrBulbVcW,Ask the Lonely,Journey,Only the Young (Steve Perry & Bryce Miller Remix),currently_listening,128.00,219.00,90.00,52.00,77.00,8B,1,2026-09-14T07:51:29.460Z,https://open.spotify.com/track/5KUfM9sjoGogDnrBulbVcW
20,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,Crimes Of Passion,currently_listening,127.00,226.00,58.00,74.00,94.00,12B,1,2026-09-14T07:51:29.492Z,https://open.spotify.com/track/0vOkmmJEtjuFZDzrQSFzEE
21,15rjQH7nTcTomKwfVMd4xl,Go Your Own Way,Fleetwood Mac,Greatest Hits,currently_listening,136.00,223.00,81.00,60.00,82.00,7B,1,2026-09-14T07:51:29.395Z,https://open.spotify.com/track/15rjQH7nTcTomKwfVMd4xl
22,4W4wYHtsrgDiivRASVOINL,Love Shack,The B-52's,Cosmic Thing,currently_listening,134.00,240.00,80.00,70.00,90.00,4A,1,2026-09-14T07:51:29.456Z,https://open.spotify.com/track/4W4wYHtsrgDiivRASVOINL
23,0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,Yes,90125 (Deluxe Version),currently_listening,125.00,244.00,80.00,74.00,90.00,9B,1,2026-09-14T07:51:29.482Z,https://open.spotify.com/track/0GTK6TesV108Jj5D3MHsYb
24,5X79VgaOn8pDTpTKu3PixN,We're Not Gonna Take It,Twisted Sister,Stay Hungry,currently_listening,149.00,235.00,93.00,50.00,92.00,12B,1,2026-09-14T07:51:29.484Z,https://open.spotify.com/track/5X79VgaOn8pDTpTKu3PixN
