rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,2PmMh2t7jAtN6cqFooA0Xy,JOLENE,Beyoncé,COWBOY CARTER,currently_listening,106.00,223.00,81.00,57.00,85.00,10A,1,2026-08-31T04:50:38.347Z,https://open.spotify.com/track/2PmMh2t7jAtN6cqFooA0Xy
2,0lzcNtphdk0YXXVr4KvFws,I Can't Take You Anywhere,Toby Keith,Pull My Chain,currently_listening,107.00,230.00,75.00,73.00,82.00,12B,1,2026-08-31T04:50:38.325Z,https://open.spotify.com/track/0lzcNtphdk0YXXVr4KvFws
3,3VHevS1BocAcrihLnl11DG,I Wanna Talk About Me,Toby Keith,Pull My Chain,currently_listening,106.00,232.00,87.00,77.00,68.00,7B,1,2026-08-31T04:50:38.325Z,https://open.spotify.com/track/3VHevS1BocAcrihLnl11DG
4,63tqSZIWPIbNCcOb9A2gHY,Put the Gun Down,ZZ Ward,Til the Casket Drops,currently_listening,105.00,233.00,72.00,76.00,85.00,8B,1,2026-08-31T04:50:38.339Z,https://open.spotify.com/track/63tqSZIWPIbNCcOb9A2gHY
5,2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,Miranda Lambert,Four The Record,currently_listening,112.00,233.00,81.00,77.00,75.00,9A,1,2026-08-31T04:50:38.353Z,https://open.spotify.com/track/2mXsZsJBThTaJXbNcg5QD4
6,4yXzILmU9N1zWzTD3Pn4xL,Texas,Blake Shelton,For Recreational Use Only,currently_listening,111.00,244.00,79.00,69.00,96.00,1A,1,2026-08-31T04:50:38.309Z,https://open.spotify.com/track/4yXzILmU9N1zWzTD3Pn4xL
7,5s7m2xNZWgz5FqVSIvJcGA,Save a Horse (Ride a Cowboy),Big & Rich,Horse of a Different Color,currently_listening,102.00,242.00,90.00,70.00,82.00,10B,1,2026-08-31T04:50:38.323Z,https://open.spotify.com/track/5s7m2xNZWgz5FqVSIvJcGA
8,6Lst3nF4McKOTLSLuTvLhw,(If You're Not In It For Love) I'm Outta Here!,Shania Twain,The Woman In Me,currently_listening,120.00,240.00,76.00,77.00,87.00,7B,1,2026-08-31T04:50:38.317Z,https://open.spotify.com/track/6Lst3nF4McKOTLSLuTvLhw
9,4FUfoWMypAyWbOavmYyeNu,That Don't Impress Me Much,Shania Twain,Come On Over,currently_listening,125.00,249.00,76.00,76.00,97.00,3B,1,2026-08-31T04:50:38.314Z,https://open.spotify.com/track/4FUfoWMypAyWbOavmYyeNu
10,69m9WDPBvemwujQwdONslk,There's Your Trouble,The Chicks,Wide Open Spaces,currently_listening,127.00,251.00,87.00,74.00,90.00,10B,1,2026-08-31T04:50:38.335Z,https://open.spotify.com/track/69m9WDPBvemwujQwdONslk
11,267pym8JqsQQdIs7dadMJR,A Little Less Talk And A Lot More Action,Toby Keith,Toby Keith,currently_listening,125.00,253.00,86.00,73.00,94.00,11B,1,2026-08-31T04:50:38.343Z,https://open.spotify.com/track/267pym8JqsQQdIs7dadMJR
12,2Asiem9O0YGuvvoAkz8aSq,Baby I'm Burnin',Dolly Parton,Heartbreaker,currently_listening,134.00,255.00,83.00,75.00,97.00,8B,1,2026-08-31T04:50:38.379Z,https://open.spotify.com/track/2Asiem9O0YGuvvoAkz8aSq
13,3Uig25Z3vRcgy59uN1As9J,Sin Wagon,The Chicks,Fly,currently_listening,144.00,244.00,94.00,60.00,90.00,6B,1,2026-08-31T04:50:38.331Z,https://open.spotify.com/track/3Uig25Z3vRcgy59uN1As9J
14,01zPnSlKCw9WLbY0kvNep0,Desperation,"Eminem,Jamie N Commons",The Marshall Mathers LP2 (Deluxe),currently_listening,144.00,229.00,92.00,71.00,66.00,10B,1,2026-08-31T04:50:38.375Z,https://open.spotify.com/track/01zPnSlKCw9WLbY0kvNep0
15,4TJUS843fKiqqIzycM74Oy,Should've Been A Cowboy,Toby Keith,Toby Keith,currently_listening,133.00,200.00,67.00,62.00,71.00,9B,1,2026-08-31T04:50:38.342Z,https://open.spotify.com/track/4TJUS843fKiqqIzycM74Oy
16,2SeDdNjPvN3uwkolnG2ODi,Cowboy Gangster Politician,Goldie Boutilier,Cowboy Gangster Politician,currently_listening,130.00,200.00,70.00,67.00,63.00,9A,1,2026-08-31T04:50:38.350Z,https://open.spotify.com/track/2SeDdNjPvN3uwkolnG2ODi
17,1huWqmpiYksaPppQHLDhZP,Outside Of This Town,Christone  Kingfish  Ingram,Kingfish,currently_listening,130.00,193.00,87.00,42.00,64.00,10A,1,2026-08-31T04:50:38.363Z,https://open.spotify.com/track/1huWqmpiYksaPppQHLDhZP
18,05LCkBsBCDEcQv9nqZab41,The Day I Hang It Up,Gavin Adcock,The Day I Hang It Up,currently_listening,129.00,193.00,80.00,59.00,54.00,1B,1,2026-08-31T04:50:38.354Z,https://open.spotify.com/track/05LCkBsBCDEcQv9nqZab41
19,0lwUIYJfWGB8qUEAJtYfb6,Broken Bones,KALEO,A/B,currently_listening,124.00,192.00,49.00,78.00,65.00,7B,1,2026-08-31T04:50:38.375Z,https://open.spotify.com/track/0lwUIYJfWGB8qUEAJtYfb6
20,4xej9vaOrovFRzZVKr8KlF,Burn it Down (feat. Leon Bridges),"Shaboozey,Leon Bridges",Burn It Down (feat. Leon Bridges),currently_listening,122.00,194.00,75.00,64.00,55.00,9B,1,2026-08-31T04:50:38.354Z,https://open.spotify.com/track/4xej9vaOrovFRzZVKr8KlF
21,2GeK971PzUJqSJc7mFVIMI,Anabelle,Shaboozey,"Where I've Been, Isn't Where I'm Going",currently_listening,121.00,196.00,80.00,73.00,43.00,9A,1,2026-08-31T04:50:38.333Z,https://open.spotify.com/track/2GeK971PzUJqSJc7mFVIMI
22,0elXsqvn9hJOoEB7Vr4wsv,Blue Bedroom,Toby Keith,How Do You Like Me Now?!,currently_listening,121.00,190.00,65.00,72.00,53.00,12B,1,2026-08-31T04:50:38.324Z,https://open.spotify.com/track/0elXsqvn9hJOoEB7Vr4wsv
23,2HbpYFQbairMoU2YFyOP2x,Motorcycle Drive By,Zach Bryan,Summertime Blues,currently_listening,124.00,187.00,68.00,66.00,53.00,5B,1,2026-08-31T04:50:38.321Z,https://open.spotify.com/track/2HbpYFQbairMoU2YFyOP2x
24,4vbW5aT9UQGRqEScStQPPy,No One Needs To Know,Shania Twain,The Woman In Me,currently_listening,135.00,192.00,53.00,66.00,73.00,9B,1,2026-08-31T04:50:38.318Z,https://open.spotify.com/track/4vbW5aT9UQGRqEScStQPPy
