rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,0XfwXFXOI7oys9rsZ2sjrt,I Lied to You,"Miles Caton,Sinners Movie",Sinners (Original Motion Picture Soundtrack),currently_listening,153.00,105.00,59.00,33.00,13.00,7A,1,2026-08-31T04:50:38.361Z,https://open.spotify.com/track/0XfwXFXOI7oys9rsZ2sjrt
2,1Wjey1LS5vH3w4ZOorM09u,Frying Pan,Bad Flamingo,Frying Pan,currently_listening,136.00,113.00,25.00,64.00,24.00,12B,1,2026-08-31T04:50:38.329Z,https://open.spotify.com/track/1Wjey1LS5vH3w4ZOorM09u
3,0kE09o4Jdeu7vqjmkV1YJP,Wild Ones (feat. Jelly Roll),"Jessie Murph,Jelly Roll",That Ain't No Man That's The Devil,currently_listening,136.00,152.00,55.00,66.00,31.00,8B,1,2026-08-31T04:50:38.373Z,https://open.spotify.com/track/0kE09o4Jdeu7vqjmkV1YJP
4,13TtTCE6v8vwTSgWJPjwLl,girl you're taking home,Ella Langley,still hungover,currently_listening,136.00,153.00,57.00,57.00,39.00,11A,1,2026-08-31T04:50:38.307Z,https://open.spotify.com/track/13TtTCE6v8vwTSgWJPjwLl
5,4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,Me And My Gang,currently_listening,136.00,154.00,67.00,54.00,33.00,4A,1,2026-08-31T04:50:38.312Z,https://open.spotify.com/track/4bVuIlGQBMWS7vIhcx8Ae4
6,2EkbykDiLsmMBL5I27RH5e,Manic Pixie Dream Girl,ILUKA,Manic Pixie Dream Girl,currently_listening,130.00,158.00,74.00,61.00,23.00,9B,1,2026-08-31T04:50:38.351Z,https://open.spotify.com/track/2EkbykDiLsmMBL5I27RH5e
7,1FhgmMvNlh3nJ1Ldc2eE6H,High Road (feat. Jessie Murph),"Koe Wetzel,Jessie Murph",9 Lives,currently_listening,138.00,188.00,73.00,62.00,53.00,2B,1,2026-08-31T04:50:38.373Z,https://open.spotify.com/track/1FhgmMvNlh3nJ1Ldc2eE6H
8,3ki2sYrrJ9bOW5hLF8oRI8,Tempt My Trouble,Bishop Briggs,Church Of Scars,currently_listening,127.00,219.00,76.00,78.00,65.00,6A,1,2026-08-31T04:50:38.339Z,https://open.spotify.com/track/3ki2sYrrJ9bOW5hLF8oRI8
9,1xK2NkwOfT8qZYWPossXGz,What About Now,Lonestar,Lonely Grill,currently_listening,126.00,221.00,82.00,66.00,73.00,12B,1,2026-08-31T04:50:38.315Z,https://open.spotify.com/track/1xK2NkwOfT8qZYWPossXGz
10,7iXR11NaUdhfbAl9Aux0vP,Fisherman,The Peach Kings,Fisherman,currently_listening,123.00,218.00,70.00,80.00,68.00,9A,1,2026-08-31T04:50:38.338Z,https://open.spotify.com/track/7iXR11NaUdhfbAl9Aux0vP
11,7rqaqQurHzR5xHAhdm1gmM,Goodbye Earl,The Chicks,Fly,currently_listening,123.00,218.00,70.00,71.00,77.00,8B,1,2026-08-31T04:50:38.330Z,https://open.spotify.com/track/7rqaqQurHzR5xHAhdm1gmM
12,4JAmBKnHyq2avqNvJ81Mao,Last One To Know,Gavin Adcock,Own Worst Enemy,currently_listening,102.00,202.00,66.00,78.00,58.00,4B,1,2026-08-31T04:50:38.310Z,https://open.spotify.com/track/4JAmBKnHyq2avqNvJ81Mao
13,5HxpkQqAknfdYLPAYK5i5N,I'm Done Runnin',Samantha Fish,Paper Doll,currently_listening,100.00,201.00,90.00,56.00,55.00,8B,1,2026-08-31T04:50:38.363Z,https://open.spotify.com/track/5HxpkQqAknfdYLPAYK5i5N
14,4GkLx8Yg80COws7FSmq8bQ,WILD AS THE WIND,Hayley Jensen,WILD AS THE WIND,currently_listening,92.00,198.00,78.00,53.00,67.00,8B,1,2026-08-31T04:50:38.355Z,https://open.spotify.com/track/4GkLx8Yg80COws7FSmq8bQ
15,2v7nHAyV9SyyuAJKX3Ntaj,Cocaine Country Dancing,Paul Cauthen,Room 41,currently_listening,92.00,195.00,58.00,78.00,59.00,10B,1,2026-08-31T04:50:38.370Z,https://open.spotify.com/track/2v7nHAyV9SyyuAJKX3Ntaj
