rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,1wgXZFadykcGX9W1olAOmp,Dumb Blonde,Dolly Parton,"Hello, I'm Dolly",currently_listening,80.00,196.00,56.00,62.00,78.00,9B,1,2026-08-31T04:50:38.379Z,https://open.spotify.com/track/1wgXZFadykcGX9W1olAOmp
2,2NPHU2WJaI3rrtCNNuQ8L1,Raise Hell,Dorothy,ROCKISDEAD,currently_listening,80.00,196.00,69.00,55.00,72.00,2B,1,2026-08-31T04:50:38.362Z,https://open.spotify.com/track/2NPHU2WJaI3rrtCNNuQ8L1
3,0kPeZAyIhIfeZNrtfjJGDB,Bluebird,Miranda Lambert,Wildcard,currently_listening,82.00,190.00,63.00,66.00,61.00,9B,1,2026-08-31T04:50:38.376Z,https://open.spotify.com/track/0kPeZAyIhIfeZNrtfjJGDB
4,0wDHfPk4QxF6TVk3j0Zojy,Say What,The Peach Kings,Mojo Thunder EP,currently_listening,86.00,196.00,61.00,65.00,70.00,11B,1,2026-08-31T04:50:38.336Z,https://open.spotify.com/track/0wDHfPk4QxF6TVk3j0Zojy
5,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),Shaboozey,"Where I've Been, Isn't Where I'm Going",currently_listening,81.00,203.00,71.00,72.00,60.00,11B,1,2026-08-31T04:50:38.333Z,https://open.spotify.com/track/5fZJQrFKWQLb7FpJXZ1g7K
6,0pdfN7nOHMYmKykzu1cyfm,Any Man Of Mine,Shania Twain,The Woman In Me,currently_listening,78.00,210.00,73.00,59.00,78.00,4B,1,2026-08-31T04:50:38.317Z,https://open.spotify.com/track/0pdfN7nOHMYmKykzu1cyfm
7,178OI1A3qjROeFeh8lmNwW,Traveller,Chris Stapleton,Traveller,currently_listening,88.00,205.00,75.00,54.00,76.00,7A,1,2026-08-31T04:50:38.323Z,https://open.spotify.com/track/178OI1A3qjROeFeh8lmNwW
8,6s9m5J92By7jii22Q2XtY2,Somethin' Bad (with Carrie Underwood),"Miranda Lambert,Carrie Underwood",Platinum,currently_listening,90.00,205.00,89.00,68.00,48.00,11B,1,2026-08-31T04:50:38.352Z,https://open.spotify.com/track/6s9m5J92By7jii22Q2XtY2
9,4hx9NTugoBdIG8MkAi2fzI,Tell Me When It’s Over,"Sheryl Crow,Chris Stapleton",Threads,currently_listening,98.00,217.00,76.00,67.00,74.00,8A,1,2026-08-31T04:50:38.370Z,https://open.spotify.com/track/4hx9NTugoBdIG8MkAi2fzI
10,0froGQFzaDPiXzxxk0LuOi,Ain't Enough Road,Jordan Davis,Learn The Hard Way,currently_listening,100.00,215.00,74.00,70.00,71.00,12A,1,2026-08-31T04:50:38.359Z,https://open.spotify.com/track/0froGQFzaDPiXzxxk0LuOi
11,4w3tQBXhn5345eUXDGBWZG,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,currently_listening,105.00,214.00,78.00,55.00,81.00,2B,1,2026-08-31T04:50:38.377Z,https://open.spotify.com/track/4w3tQBXhn5345eUXDGBWZG
12,024avm1IHjbHmvpFQyl38J,Can't Sit Still,Lainey Wilson,Can't Sit Still,currently_listening,105.00,213.00,90.00,62.00,61.00,4A,1,2026-08-31T04:50:38.358Z,https://open.spotify.com/track/024avm1IHjbHmvpFQyl38J
13,5wbN8wztvxqI5jsgrFDuM2,"Too Little, Too Late",Orville Peck,"Too Little, Too Late",currently_listening,105.00,210.00,93.00,49.00,68.00,11B,1,2026-08-31T04:50:38.355Z,https://open.spotify.com/track/5wbN8wztvxqI5jsgrFDuM2
14,5rDkA2TFOImbiVenmnE9r4,Ring of Fire,Johnny Cash,The Essential Johnny Cash,currently_listening,104.00,203.00,59.00,66.00,78.00,9B,1,2026-08-31T04:50:38.369Z,https://open.spotify.com/track/5rDkA2TFOImbiVenmnE9r4
15,7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,Toby Keith,How Do You Like Me Now?!,currently_listening,110.00,199.00,67.00,65.00,67.00,8B,1,2026-08-31T04:50:38.324Z,https://open.spotify.com/track/7rDcULv8vV16vetBjPJhuE
16,22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),"Noah Kahan,Post Malone",Dial Drunk (with Post Malone),currently_listening,112.00,197.00,61.00,67.00,69.00,4B,1,2026-08-31T04:50:38.332Z,https://open.spotify.com/track/22VHOlVYBqytsrAqV8yXBK
17,5jROdl6MhcmP3O7h2sVgtw,Parachute,Chris Stapleton,Traveller,currently_listening,113.00,201.00,76.00,64.00,61.00,2B,1,2026-08-31T04:50:38.323Z,https://open.spotify.com/track/5jROdl6MhcmP3O7h2sVgtw
18,5fdhThPDe6jQQDqCyWrdAn,Jolene,Dolly Parton,Jolene (Expanded Edition),currently_listening,111.00,202.00,54.00,67.00,81.00,12A,1,2026-08-31T04:50:38.377Z,https://open.spotify.com/track/5fdhThPDe6jQQDqCyWrdAn
19,0p1HtkrNYxv0iDfEKwXSTp,Sangria,Blake Shelton,BRINGING BACK THE SUNSHINE,currently_listening,116.00,191.00,72.00,65.00,54.00,11B,1,2026-08-31T04:50:38.316Z,https://open.spotify.com/track/0p1HtkrNYxv0iDfEKwXSTp
20,52MSDG99lVCtdqVHmqGgJF,Spaghetti Western,Maudlin Strangers,Spaghetti Western,currently_listening,100.00,188.00,95.00,57.00,36.00,4A,1,2026-08-31T04:50:38.374Z,https://open.spotify.com/track/52MSDG99lVCtdqVHmqGgJF
21,08kXaWxw2QkXSQTlyH9GMc,Sleep at Night,The Chicks,Gaslighter,currently_listening,98.00,186.00,58.00,71.00,57.00,8B,1,2026-08-31T04:50:38.326Z,https://open.spotify.com/track/08kXaWxw2QkXSQTlyH9GMc
22,1LSWDkZxVngIpfjvMs6Q56,ALLIIGATOR TEARS,Beyoncé,COWBOY CARTER,currently_listening,75.00,193.00,65.00,62.00,66.00,10B,1,2026-08-31T04:50:38.348Z,https://open.spotify.com/track/1LSWDkZxVngIpfjvMs6Q56
23,1hTSImeofoaFWptq9JSFpP,Baggage Claim,Miranda Lambert,Four The Record,currently_listening,81.00,259.00,93.00,70.00,96.00,4B,1,2026-08-31T04:50:38.341Z,https://open.spotify.com/track/1hTSImeofoaFWptq9JSFpP
