rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,7rqaqQurHzR5xHAhdm1gmM,Goodbye Earl,The Chicks,Fly,currently_listening,123.00,218.00,70.00,71.00,77.00,8B,1,2026-08-16T09:07:06.287Z,https://open.spotify.com/track/7rqaqQurHzR5xHAhdm1gmM
2,6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,Carrie Underwood,Play On,currently_listening,120.00,200.00,82.00,60.00,58.00,7B,1,2026-08-16T09:07:06.296Z,https://open.spotify.com/track/6OqdF0vHI9xkqswI7EK0cD
3,6hDkCNq4s5ozvE86RqRIIz,Dream Walkin',Toby Keith,Toby Keith 35 Biggest Hits,currently_listening,117.00,200.00,75.00,71.00,54.00,7B,1,2026-08-16T09:07:06.238Z,https://open.spotify.com/track/6hDkCNq4s5ozvE86RqRIIz
4,50Emgupm363qIrYBe20FR3,Quittin' Time,Zach Bryan,Summertime Blues,currently_listening,143.00,183.00,73.00,56.00,54.00,5A,1,2026-08-16T09:07:06.258Z,https://open.spotify.com/track/50Emgupm363qIrYBe20FR3
5,2qDqybiDVMxdEN20HcJJEr,Cold Math (settling up),Rhett Blood,Cold Math (settling up),currently_listening,150.00,173.00,65.00,65.00,43.00,4A,1,2026-08-16T09:07:06.333Z,https://open.spotify.com/track/2qDqybiDVMxdEN20HcJJEr
6,2A22iI0x4EYAVXNpKPhNEM,weren't for the wind,Ella Langley,still hungover,currently_listening,152.00,172.00,80.00,47.00,45.00,11A,1,2026-08-16T09:07:06.249Z,https://open.spotify.com/track/2A22iI0x4EYAVXNpKPhNEM
7,5KP3uYT70kYwQYLXUwLlua,Excuse The Mess,Ella Langley,Excuse The Mess,currently_listening,150.00,169.00,74.00,52.00,43.00,1B,1,2026-08-16T09:07:06.320Z,https://open.spotify.com/track/5KP3uYT70kYwQYLXUwLlua
8,22YvUcGzVLjtK3u2fSMAZr,Need To,Gavin Adcock,Own Worst Enemy,currently_listening,146.00,170.00,40.00,77.00,53.00,10B,1,2026-08-16T09:07:06.256Z,https://open.spotify.com/track/22YvUcGzVLjtK3u2fSMAZr
9,0y0W8zIjxv0swTYlg450tP,Sleepless in a Hotel Room,Luke Combs,The Way I Am,currently_listening,160.00,177.00,75.00,46.00,56.00,4B,1,2026-08-16T09:07:06.327Z,https://open.spotify.com/track/0y0W8zIjxv0swTYlg450tP
10,3etNLnzuLqShLyEbSwIiQF,Thieves & Kings,The Peach Kings,Thieves & Kings,currently_listening,160.00,160.00,73.00,43.00,44.00,11B,1,2026-08-16T09:07:06.294Z,https://open.spotify.com/track/3etNLnzuLqShLyEbSwIiQF
11,5ovPv5nkmtM7fCPvr3OOE6,Here (with Chris Stapleton),"Mumford & Sons,Chris Stapleton",Prizefighter,currently_listening,156.00,156.00,60.00,55.00,41.00,6B,1,2026-08-16T09:07:06.321Z,https://open.spotify.com/track/5ovPv5nkmtM7fCPvr3OOE6
12,2b8QQqf8Vwb7bfz22ja8Fk,Over And Over,"Nelly,Tim McGraw",Suit,currently_listening,170.00,162.00,52.00,64.00,46.00,9B,1,2026-08-16T09:07:06.330Z,https://open.spotify.com/track/2b8QQqf8Vwb7bfz22ja8Fk
13,5ZtPofuIcSv3Lov9TiNyiE,Gone,KELS,Gone,currently_listening,174.00,160.00,49.00,64.00,47.00,3A,1,2026-08-16T09:07:06.324Z,https://open.spotify.com/track/5ZtPofuIcSv3Lov9TiNyiE
14,19QT1L9qUNKHYNbYqawaX8,Beautiful Mess,Diamond Rio,Completely,currently_listening,177.00,162.00,66.00,48.00,48.00,3B,1,2026-08-16T09:07:06.258Z,https://open.spotify.com/track/19QT1L9qUNKHYNbYqawaX8
15,6cjwec9ii5uLK7CDfPBYt1,Wide Open Spaces,The Chicks,Wide Open Spaces,currently_listening,179.00,170.00,54.00,56.00,60.00,12B,1,2026-08-16T09:07:06.292Z,https://open.spotify.com/track/6cjwec9ii5uLK7CDfPBYt1
16,2R0eqSxBNxlKmfLjAwaj0C,When The Stars Go Blue,Tim McGraw,Love Story,currently_listening,182.00,176.00,68.00,45.00,63.00,6B,1,2026-08-16T09:07:06.320Z,https://open.spotify.com/track/2R0eqSxBNxlKmfLjAwaj0C
17,6tInq1Sn2eehdsQGA9Aafh,Midnight Train To Memphis,Chris Stapleton,From A Room: Volume 2,currently_listening,177.00,183.00,93.00,28.00,62.00,11B,1,2026-08-16T09:07:06.323Z,https://open.spotify.com/track/6tInq1Sn2eehdsQGA9Aafh
18,6QUs5z2uEbSGZJpPGMfgQA,Hell Yeah,Montgomery Gentry,My Town,currently_listening,174.00,189.00,87.00,37.00,65.00,8B,1,2026-08-16T09:07:06.297Z,https://open.spotify.com/track/6QUs5z2uEbSGZJpPGMfgQA
19,0bqQJ1XypPlUvY9su0f8u5,Blame It On My Broken Heart,Avery Anna,Breakup Over Breakfast,currently_listening,184.00,165.00,86.00,38.00,41.00,10B,1,2026-08-16T09:07:06.242Z,https://open.spotify.com/track/0bqQJ1XypPlUvY9su0f8u5
20,3z1PqYwMtct2Dm4R9lhWnT,Gunpowder & Lead,Miranda Lambert,Crazy Ex-Girlfriend,currently_listening,188.00,159.00,91.00,33.00,35.00,8B,1,2026-08-16T09:07:06.314Z,https://open.spotify.com/track/3z1PqYwMtct2Dm4R9lhWnT
21,0kE09o4Jdeu7vqjmkV1YJP,Wild Ones (feat. Jelly Roll),"Jessie Murph,Jelly Roll",That Ain't No Man That's The Devil,currently_listening,136.00,152.00,55.00,66.00,31.00,8B,1,2026-08-16T09:07:06.332Z,https://open.spotify.com/track/0kE09o4Jdeu7vqjmkV1YJP
