rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,0sHW1jXe6Sou3437gJQNGA,Space Bound,Eminem,Recovery,currently_listening,142.00,206.00,89.00,67.00,50.00,8B,2,2026-07-13T01:00:25.038Z,https://open.spotify.com/track/0sHW1jXe6Sou3437gJQNGA
2,3yP1J5mOJ8MvifFoNjA3Lx,Taste It,Modern Alibi,American Radio,currently_listening,145.00,204.00,88.00,57.00,59.00,7A,2,2026-07-13T00:02:52.016Z,https://open.spotify.com/track/3yP1J5mOJ8MvifFoNjA3Lx
3,3tj5523lMxVh6TjcAb1tdS,The Day You Died,Phantogram,Voices,currently_listening,142.00,210.00,88.00,61.00,61.00,4A,2,2026-07-18T04:37:59.896Z,https://open.spotify.com/track/3tj5523lMxVh6TjcAb1tdS
4,4pEU0NT64oiem9lDT7nuJn,Running In Circles,Dead Poet Society,FISSION,currently_listening,142.00,210.00,84.00,62.00,64.00,5B,2,2026-07-13T00:05:05.420Z,https://open.spotify.com/track/4pEU0NT64oiem9lDT7nuJn
5,0babKgXwpYCxbmgTc2Ikrh,The Way She Looks,Two Feet,The Way She Looks,currently_listening,135.00,212.00,90.00,54.00,68.00,11A,2,2026-07-12T01:24:16.992Z,https://open.spotify.com/track/0babKgXwpYCxbmgTc2Ikrh
6,4Yf5bqU3NK4kNOypcrLYwU,Faint,Linkin Park,Meteora,currently_listening,135.00,214.00,98.00,55.00,61.00,12B,2,2026-07-12T00:53:51.344Z,https://open.spotify.com/track/4Yf5bqU3NK4kNOypcrLYwU
7,1aItKhUXwDGVNQIMdsEv5u,Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),currently_listening,132.00,221.00,95.00,61.00,65.00,4B,2,2026-07-12T23:55:49.912Z,https://open.spotify.com/track/1aItKhUXwDGVNQIMdsEv5u
8,6X3dsWYaXWhU5zdGj0p21G,Intrusive Thoughts,Bear Hands,The Key to What,currently_listening,130.00,221.00,74.00,75.00,72.00,7B,2,2026-07-13T00:16:03.672Z,https://open.spotify.com/track/6X3dsWYaXWhU5zdGj0p21G
9,4DOoiKOl3qH0l0Dlail9rH,LEECH,Transviolet,LEECH,currently_listening,130.00,225.00,89.00,59.00,77.00,10A,2,2026-07-13T09:04:30.081Z,https://open.spotify.com/track/4DOoiKOl3qH0l0Dlail9rH
10,70sK7T5SzRs6QFHA1LLfrw,Déjà Vu,3OH!3,Streets Of Gold,currently_listening,128.00,226.00,82.00,65.00,79.00,10A,2,2026-07-18T04:53:42.494Z,https://open.spotify.com/track/70sK7T5SzRs6QFHA1LLfrw
11,4E3DhWlhgxDUCUIGeLIRV6,Floor It,Bear Hands,The Key to What,currently_listening,132.00,227.00,72.00,76.00,79.00,4B,2,2026-07-12T01:06:38.269Z,https://open.spotify.com/track/4E3DhWlhgxDUCUIGeLIRV6
12,01zPnSlKCw9WLbY0kvNep0,Desperation,"Eminem,Jamie N Commons",The Marshall Mathers LP2 (Deluxe),currently_listening,144.00,229.00,92.00,71.00,66.00,10B,2,2026-07-13T00:47:10.751Z,https://open.spotify.com/track/01zPnSlKCw9WLbY0kvNep0
13,6vemhd0tPB9kQhlgHWxVXE,Fuck Machine,Mindless Self Indulgence,How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence,currently_listening,151.00,206.00,97.00,60.00,49.00,4A,2,2026-07-13T00:06:47.231Z,https://open.spotify.com/track/6vemhd0tPB9kQhlgHWxVXE
14,0jeJR3LdrC2QJNviq7wjzp,In Cold Blood,alt-J,RELAXER,currently_listening,143.00,184.00,75.00,50.00,59.00,10A,2,2026-07-13T00:28:46.414Z,https://open.spotify.com/track/0jeJR3LdrC2QJNviq7wjzp
15,2UdCAgl9eX9VevTzo4Rbyn,The Death Of Me,MEG MYERS,Take Me To The Disco,currently_listening,140.00,184.00,87.00,56.00,41.00,4B,2,2026-07-12T01:04:28.233Z,https://open.spotify.com/track/2UdCAgl9eX9VevTzo4Rbyn
16,7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,High Voltage,currently_listening,136.00,185.00,86.00,46.00,53.00,5B,2,2026-07-12T21:38:03.040Z,https://open.spotify.com/track/7nemcVsXVFZF01iqpIIo2Y
17,1nUC2uuKUl49tDwQ1m4A1J,BURNER PHONE,cleopatrick,SCRAP,currently_listening,136.00,181.00,91.00,44.00,46.00,9A,2,2026-07-12T00:50:09.565Z,https://open.spotify.com/track/1nUC2uuKUl49tDwQ1m4A1J
18,0jXRQSoOA01VTmrVIDbhtm,Shh,Frou Frou,Details,currently_listening,131.00,179.00,80.00,65.00,34.00,11A,2,2026-07-12T21:06:23.271Z,https://open.spotify.com/track/0jXRQSoOA01VTmrVIDbhtm
19,7bHT9osSq1rwT2yaImzqCi,No Love,"Eminem,Lil Wayne",Recovery,currently_listening,129.00,178.00,93.00,52.00,33.00,1B,2,2026-07-13T01:01:21.040Z,https://open.spotify.com/track/7bHT9osSq1rwT2yaImzqCi
20,3TP8KZt9tJGyeBRVyDysp9,Better If Worse,"HAFFWAY,Matt Maeson",Better If Worse (with Matt Maeson),currently_listening,124.00,183.00,81.00,54.00,48.00,11A,2,2026-07-12T00:51:24.416Z,https://open.spotify.com/track/3TP8KZt9tJGyeBRVyDysp9
21,5N7Cdi5Te9E3rejjuyRwll,Your Chaos,NOMARKMORE,Exhibition Number Zero,currently_listening,124.00,184.00,45.00,74.00,65.00,2B,2,2026-07-12T00:37:10.726Z,https://open.spotify.com/track/5N7Cdi5Te9E3rejjuyRwll
22,7HXzuAd8UNJj2yCAS0NWbB,Opening Night,"Arctic Monkeys,War Child Records",Opening Night,currently_listening,123.00,183.00,46.00,77.00,60.00,8B,2,2026-07-13T00:28:34.652Z,https://open.spotify.com/track/7HXzuAd8UNJj2yCAS0NWbB
23,5iItYl3Q6wCnKVfpK1uNVf,The Suburbs,Arcade Fire,The Suburbs (Deluxe),currently_listening,118.00,185.00,69.00,62.00,54.00,11A,2,2026-07-12T23:59:46.213Z,https://open.spotify.com/track/5iItYl3Q6wCnKVfpK1uNVf
24,2A73XBDBQgmdXO8VsXPWIs,Rumour Has It,Adele,21,currently_listening,120.00,193.00,75.00,61.00,57.00,8B,2,2026-07-13T00:11:23.603Z,https://open.spotify.com/track/2A73XBDBQgmdXO8VsXPWIs
25,0jngaR7DQWMye5yYn7fzqd,No Self Control,Peter Gabriel,Peter Gabriel 3: Melt (Remastered Version),currently_listening,111.00,190.00,71.00,67.00,52.00,4A,2,2026-07-19T23:23:59.080Z,https://open.spotify.com/track/0jngaR7DQWMye5yYn7fzqd
26,4ljDnzzqwnRIynr1g55um4,On To The Next One,"JAŸ-Z,Swizz Beatz",The Blueprint 3,currently_listening,117.00,205.00,91.00,55.00,59.00,3A,2,2026-07-19T22:57:52.906Z,https://open.spotify.com/track/4ljDnzzqwnRIynr1g55um4
27,6JH9yWhgbm0y9iAJhCslNc,Handlebars,Flobots,Fight With Tools,currently_listening,142.00,179.00,57.00,70.00,52.00,7B,2,2026-07-12T19:48:14.811Z,https://open.spotify.com/track/6JH9yWhgbm0y9iAJhCslNc
28,5GI8QlM6RlyZjegB9CFk7U,Jungle (Radio Edit),Tash Sultana,Jungle (Radio Edit),currently_listening,146.00,180.00,72.00,54.00,54.00,12A,2,2026-07-18T04:37:59.912Z,https://open.spotify.com/track/5GI8QlM6RlyZjegB9CFk7U
29,5l8ylBEHHYL62w5HfjB3JF,Dang,Rainbow Kitten Surprise,bones,currently_listening,148.00,181.00,94.00,55.00,32.00,12B,2,2026-07-12T20:49:34.045Z,https://open.spotify.com/track/5l8ylBEHHYL62w5HfjB3JF
