rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,2gSVKxPDww9Eep5rdvtdem,My Way,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,currently_listening,97.00,205.00,86.00,58.00,61.00,2B,2,2026-07-12T23:58:25.531Z,https://open.spotify.com/track/2gSVKxPDww9Eep5rdvtdem
2,0RXspLL7GwiGm9KIDdT0ma,Simple As...,Kid Cudi,Man On The Moon: The End Of Day (Deluxe),currently_listening,95.00,205.00,74.00,80.00,51.00,3B,2,2026-07-19T22:57:52.920Z,https://open.spotify.com/track/0RXspLL7GwiGm9KIDdT0ma
3,6n8TMVyFKoUmDc4apxceRD,Breaking the Habit,Linkin Park,Meteora,currently_listening,100.00,204.00,87.00,58.00,59.00,9A,2,2026-07-12T23:56:26.616Z,https://open.spotify.com/track/6n8TMVyFKoUmDc4apxceRD
4,1xbP92TbLVfUlS2BtkTidi,HOW TO BE A LOVER,Goldie Boutilier,HOW TO BE A LOVER,currently_listening,107.00,204.00,55.00,86.00,63.00,11A,2,2026-07-19T22:57:52.902Z,https://open.spotify.com/track/1xbP92TbLVfUlS2BtkTidi
5,0aYQsp1vZZcX0JBEJvKF7N,Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),currently_listening,110.00,210.00,90.00,59.00,61.00,4A,2,2026-07-12T00:56:14.660Z,https://open.spotify.com/track/0aYQsp1vZZcX0JBEJvKF7N
6,6m3yuXdLzDTgwJ1y1VnNaH,I Don't Remember,Peter Gabriel,Peter Gabriel 3: Melt (Remastered Version),currently_listening,116.00,215.00,85.00,73.00,57.00,3B,2,2026-07-19T23:24:23.517Z,https://open.spotify.com/track/6m3yuXdLzDTgwJ1y1VnNaH
7,20TOJbuP4XyGBEFbwB8Vbm,Beaches In Tennessee,Cage The Elephant,Beaches In Tennessee,currently_listening,114.00,221.00,91.00,68.00,62.00,9A,2,2026-07-19T22:57:52.863Z,https://open.spotify.com/track/20TOJbuP4XyGBEFbwB8Vbm
8,2SGyf0hCuB81F85cHXuRjl,So Cold,Balu Brigada,Portal,currently_listening,111.00,222.00,77.00,66.00,79.00,3A,2,2026-07-13T00:12:34.236Z,https://open.spotify.com/track/2SGyf0hCuB81F85cHXuRjl
9,4WgvTITBJbEfCJHguiE7QS,The Monster,"Eminem,Rihanna",The Marshall Mathers LP2 (Deluxe),currently_listening,110.00,226.00,85.00,78.00,63.00,12A,2,2026-07-13T00:46:56.806Z,https://open.spotify.com/track/4WgvTITBJbEfCJHguiE7QS
10,6voIJ7OWwRabSZDC77D5Hp,Trouble’s Coming,Royal Blood,Typhoons,currently_listening,112.00,228.00,69.00,78.00,81.00,12A,2,2026-07-12T23:52:54.815Z,https://open.spotify.com/track/6voIJ7OWwRabSZDC77D5Hp
