rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,3stOygN0I7CIvkEB2LJGbv,Survival,Eminem,The Marshall Mathers LP2 (Deluxe),currently_listening,176.00,180.00,90.00,46.00,44.00,10B,1,2026-09-14T08:34:26.554Z,https://open.spotify.com/track/3stOygN0I7CIvkEB2LJGbv
2,4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up,currently_listening,177.00,178.00,72.00,56.00,50.00,10A,1,2026-09-14T08:34:26.554Z,https://open.spotify.com/track/4jtyUzZm9WLc2AdaJ1dso7
3,1GHqc0e7PQ6aEyGlvfSJzS,Where'd You Go (feat. Holly Brook & Jonah Matranga),"Fort Minor,Holly Brook,Jonah Matranga",The Rising Tied (Deluxe Edition),currently_listening,180.00,176.00,82.00,68.00,26.00,12A,1,2026-09-14T08:34:26.628Z,https://open.spotify.com/track/1GHqc0e7PQ6aEyGlvfSJzS
4,4SRShYMtFIGgnOU7iBicMH,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,currently_listening,174.00,184.00,74.00,45.00,65.00,10B,1,2026-09-14T08:34:26.534Z,https://open.spotify.com/track/4SRShYMtFIGgnOU7iBicMH
5,3nfVBXYJtRWeNxHMSMvIsE,Gangsta Bop,Akon,Konvicted,currently_listening,176.00,194.00,35.00,76.00,83.00,4A,1,2026-09-14T08:34:26.615Z,https://open.spotify.com/track/3nfVBXYJtRWeNxHMSMvIsE
6,44ahv3Zj4FOJoy8gJLZF9B,Alright,Jain,Souldier,currently_listening,184.00,190.00,61.00,69.00,60.00,1A,1,2026-09-14T08:34:26.707Z,https://open.spotify.com/track/44ahv3Zj4FOJoy8gJLZF9B
7,3nEZLrSP1k6d7k5xJYfBft,Snacky Poo,Limp Bizkit,STILL SUCKS,currently_listening,187.00,185.00,75.00,54.00,56.00,4B,1,2026-09-14T08:34:26.723Z,https://open.spotify.com/track/3nEZLrSP1k6d7k5xJYfBft
8,1x075F39Q0zOhjPzPKgG8E,Baby By Me,"50 Cent,Ne-Yo",Before I Self-Destruct,currently_listening,190.00,180.00,83.00,61.00,36.00,5A,1,2026-09-14T08:34:26.633Z,https://open.spotify.com/track/1x075F39Q0zOhjPzPKgG8E
9,2y8m85a2z0d69pF3MuwRAK,Cut It Out,Kitten,Kitten,currently_listening,196.00,174.00,84.00,39.00,51.00,9B,1,2026-09-14T08:34:26.678Z,https://open.spotify.com/track/2y8m85a2z0d69pF3MuwRAK
10,6FMIVQPZg9cmMY8hPxAacD,Let's Go Crazy,Prince,Purple Rain,currently_listening,196.00,162.00,93.00,31.00,38.00,1B,1,2026-09-14T08:34:26.665Z,https://open.spotify.com/track/6FMIVQPZg9cmMY8hPxAacD
11,119c93MHjrDLJTApCVGpvx,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],currently_listening,181.00,158.00,51.00,51.00,56.00,10A,1,2026-09-14T08:34:26.704Z,https://open.spotify.com/track/119c93MHjrDLJTApCVGpvx
12,6XAA7T9VHcqKQSzjmXAJ8o,That's All She Wrote,"T.I.,Eminem",No Mercy,currently_listening,170.00,165.00,79.00,50.00,36.00,9B,1,2026-09-14T08:34:26.628Z,https://open.spotify.com/track/6XAA7T9VHcqKQSzjmXAJ8o
13,2byJqu4cw657Y7G6nFogkG,cut my hair,Tate McRae,THINK LATER,currently_listening,164.00,176.00,71.00,60.00,45.00,7A,1,2026-09-14T08:34:26.563Z,https://open.spotify.com/track/2byJqu4cw657Y7G6nFogkG
14,4xigPf2sigSPmuFH3qCelB,"Genius (feat. Sia, Diplo, and Labrinth)","Sia,Diplo,Labrinth,LSD","LABRINTH, SIA & DIPLO PRESENT... LSD",currently_listening,159.00,178.00,62.00,60.00,56.00,10A,1,2026-09-14T08:34:26.661Z,https://open.spotify.com/track/4xigPf2sigSPmuFH3qCelB
15,57dgrvCuTiqY4Sc6EsP97R,BASMF,3OH!3,NIGHT SPORTS,currently_listening,160.00,170.00,68.00,64.00,38.00,6A,1,2026-09-14T08:34:26.567Z,https://open.spotify.com/track/57dgrvCuTiqY4Sc6EsP97R
16,56rpEOCBATYItSa4yPksfe,Little Girl Gone,CHINCHILLA,Little Girl Gone,currently_listening,160.00,188.00,67.00,71.00,50.00,12A,1,2026-09-14T08:34:26.572Z,https://open.spotify.com/track/56rpEOCBATYItSa4yPksfe
17,454h9zAIuTe1eJyw9iTnj4,Man Down,Rihanna,Loud,currently_listening,156.00,193.00,91.00,48.00,54.00,5A,1,2026-09-14T08:34:26.634Z,https://open.spotify.com/track/454h9zAIuTe1eJyw9iTnj4
18,6Px7oJcPvMWLhwRHmao0Fe,LUCID DREAMS (feat. Masego),"Leon Thomas,Masego",MUTT,currently_listening,155.00,193.00,64.00,73.00,56.00,6A,1,2026-09-14T08:34:26.636Z,https://open.spotify.com/track/6Px7oJcPvMWLhwRHmao0Fe
19,1AZoLkRwhHY5xSL9lGYrlc,Elevator Eyes,Tove Lo,Dirt Femme (Extended Cut),currently_listening,156.00,195.00,70.00,64.00,61.00,10B,1,2026-09-14T08:34:26.679Z,https://open.spotify.com/track/1AZoLkRwhHY5xSL9lGYrlc
20,3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown,Lil Wayne,Busta Rhymes",F.A.M.E. (Expanded Edition),currently_listening,146.00,199.00,68.00,77.00,54.00,10A,1,2026-09-14T08:34:26.634Z,https://open.spotify.com/track/3hsmbFKT5Cujb5GQjqEU39
21,7n4PRAJjYzGFr1DR3KHYMU,Take From Me,Bad Meets Evil,Hell: The Sequel (Deluxe),currently_listening,147.00,208.00,78.00,69.00,61.00,3B,1,2026-09-14T08:34:26.625Z,https://open.spotify.com/track/7n4PRAJjYzGFr1DR3KHYMU
22,0t2QiRkpag0fAgs9zuCPlH,Disparate Youth,Santigold,Master of My Make-Believe,currently_listening,152.00,212.00,93.00,64.00,55.00,3B,1,2026-09-14T08:34:26.710Z,https://open.spotify.com/track/0t2QiRkpag0fAgs9zuCPlH
23,1mavQ4WCzXSeL2Dm5DS4GQ,Legacy,Eminem,The Marshall Mathers LP2 (Deluxe),currently_listening,164.00,209.00,90.00,66.00,53.00,8A,1,2026-09-14T08:34:26.556Z,https://open.spotify.com/track/1mavQ4WCzXSeL2Dm5DS4GQ
24,4B5lSnWRFiJx8XghHeTJhc,ZAMA ZAMA,Die Antwoord,ZAMA ZAMA,currently_listening,175.00,213.00,83.00,76.00,54.00,3B,1,2026-09-14T08:34:26.648Z,https://open.spotify.com/track/4B5lSnWRFiJx8XghHeTJhc
25,4SVlgCR8RCbdrbzIgln1Un,BOY CRAZY.,Kesha,.,currently_listening,180.00,217.00,81.00,54.00,82.00,3B,1,2026-09-14T08:34:26.609Z,https://open.spotify.com/track/4SVlgCR8RCbdrbzIgln1Un
26,47TqCCnEliDp8NRDyIQoQq,You Make Me Wanna...,USHER,My Way,currently_listening,164.00,232.00,64.00,76.00,92.00,4A,1,2026-09-14T08:34:26.617Z,https://open.spotify.com/track/47TqCCnEliDp8NRDyIQoQq
27,1QoyuMHNBe7lg3YW4Qtll4,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator,Daniel Caesar",CHROMAKOPIA,currently_listening,150.00,183.00,88.00,58.00,37.00,8B,1,2026-09-14T08:34:26.662Z,https://open.spotify.com/track/1QoyuMHNBe7lg3YW4Qtll4
28,0KmrKOdScRDVYwWS8hkkdv,FYA,BTS,ARIRANG,currently_listening,129.00,199.00,82.00,71.00,46.00,10A,1,2026-09-14T08:34:26.675Z,https://open.spotify.com/track/0KmrKOdScRDVYwWS8hkkdv
29,0SENYBHXBj0TI1ZygWwxee,Call Me Mother,RuPaul,American,currently_listening,124.00,205.00,83.00,86.00,36.00,11A,1,2026-09-14T08:34:26.606Z,https://open.spotify.com/track/0SENYBHXBj0TI1ZygWwxee
