rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,6R4flNWy1pWkjzwg3TCDlM,MANIAC,"Kid Cudi,Cage,St. Vincent",Man On The Moon II: The Legend Of Mr. Rager,currently_listening,150.00,161.00,66.00,52.00,43.00,4A,1,2026-09-14T08:34:26.541Z,https://open.spotify.com/track/6R4flNWy1pWkjzwg3TCDlM
2,1z667LebVh3DtYNrVJEao0,All the Above (feat. T-Pain),"Maino,T-Pain",If Tomorrow Comes...,currently_listening,149.00,163.00,89.00,37.00,37.00,4B,1,2026-09-14T08:34:26.626Z,https://open.spotify.com/track/1z667LebVh3DtYNrVJEao0
3,6JFLZH9vCzgqnUToBdiHQb,Gotta Have It,"JAŸ-Z,Kanye West",Watch The Throne,currently_listening,150.00,164.00,57.00,74.00,33.00,12B,1,2026-09-14T08:34:26.552Z,https://open.spotify.com/track/6JFLZH9vCzgqnUToBdiHQb
4,2cEnKRR4dYBB2VA1mjlb1z,Nevada,YoungBoy Never Broke Again,"Sincerely, Kentrell",currently_listening,148.00,161.00,59.00,78.00,24.00,5A,1,2026-09-14T08:34:26.525Z,https://open.spotify.com/track/2cEnKRR4dYBB2VA1mjlb1z
5,0m3Ze0cy8qBHSsV2exAfCw,Amazing,"Kanye West,Jeezy",808s & Heartbreak,currently_listening,146.00,164.00,55.00,59.00,50.00,4B,1,2026-09-14T08:34:26.559Z,https://open.spotify.com/track/0m3Ze0cy8qBHSsV2exAfCw
6,58E1XVmZTODC67YNjneuXM,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,currently_listening,144.00,162.00,45.00,54.00,63.00,6A,1,2026-09-14T08:34:26.738Z,https://open.spotify.com/track/58E1XVmZTODC67YNjneuXM
7,4ZJPwET9Jrgpkqi4Vo3Yg8,Bad Bitch (feat. Ty Dolla $ign),"Bebe Rexha,Ty Dolla $ign",All Your Fault: Pt. 1,currently_listening,140.00,165.00,62.00,66.00,37.00,7B,1,2026-09-14T08:34:26.680Z,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
8,4dfAUJI1QesmK5HfK9gtYs,Wicked Ways,Eminem,The Marshall Mathers LP2 (Deluxe),currently_listening,138.00,163.00,79.00,71.00,13.00,4A,1,2026-09-14T08:34:26.555Z,https://open.spotify.com/track/4dfAUJI1QesmK5HfK9gtYs
9,20dAJsyno9ZoBLJtqgQnUI,Hooligan,BTS,ARIRANG,currently_listening,135.00,160.00,49.00,67.00,44.00,12A,1,2026-09-14T08:34:26.677Z,https://open.spotify.com/track/20dAJsyno9ZoBLJtqgQnUI
10,70pVCVMGjmIWPbWXDwf11e,petal,Ariana Grande,petal,currently_listening,135.00,166.00,57.00,48.00,61.00,5A,1,2026-09-14T08:34:26.533Z,https://open.spotify.com/track/70pVCVMGjmIWPbWXDwf11e
