rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
60,4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,Me And My Gang,maybe,154.00,67.00,54.00,33.00,136.00,4A,1,0.17,0.600,0.9944,0.1386,1.0376,1.0184,https://open.spotify.com/track/4bVuIlGQBMWS7vIhcx8Ae4
61,5xquYn2sr3uEcyuKU9BmCJ,Walk All Over You,AC/DC,Highway to Hell,maybe,151.00,87.00,23.00,41.00,162.00,11B,1,1.29,0.600,0.9589,0.1386,1.0468,1.0163,https://open.spotify.com/track/5xquYn2sr3uEcyuKU9BmCJ
62,20ftdDh5boQkgxgkx30Tri,She Just Happens To Date The Prince Of Darkness,Say Hi,Impeccable Blahs,maybe,155.00,53.00,63.00,39.00,136.00,11A,1,1.26,0.600,0.9597,0.1386,1.0463,1.0160,https://open.spotify.com/track/20ftdDh5boQkgxgkx30Tri
63,6UWmNaS12bUJzFBuQB6e7j,Grave Digger,Matt Maeson,Grave Digger,maybe,137.00,44.00,56.00,37.00,140.00,11A,1,1.26,0.600,0.9596,0.1386,1.0454,1.0152,https://open.spotify.com/track/6UWmNaS12bUJzFBuQB6e7j
64,1TYqrI2JRi6QssuRMTh2iy,All I Need,Lloyd,All I Need,maybe,151.00,53.00,72.00,26.00,126.00,3A,1,1.29,0.600,0.9588,0.1386,1.0444,1.0139,https://open.spotify.com/track/1TYqrI2JRi6QssuRMTh2iy
65,1npDFCLgSeJzPnXLszvZQP,Rich Kids Blues,Lykke Li,Wounded Rhymes,maybe,118.00,67.00,27.00,24.00,128.00,11A,1,1.25,0.600,0.9599,0.1386,1.0437,1.0135,https://open.spotify.com/track/1npDFCLgSeJzPnXLszvZQP
66,0sL5WC2mgffTiCXUA0g2nh,All Your Love,Sir Sly,All Your Love,maybe,141.00,45.00,73.00,23.00,122.00,11A,1,1.26,0.600,0.9597,0.1386,1.0381,1.0080,https://open.spotify.com/track/0sL5WC2mgffTiCXUA0g2nh
67,4QhWbupniDd44EDtnh2bFJ,Pyramids,Frank Ocean,channel ORANGE,maybe,120.00,65.00,40.00,15.00,108.00,4A,1,1.23,0.600,0.9605,0.1386,1.0374,1.0076,https://open.spotify.com/track/4QhWbupniDd44EDtnh2bFJ
68,0ft93Dt7MUQpjqLbVEBN59,Heart Heart Head,MEG MYERS,Make a Shadow,maybe,97.00,29.00,54.00,14.00,125.00,1A,1,0.17,0.600,0.9943,0.1386,1.0261,1.0071,https://open.spotify.com/track/0ft93Dt7MUQpjqLbVEBN59
69,3bENrkfntz1ugrsi8yzT9C,Falling,Florence + The Machine,Lungs (Deluxe Edition),maybe,84.00,33.00,43.00,8.00,113.00,7A,1,1.24,0.600,0.9602,0.1386,1.0352,1.0054,https://open.spotify.com/track/3bENrkfntz1ugrsi8yzT9C
70,3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who,Who's Next (Deluxe Edition),maybe,136.00,72.00,49.00,15.00,117.00,7B,1,1.25,0.600,0.9600,0.1386,1.0349,1.0051,https://open.spotify.com/track/3qiyyUfYe7CRYLucrPmulD
71,1OV5oUwrL4iw0UTfZy3pGe,Cringe,Matt Maeson,Who Killed Matt Maeson,maybe,160.00,47.00,73.00,40.00,126.00,7B,1,1.25,0.600,0.9601,0.1386,1.0323,1.0025,https://open.spotify.com/track/1OV5oUwrL4iw0UTfZy3pGe
72,4W6tDPKAb5RTZaixgrcWWm,Hallucinogenics,Matt Maeson,The Hearse,maybe,153.00,60.00,61.00,32.00,122.00,8B,1,1.25,0.600,0.9601,0.1386,1.0310,1.0013,https://open.spotify.com/track/4W6tDPKAb5RTZaixgrcWWm
73,1gYNo6sCys1dJEIFcgqlYr,Don't Look Back in Anger - Remastered,Oasis,Time Flies... 1994-2009 (Remastered),maybe,156.00,94.00,33.00,29.00,163.00,8B,1,0.14,0.600,0.9952,0.1386,1.0187,1.0001,https://open.spotify.com/track/1gYNo6sCys1dJEIFcgqlYr
74,1HxvdVlvQH5NUPi1wsq5L1,Legendary,Welshly Arms,Legendary,maybe,159.00,63.00,53.00,43.00,142.00,11A,1,0.20,0.600,0.9934,0.1386,1.0179,0.9987,https://open.spotify.com/track/1HxvdVlvQH5NUPi1wsq5L1
