rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
99,53lnhcBZyo3vZD4dDZvcox,Crank That Spiderman,Duffle Bag Boiz,Crank Dat DBB,maybe,199.00,75.00,65.00,59.00,141.00,4B,1,0.07,0.600,0.9976,0.1386,0.9686,0.9516,https://open.spotify.com/track/53lnhcBZyo3vZD4dDZvcox
100,7a2utEMamL25CDBoCz5aGr,Found You Out,Sir Sly,You Haunt Me,maybe,185.00,86.00,59.00,40.00,127.00,10B,1,1.22,0.600,0.9608,0.1386,0.9788,0.9508,https://open.spotify.com/track/7a2utEMamL25CDBoCz5aGr
101,7oDUXxUIlfEnCh3wfeteYe,Take Me To The Riot,Stars,In Our Bedroom After The War,maybe,189.00,73.00,56.00,60.00,133.00,5B,1,0.16,0.600,0.9946,0.1386,0.9674,0.9495,https://open.spotify.com/track/7oDUXxUIlfEnCh3wfeteYe
102,6itF8MROxH2MKs5oBuvUTz,We Fly High - Ballin',Jim Jones,M.O.B. Members of Byrdgang,maybe,186.00,66.00,69.00,51.00,120.00,3B,1,0.08,0.600,0.9975,0.1386,0.9652,0.9482,https://open.spotify.com/track/6itF8MROxH2MKs5oBuvUTz
103,6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,Carrie Underwood,Play On,maybe,200.00,82.00,60.00,58.00,120.00,7B,1,0.07,0.600,0.9977,0.1386,0.9598,0.9430,https://open.spotify.com/track/6OqdF0vHI9xkqswI7EK0cD
104,1CgmY8fVN7kstVDZmsdM5k,P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,maybe,252.00,67.00,89.00,96.00,127.00,10A,1,1.27,0.600,0.9593,0.1386,0.9711,0.9429,https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k
105,207qLd1ovrqfYVBBDrNMUM,Dance This Mess Around,The B-52's,The B-52's,maybe,186.00,71.00,61.00,54.00,161.00,5B,1,1.28,0.600,0.9592,0.1386,0.9692,0.9410,https://open.spotify.com/track/207qLd1ovrqfYVBBDrNMUM
106,6QeIxGSHZPrHZxJOgYct9V,Fall Over,BANKS,Goddess (Deluxe),maybe,214.00,86.00,65.00,63.00,130.00,3A,1,1.27,0.600,0.9595,0.1386,0.9666,0.9386,https://open.spotify.com/track/6QeIxGSHZPrHZxJOgYct9V
107,0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,"Bubba Sparxxx,Ying Yang Twins,Mr. Collipark",Ms. New Booty,maybe,187.00,62.00,64.00,61.00,129.00,3B,1,0.07,0.600,0.9976,0.1386,0.9520,0.9353,https://open.spotify.com/track/0k6HUzaRHpQ3eEWr1C7Esh
108,31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M.,Out Of Time (25th Anniversary Edition),maybe,233.00,86.00,67.00,80.00,126.00,8A,1,1.26,0.600,0.9597,0.1386,0.9617,0.9339,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx
109,3SKH53SPQbEnZR4cJPVaz2,Messy,Lola Young,Messy,maybe,200.00,55.00,80.00,65.00,111.00,11B,1,1.27,0.600,0.9594,0.1386,0.9591,0.9313,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2
110,5LyKocU0lhUBlXrFKDxbBO,Snap My Finger,"KAYTRANADA,PinkPantheress",TIMELESS,maybe,191.00,64.00,77.00,50.00,118.00,4A,1,1.27,0.600,0.9594,0.1386,0.9589,0.9311,https://open.spotify.com/track/5LyKocU0lhUBlXrFKDxbBO
111,1SF8piqsZWn86DajVKih8F,Kacey Talk,YoungBoy Never Broke Again,Top,maybe,226.00,61.00,88.00,77.00,127.00,3A,1,1.27,0.600,0.9593,0.1386,0.9565,0.9287,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F
112,2j0zExWFB0PowLOeoZosjK,Touch Too Much,AC/DC,Highway to Hell,maybe,204.00,91.00,52.00,61.00,123.00,9B,1,1.28,0.600,0.9589,0.1386,0.9515,0.9238,https://open.spotify.com/track/2j0zExWFB0PowLOeoZosjK
