rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
97,0jeJR3LdrC2QJNviq7wjzp,In Cold Blood,alt-J,RELAXER,maybe,184.00,75.00,50.00,59.00,143.00,10A,1,0.07,0.600,0.9976,0.1386,0.9719,0.9548,https://open.spotify.com/track/0jeJR3LdrC2QJNviq7wjzp
98,6lx0wqoIBxSJgd033dJxvj,Fortune Teller,Maroon 5,Overexposed (Deluxe),maybe,184.00,76.00,67.00,41.00,120.00,9A,1,0.07,0.600,0.9977,0.1386,0.9694,0.9524,https://open.spotify.com/track/6lx0wqoIBxSJgd033dJxvj
99,1QoyuMHNBe7lg3YW4Qtll4,St. Chroma,"Tyler, The Creator,Daniel Caesar",CHROMAKOPIA,maybe,183.00,88.00,58.00,37.00,150.00,8B,1,1.27,0.600,0.9594,0.1386,0.9808,0.9523,https://open.spotify.com/track/1QoyuMHNBe7lg3YW4Qtll4
100,5hlePSjUllP2HQrhRyjdio,Hermit the Frog,MARINA,The Family Jewels,maybe,181.00,65.00,62.00,54.00,122.00,8B,1,0.08,0.600,0.9975,0.1386,0.9674,0.9504,https://open.spotify.com/track/5hlePSjUllP2HQrhRyjdio
101,6LDQxzMiJdnUqnyJNX9LAx,Lasso,Gabe Lopez,Lasso,maybe,176.00,63.00,67.00,46.00,127.00,12A,1,0.08,0.600,0.9973,0.1386,0.9650,0.9480,https://open.spotify.com/track/6LDQxzMiJdnUqnyJNX9LAx
102,2vfshZvISOKy2Je7wQBWOV,Valentine's Day,Linkin Park,Minutes to Midnight,maybe,171.00,66.00,65.00,40.00,108.00,8B,1,0.07,0.600,0.9976,0.1386,0.9633,0.9464,https://open.spotify.com/track/2vfshZvISOKy2Je7wQBWOV
103,4PvD06Pmbm2rHG2JjSlElF,Beggin For Thread,BANKS,Goddess (Deluxe),maybe,170.00,70.00,60.00,40.00,108.00,4A,1,1.22,0.600,0.9608,0.1386,0.9689,0.9412,https://open.spotify.com/track/4PvD06Pmbm2rHG2JjSlElF
104,6jlqDfX8TQNxcaAz5oxYJA,Shattered (Turn The Car Around),O.A.R.,All Sides (Deluxe Edition),maybe,181.00,78.00,57.00,46.00,106.00,1B,1,1.23,0.600,0.9607,0.1386,0.9679,0.9402,https://open.spotify.com/track/6jlqDfX8TQNxcaAz5oxYJA
105,7mC7pOUiOqy3WZs6SmnFxx,I Am Not a Robot,MARINA,The Family Jewels,maybe,170.00,64.00,61.00,45.00,120.00,10B,1,1.23,0.600,0.9608,0.1386,0.9601,0.9326,https://open.spotify.com/track/7mC7pOUiOqy3WZs6SmnFxx
106,2KmSnPWWCIsEomVsKnbE1a,Big Balls,AC/DC,Dirty Deeds Done Dirt Cheap,maybe,167.00,63.00,62.00,42.00,107.00,11B,1,1.29,0.600,0.9588,0.1386,0.9582,0.9303,https://open.spotify.com/track/2KmSnPWWCIsEomVsKnbE1a
107,2Y115i0IhELJhyyftvoSFt,Dark Paradise,Lana Del Rey,Born To Die - The Paradise Edition,maybe,168.00,65.00,60.00,43.00,120.00,12A,1,1.26,0.600,0.9598,0.1386,0.9573,0.9296,https://open.spotify.com/track/2Y115i0IhELJhyyftvoSFt
108,0ZX5WYRg59qcTpKX8d6JPZ,Search And Destroy,Thirty Seconds To Mars,This Is War,maybe,171.00,78.00,56.00,37.00,135.00,8A,1,1.23,0.600,0.9607,0.1386,0.9521,0.9249,https://open.spotify.com/track/0ZX5WYRg59qcTpKX8d6JPZ
109,4eFiL1kZWXqacJhdhrsONv,This Is Us,Backstreet Boys,This Is Us,maybe,169.00,68.00,60.00,41.00,134.00,8B,1,1.24,0.600,0.9602,0.1386,0.9511,0.9238,https://open.spotify.com/track/4eFiL1kZWXqacJhdhrsONv
110,73CMRj62VK8nUS4ezD2wvi,Set Fire to the Rain,Adele,21,maybe,172.00,67.00,60.00,45.00,108.00,7A,1,1.23,0.600,0.9607,0.1386,0.9509,0.9237,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi
