rank,track_id,name,artists,album,tier,mood,energy,dance,valence,bpm,camelot,listen_count,days_since_latest_listen,tier_weight,recency_boost,listen_count_boost,jitter,sort_score,spotify_url
86,1gxc1dIYLmSS2sxMm8BYNj,Woman Is King,Bishop Briggs,Tell My Therapist I'm Fine (Deluxe),maybe,173.00,67.00,61.00,45.00,149.00,9A,1,0.07,0.600,0.9977,0.1386,0.9967,0.9793,https://open.spotify.com/track/1gxc1dIYLmSS2sxMm8BYNj
87,4N7159SXtxwObOFhimCLGW,Fences,Phoenix,Wolfgang Amadeus Phoenix,maybe,184.00,75.00,59.00,50.00,113.00,7A,1,1.23,0.600,0.9607,0.1386,1.0045,0.9758,https://open.spotify.com/track/4N7159SXtxwObOFhimCLGW
88,3kprNlCNkGDpE6CeTb52vy,"MakeDamnSure - Live From Orensanz, New York, NY / 2010",Taking Back Sunday,Live From Orensanz,maybe,174.00,78.00,50.00,46.00,125.00,2B,1,1.22,0.600,0.9608,0.1386,0.9965,0.9680,https://open.spotify.com/track/3kprNlCNkGDpE6CeTb52vy
89,21ovuLfg5iT583UEgeEYQb,Keep On Lookin',Ciara,Ciara,maybe,176.00,45.00,86.00,45.00,129.00,10A,1,1.29,0.600,0.9588,0.1386,0.9957,0.9666,https://open.spotify.com/track/21ovuLfg5iT583UEgeEYQb
90,4g5MorMCNI2aOwEBSov4RT,Malt Liquor,Lewis Del Mar,Lewis Del Mar,maybe,178.00,72.00,71.00,35.00,122.00,4B,1,0.08,0.600,0.9974,0.1386,0.9836,0.9663,https://open.spotify.com/track/4g5MorMCNI2aOwEBSov4RT
91,1N96ja5vHzX8cFr8rExKED,The Weight Of Love,Snow Patrol,Fallen Empires,maybe,167.00,81.00,62.00,24.00,124.00,8B,1,1.25,0.600,0.9601,0.1386,0.9948,0.9662,https://open.spotify.com/track/1N96ja5vHzX8cFr8rExKED
92,1NrJYpdAi7uosDRPmSYrsG,Apologize,OneRepublic,Dreaming Out Loud,maybe,183.00,74.00,59.00,50.00,118.00,4B,1,1.24,0.600,0.9603,0.1386,0.9943,0.9657,https://open.spotify.com/track/1NrJYpdAi7uosDRPmSYrsG
93,6IAQGogKOkE69G7OcXQ28e,Blue Gasoline,Airways,Blue Gasoline,maybe,174.00,64.00,61.00,49.00,113.00,9B,1,1.28,0.600,0.9590,0.1386,0.9938,0.9648,https://open.spotify.com/track/6IAQGogKOkE69G7OcXQ28e
94,3EB5N4DHgM7Ktk8yy1EgYY,Stockholm,Atlas Genius,Stockholm,maybe,173.00,75.00,57.00,41.00,125.00,9B,1,1.22,0.600,0.9609,0.1386,0.9876,0.9594,https://open.spotify.com/track/3EB5N4DHgM7Ktk8yy1EgYY
95,7HXzuAd8UNJj2yCAS0NWbB,Opening Night,"Arctic Monkeys,War Child Records",Opening Night,maybe,183.00,46.00,77.00,60.00,123.00,8B,1,1.29,0.600,0.9586,0.1386,0.9868,0.9579,https://open.spotify.com/track/7HXzuAd8UNJj2yCAS0NWbB
96,1nE1VjP943pIuFdNWcLgYM,Feel Again - With Heartbeats,OneRepublic,Native,maybe,165.00,82.00,47.00,36.00,140.00,6A,1,1.25,0.600,0.9601,0.1386,0.9847,0.9564,https://open.spotify.com/track/1nE1VjP943pIuFdNWcLgYM
