rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,1a1xoTlWpndO6azw57dKdJ,Dancing with the Moonlit Knight - 2007 Stereo Mix,Genesis,Selling England by the Pound (2007 Stereo Mix),currently_listening,86.00,103.00,54.00,30.00,19.00,10B,2,2026-07-13T06:12:04.818Z,https://open.spotify.com/track/1a1xoTlWpndO6azw57dKdJ
2,64i1dyG9Td5z5Q0TCG17Pb,Secret,Maroon 5,Songs About Jane,currently_listening,88.00,101.00,44.00,42.00,15.00,7B,3,2026-07-19T06:00:39.175Z,https://open.spotify.com/track/64i1dyG9Td5z5Q0TCG17Pb
3,0Xl58lOsnUJ9YmzBkhcNtv,Awake My Soul,Mumford & Sons,Sigh No More,currently_listening,87.00,99.00,47.00,27.00,25.00,10B,1,2026-08-01T21:11:28.297Z,https://open.spotify.com/track/0Xl58lOsnUJ9YmzBkhcNtv
4,3EUgeab9fMgKoYbvxK2HUh,Firth of Fifth - Live in Paris,Genesis,,currently_listening,79.00,102.00,48.00,26.00,28.00,1B,2,2026-07-19T05:41:26.378Z,https://open.spotify.com/track/3EUgeab9fMgKoYbvxK2HUh
5,3nvNRZQBWzW9xn50KKXGem,That’s My Cue (Live),Matt Maeson,That's My Cue: A Solo Experience,currently_listening,84.00,114.00,56.00,37.00,21.00,11B,3,2026-07-19T06:00:39.355Z,https://open.spotify.com/track/3nvNRZQBWzW9xn50KKXGem
6,5k9PWIkHRCKtWYeHWIWmSh,Squonk - Live in Paris,Genesis,,currently_listening,89.00,112.00,54.00,44.00,14.00,11B,2,2026-07-19T05:43:01.801Z,https://open.spotify.com/track/5k9PWIkHRCKtWYeHWIWmSh
7,0uQxV7ysuBPhbfUkW1WOCp,First Class,Rainbow Kitten Surprise,Seven + Mary,currently_listening,90.00,111.00,34.00,55.00,22.00,3B,1,2026-08-01T20:59:13.058Z,https://open.spotify.com/track/0uQxV7ysuBPhbfUkW1WOCp
8,1dMilrhgON9TIGPVdWG2dX,Throwing It All Away - 2007 Remaster,Genesis,Invisible Touch (2007 Remaster),currently_listening,84.00,128.00,61.00,38.00,29.00,2B,2,2026-07-13T06:16:02.336Z,https://open.spotify.com/track/1dMilrhgON9TIGPVdWG2dX
9,3JxPW85spOn1SncxuLbpIY,Black Lung,Jonah Kagen,Sunflowers and Leather,currently_listening,83.00,136.00,54.00,39.00,43.00,7B,1,2026-08-01T21:11:28.266Z,https://open.spotify.com/track/3JxPW85spOn1SncxuLbpIY
10,3nEotpBFeXq0OJstuHzwDP,God Needs The Devil,Jonah Kagen,God Needs The Devil,currently_listening,81.00,137.00,53.00,55.00,29.00,8A,1,2026-08-01T21:11:28.258Z,https://open.spotify.com/track/3nEotpBFeXq0OJstuHzwDP
