rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,3VHevS1BocAcrihLnl11DG,I Wanna Talk About Me,Toby Keith,Pull My Chain,currently_listening,106.00,232.00,87.00,77.00,68.00,7B,3,2026-07-19T06:00:38.782Z,https://open.spotify.com/track/3VHevS1BocAcrihLnl11DG
2,0No5Hr1LxZjJHGsQSTy2bm,I Can't Dance - 2007 Remaster,Genesis,We Can't Dance (2007 Remaster),currently_listening,108.00,235.00,53.00,91.00,91.00,5B,3,2026-07-19T06:00:38.659Z,https://open.spotify.com/track/0No5Hr1LxZjJHGsQSTy2bm
3,6Ceejf3zBXvAhIY9DbP1Pr,Something To Talk About,Bonnie Raitt,Luck Of The Draw,currently_listening,103.00,239.00,64.00,80.00,95.00,3B,2,2026-07-19T06:00:38.799Z,https://open.spotify.com/track/6Ceejf3zBXvAhIY9DbP1Pr
4,4ZExvJvQXPEeYzGU0N3THi,Higher Love,Steve Winwood,Back In The High Life,currently_listening,99.00,243.00,78.00,70.00,95.00,7B,2,2026-07-19T06:00:38.664Z,https://open.spotify.com/track/4ZExvJvQXPEeYzGU0N3THi
5,0BeR2gt9oISHk1fJGhu5bh,Lookin' Out My Back Door (John's Version),John Fogerty,Legacy: the Creedence Clearwater Revival years (John's Version),currently_listening,105.00,247.00,71.00,81.00,95.00,7B,2,2026-07-16T05:00:09.504Z,https://open.spotify.com/track/0BeR2gt9oISHk1fJGhu5bh
6,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,Spice,currently_listening,110.00,252.00,86.00,77.00,89.00,1B,3,2026-07-19T06:00:38.813Z,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT
7,4LmzPJDil70LpiApWfOI6O,Milkshake,Kelis,The Hits,currently_listening,113.00,249.00,77.00,89.00,83.00,3B,3,2026-07-19T06:00:38.730Z,https://open.spotify.com/track/4LmzPJDil70LpiApWfOI6O
8,4I1P0QQcNEaWXstahyUaPp,Universal Mind Control (UMC),Common,Go! Common Classics,currently_listening,120.00,249.00,90.00,85.00,74.00,3B,1,2026-08-01T21:11:28.305Z,https://open.spotify.com/track/4I1P0QQcNEaWXstahyUaPp
9,0aeUuMypcIbr5y2oQUKyBV,No Reply at All - 2007 Remaster,Genesis,Abacab (2007 Remaster),currently_listening,128.00,242.00,94.00,69.00,79.00,10B,2,2026-07-13T06:14:15.151Z,https://open.spotify.com/track/0aeUuMypcIbr5y2oQUKyBV
10,6lftV9m4U7YN0AF1rnbnhg,Up Around The Bend (John's Version),John Fogerty,Legacy: the Creedence Clearwater Revival years (John's Version),currently_listening,130.00,245.00,92.00,60.00,93.00,10B,2,2026-07-16T04:59:45.249Z,https://open.spotify.com/track/6lftV9m4U7YN0AF1rnbnhg
11,7zjSZQkMoGKylSq6s1rK9Y,Misunderstanding,Genesis,Duke,currently_listening,121.00,225.00,83.00,65.00,77.00,8B,3,2026-07-19T06:00:38.953Z,https://open.spotify.com/track/7zjSZQkMoGKylSq6s1rK9Y
