rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,4F2t297QK40XFcIHqkmLHs,I Wish It Would Rain Down - 2016 Remaster,Phil Collins,...But Seriously (Deluxe Edition),currently_listening,126.00,158.00,67.00,51.00,40.00,4B,1,2026-07-14T04:05:46.902Z,https://open.spotify.com/track/4F2t297QK40XFcIHqkmLHs
2,3KANrKOFYyAxfjQJHkgBdb,Smile Like You Mean It,The Killers,Hot Fuss,currently_listening,125.00,170.00,97.00,35.00,38.00,2A,2,2026-08-29T04:59:10.451Z,https://open.spotify.com/track/3KANrKOFYyAxfjQJHkgBdb
3,3Bclyko7WmwM2oGmKj8sue,I Will Wait,Mumford & Sons,Babel (Deluxe Version),currently_listening,131.00,169.00,76.00,48.00,45.00,3B,1,2026-07-14T02:49:52.648Z,https://open.spotify.com/track/3Bclyko7WmwM2oGmKj8sue
4,57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,The Razors Edge,currently_listening,134.00,165.00,89.00,50.00,26.00,12B,1,2026-07-14T03:31:22.701Z,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj
5,6EFULiQESbQXrZH9eT6mnT,Heard The World,O.A.R.,Stories Of A Stranger,currently_listening,136.00,172.00,75.00,53.00,44.00,8A,1,2026-07-20T02:25:00.092Z,https://open.spotify.com/track/6EFULiQESbQXrZH9eT6mnT
6,17lu4tymfnhmcIDlzBbtAb,For Those About to Rock (We Salute You),AC/DC,For Those About to Rock (We Salute You),currently_listening,134.00,176.00,92.00,37.00,47.00,12B,1,2026-07-14T03:30:12.257Z,https://open.spotify.com/track/17lu4tymfnhmcIDlzBbtAb
7,70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,Sam's Town,currently_listening,130.00,178.00,99.00,47.00,32.00,1B,1,2026-07-20T02:25:00.098Z,https://open.spotify.com/track/70wYA8oYHoMzhRRkARoMhU
8,5fBiYwfgFmyFSP6EW1A9EY,Happy Jack,The Who,The Kids Are Alright,currently_listening,129.00,177.00,75.00,54.00,48.00,10B,1,2026-07-14T04:01:57.513Z,https://open.spotify.com/track/5fBiYwfgFmyFSP6EW1A9EY
9,6QDbGdbJ57Mtkflsg42WV5,Hot for Teacher - 2015 Remaster,Van Halen,1984 (Remastered),currently_listening,128.00,197.00,95.00,55.00,47.00,10B,2,2026-07-20T02:24:59.936Z,https://open.spotify.com/track/6QDbGdbJ57Mtkflsg42WV5
10,0p1hBWPaSxUDTSa32PyhnU,She Calls Me Back,"Noah Kahan,Kacey Musgraves",She Calls Me Back (with Kacey Musgraves),currently_listening,128.00,206.00,68.00,75.00,63.00,1B,1,2026-07-14T03:34:45.360Z,https://open.spotify.com/track/0p1hBWPaSxUDTSa32PyhnU
11,6tVwi09OwB7zVYV0NUajeP,We Weren't Born To Follow,Bon Jovi,The Circle,currently_listening,126.00,207.00,85.00,50.00,72.00,1B,1,2026-07-14T03:57:27.377Z,https://open.spotify.com/track/6tVwi09OwB7zVYV0NUajeP
12,1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,Morrison Hotel,currently_listening,121.00,215.00,63.00,62.00,90.00,11B,1,2026-07-14T04:04:27.845Z,https://open.spotify.com/track/1Q5kgpp4pmyGqPwNBzkSrw
