rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,6fJld32axCH9Aw7XlVLoGG,Man On A Mission,The Black Keys,Man On A Mission,currently_listening,89.00,157.00,91.00,40.00,26.00,9A,1,2026-07-20T02:25:00.235Z,https://open.spotify.com/track/6fJld32axCH9Aw7XlVLoGG
2,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know,Arctic Monkeys,AM,currently_listening,85.00,149.00,53.00,55.00,41.00,7B,1,2026-07-20T02:25:00.150Z,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
3,5ngcqrs4Xq915GUqNtNNr5,Young Blood,Noah Kahan,Busyhead,currently_listening,85.00,148.00,46.00,67.00,35.00,1B,1,2026-07-14T03:37:02.481Z,https://open.spotify.com/track/5ngcqrs4Xq915GUqNtNNr5
4,2ph0hzV1kCVhR82E2La4q5,Two Out of Three Ain't Bad,Meat Loaf,Bat Out Of Hell,currently_listening,80.00,156.00,48.00,59.00,49.00,11B,1,2026-07-14T04:09:39.087Z,https://open.spotify.com/track/2ph0hzV1kCVhR82E2La4q5
5,07HqIg8BnB1lJElnw2ZiSR,I'll Be There For You,Bon Jovi,New Jersey (Deluxe Edition),currently_listening,73.00,140.00,73.00,44.00,23.00,10B,1,2026-07-14T03:22:22.292Z,https://open.spotify.com/track/07HqIg8BnB1lJElnw2ZiSR
6,3nEotpBFeXq0OJstuHzwDP,God Needs The Devil,Jonah Kagen,God Needs The Devil,currently_listening,81.00,137.00,53.00,55.00,29.00,8A,1,2026-07-14T03:37:24.651Z,https://open.spotify.com/track/3nEotpBFeXq0OJstuHzwDP
7,6LCEyZZHFF4ebF1Mike1s5,Not Ready to Make Nice,The Chicks,Taking The Long Way,currently_listening,84.00,127.00,55.00,43.00,29.00,2B,1,2026-08-29T04:59:10.446Z,https://open.spotify.com/track/6LCEyZZHFF4ebF1Mike1s5
8,0ZLBD6hHGN9LYOtNlu2n8e,This Ain't A Love Song,Bon Jovi,These Days,currently_listening,88.00,113.00,64.00,35.00,14.00,12B,1,2026-07-14T03:57:13.289Z,https://open.spotify.com/track/0ZLBD6hHGN9LYOtNlu2n8e
9,27U4sg4Z7tCnQ55jETIXDA,Where Are You Now,Mumford & Sons,Babel (Deluxe Version),currently_listening,84.00,98.00,34.00,52.00,12.00,12B,1,2026-07-14T03:53:13.584Z,https://open.spotify.com/track/27U4sg4Z7tCnQ55jETIXDA
10,7GRUpcvSQM9HrnC2CjYPG4,The Best Of Times,Styx,Paradise Theatre,currently_listening,79.00,98.00,32.00,34.00,32.00,8B,1,2026-07-20T02:24:59.900Z,https://open.spotify.com/track/7GRUpcvSQM9HrnC2CjYPG4
11,3ApAsbQP7d5GlFwwdExaTY,Poplar St,Glass Animals,How To Be A Human Being,currently_listening,69.00,128.00,45.00,57.00,26.00,9A,1,2026-07-14T03:39:59.943Z,https://open.spotify.com/track/3ApAsbQP7d5GlFwwdExaTY
