rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,3UQA4UTVqcI0VtSQ38nlq1,Let It Ride,Bachman-Turner Overdrive,Bachman-Turner Overdrive II,currently_listening,104.00,228.00,82.00,64.00,82.00,11A,2,2026-07-20T02:24:59.910Z,https://open.spotify.com/track/3UQA4UTVqcI0VtSQ38nlq1
2,0No5Hr1LxZjJHGsQSTy2bm,I Can't Dance - 2007 Remaster,Genesis,We Can't Dance (2007 Remaster),currently_listening,108.00,235.00,53.00,91.00,91.00,5B,1,2026-07-20T02:25:00.003Z,https://open.spotify.com/track/0No5Hr1LxZjJHGsQSTy2bm
3,2TIKWWCf6qAtVP6AGa7e9k,I'll Wait - 2015 Remaster,Van Halen,1984 (Remastered),currently_listening,115.00,234.00,85.00,63.00,86.00,7A,1,2026-07-14T03:56:29.179Z,https://open.spotify.com/track/2TIKWWCf6qAtVP6AGa7e9k
4,5qeLeyIWCPe1FpdJLQTUDW,The Wild Boys,Duran Duran,Decade,currently_listening,116.00,217.00,84.00,74.00,59.00,10A,2,2026-07-20T02:24:59.967Z,https://open.spotify.com/track/5qeLeyIWCPe1FpdJLQTUDW
5,5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,currently_listening,109.00,214.00,82.00,57.00,75.00,11B,1,2026-07-14T03:05:52.474Z,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh
6,6hDkCNq4s5ozvE86RqRIIz,Dream Walkin',Toby Keith,Toby Keith 35 Biggest Hits,currently_listening,117.00,200.00,75.00,71.00,54.00,7B,1,2026-08-29T04:59:10.435Z,https://open.spotify.com/track/6hDkCNq4s5ozvE86RqRIIz
7,2s6wCS3vDZFPY9NOTlPXJZ,Take Me Home - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),currently_listening,119.00,201.00,81.00,62.00,58.00,4B,1,2026-07-14T04:05:00.061Z,https://open.spotify.com/track/2s6wCS3vDZFPY9NOTlPXJZ
8,6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,Carrie Underwood,Play On,currently_listening,120.00,200.00,82.00,60.00,58.00,7B,1,2026-08-29T04:59:10.433Z,https://open.spotify.com/track/6OqdF0vHI9xkqswI7EK0cD
9,0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,Stick Season,currently_listening,118.00,196.00,50.00,66.00,80.00,11B,1,2026-07-14T03:34:49.807Z,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv
10,1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors,Strange Days,currently_listening,119.00,193.00,47.00,70.00,76.00,9A,1,2026-07-14T04:04:16.306Z,https://open.spotify.com/track/1Jmqubf9kGkWeYQXQKImL5
11,0vTKR5TQD03kASmEGlyDF3,In These Arms,Bon Jovi,Keep The Faith,currently_listening,123.00,189.00,92.00,51.00,46.00,12B,1,2026-07-14T03:56:56.415Z,https://open.spotify.com/track/0vTKR5TQD03kASmEGlyDF3
12,0lwUIYJfWGB8qUEAJtYfb6,Broken Bones,KALEO,A/B,currently_listening,124.00,192.00,49.00,78.00,65.00,7B,1,2026-08-29T04:59:10.448Z,https://open.spotify.com/track/0lwUIYJfWGB8qUEAJtYfb6
13,6wjXV2i8MkmDg0FRjXUrzf,Flesh And Bone,The Killers,Battle Born (Deluxe Edition),currently_listening,124.00,194.00,92.00,58.00,44.00,6A,1,2026-08-29T04:59:10.451Z,https://open.spotify.com/track/6wjXV2i8MkmDg0FRjXUrzf
14,7LRMbd3LEoV5wZJvXT1Lwb,T.N.T,AC/DC,High Voltage,currently_listening,126.00,195.00,76.00,75.00,44.00,11B,1,2026-07-14T03:31:17.715Z,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb
15,2Ojr742JINM4QEOk7vQGEh,Never Have I Ever,Rainbow Kitten Surprise,Never Have I Ever,currently_listening,130.00,195.00,71.00,68.00,56.00,12A,1,2026-07-14T03:42:39.835Z,https://open.spotify.com/track/2Ojr742JINM4QEOk7vQGEh
16,0grFc6klR3hxoHLcgCYsF4,Howlin' for You,The Black Keys,Brothers,currently_listening,133.00,190.00,74.00,71.00,45.00,1B,1,2026-07-20T02:25:00.145Z,https://open.spotify.com/track/0grFc6klR3hxoHLcgCYsF4
17,0A0RBBTrgfq9eClnw6ZXT7,Future Starts Slow,The Kills,Blood Pressures,currently_listening,128.00,189.00,74.00,68.00,47.00,2B,1,2026-07-20T02:25:00.126Z,https://open.spotify.com/track/0A0RBBTrgfq9eClnw6ZXT7
18,0HLIhUYvZdxemJ5vHJsSBy,Tommy Can You Hear Me,The Who,Tommy,currently_listening,126.00,188.00,37.00,63.00,88.00,8B,1,2026-07-14T04:02:54.818Z,https://open.spotify.com/track/0HLIhUYvZdxemJ5vHJsSBy
19,5N7Cdi5Te9E3rejjuyRwll,Your Chaos,NOMARKMORE,Exhibition Number Zero,currently_listening,124.00,184.00,45.00,74.00,65.00,2B,1,2026-07-14T03:40:45.675Z,https://open.spotify.com/track/5N7Cdi5Te9E3rejjuyRwll
20,7zscdQe9CjzXnqT3P1Ey7K,If You Want Blood (You've Got It),AC/DC,Highway to Hell,currently_listening,141.00,196.00,93.00,49.00,54.00,10B,1,2026-07-14T03:30:34.933Z,https://open.spotify.com/track/7zscdQe9CjzXnqT3P1Ey7K
21,0sHW1jXe6Sou3437gJQNGA,Space Bound,Eminem,Recovery,currently_listening,142.00,206.00,89.00,67.00,50.00,8B,1,2026-07-14T03:39:09.343Z,https://open.spotify.com/track/0sHW1jXe6Sou3437gJQNGA
22,1fBl642IhJOE5U319Gy2Go,Animal,Neon Trees,Habits,currently_listening,148.00,205.00,83.00,48.00,74.00,7B,1,2026-07-20T02:25:00.124Z,https://open.spotify.com/track/1fBl642IhJOE5U319Gy2Go
23,5XRHGXut00SrJUFmcn2lQF,All The Right Moves,OneRepublic,Waking Up,currently_listening,146.00,213.00,95.00,53.00,65.00,8B,1,2026-07-20T02:25:00.100Z,https://open.spotify.com/track/5XRHGXut00SrJUFmcn2lQF
24,6fybp4N6eW3bsFAvARxyVe,Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,Van Halen (Remastered),currently_listening,139.00,217.00,94.00,52.00,71.00,1A,1,2026-07-14T03:55:58.104Z,https://open.spotify.com/track/6fybp4N6eW3bsFAvARxyVe
25,15rjQH7nTcTomKwfVMd4xl,Go Your Own Way,Fleetwood Mac,Greatest Hits,currently_listening,136.00,223.00,81.00,60.00,82.00,7B,1,2026-07-20T02:24:59.876Z,https://open.spotify.com/track/15rjQH7nTcTomKwfVMd4xl
26,5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Rick Springfield,Working Class Dog,currently_listening,132.00,238.00,83.00,73.00,82.00,10B,1,2026-07-20T02:24:59.958Z,https://open.spotify.com/track/5RsUlxLto4NZbhJpqJbHfN
27,0Fe3WxeO6lZZxj7ytvbDUh,Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank,currently_listening,136.00,250.00,90.00,64.00,96.00,10A,1,2026-07-20T02:25:00.172Z,https://open.spotify.com/track/0Fe3WxeO6lZZxj7ytvbDUh
28,2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,Out Of Our Heads,currently_listening,136.00,251.00,86.00,72.00,93.00,10B,1,2026-07-20T02:24:59.929Z,https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34
29,5LYJ631w9ps5h9tdvac7yP,Easy Lover,"Philip Bailey,Phil Collins",Chinese Wall (Expanded Edition),currently_listening,129.00,259.00,92.00,74.00,93.00,3B,1,2026-07-14T04:05:24.713Z,https://open.spotify.com/track/5LYJ631w9ps5h9tdvac7yP
