rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,5TnzOUFWoZHUEtOWlxrIlY,Everybody Wants Some!! - 2015 Remaster,Van Halen,Women and Children First (Remastered),currently_listening,145.00,178.00,77.00,53.00,48.00,4B,1,2026-07-14T03:01:23.999Z,https://open.spotify.com/track/5TnzOUFWoZHUEtOWlxrIlY
2,0cIQEeA1OD5XzUjuplVfiT,Ditmas,Mumford & Sons,Wilder Mind (Deluxe),currently_listening,144.00,178.00,73.00,53.00,52.00,8B,1,2026-07-14T03:50:09.850Z,https://open.spotify.com/track/0cIQEeA1OD5XzUjuplVfiT
3,5Re8AyLirdL9F5VeLI8JzN,She Is,The Fray,How To Save A Life,currently_listening,139.00,179.00,82.00,50.00,47.00,6A,1,2026-07-20T02:25:00.103Z,https://open.spotify.com/track/5Re8AyLirdL9F5VeLI8JzN
4,3TaeBT5aGh7qxbxTPoLpf1,Cold,Dead Poet Society,Cold,currently_listening,138.00,175.00,92.00,41.00,42.00,9A,1,2026-08-29T04:59:10.450Z,https://open.spotify.com/track/3TaeBT5aGh7qxbxTPoLpf1
5,5iRv1aH4eNai45KfhjtJ6n,When the Love is Gone,Des Rocs,When the Love is Gone,currently_listening,141.00,172.00,81.00,44.00,47.00,9A,1,2026-07-20T02:24:59.864Z,https://open.spotify.com/track/5iRv1aH4eNai45KfhjtJ6n
6,1nUC2uuKUl49tDwQ1m4A1J,BURNER PHONE,cleopatrick,SCRAP,currently_listening,136.00,181.00,91.00,44.00,46.00,9A,1,2026-07-20T02:24:59.871Z,https://open.spotify.com/track/1nUC2uuKUl49tDwQ1m4A1J
7,05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,1984 (Remastered),currently_listening,141.00,196.00,98.00,53.00,45.00,4B,1,2026-07-14T03:01:32.236Z,https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS
8,6Wn3pdFtAcnYJyJVITwt7N,Girls Got Rhythm,AC/DC,Highway to Hell,currently_listening,138.00,203.00,98.00,51.00,54.00,9A,1,2026-07-14T03:31:56.144Z,https://open.spotify.com/track/6Wn3pdFtAcnYJyJVITwt7N
9,0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,Van Halen (Remastered),currently_listening,138.00,205.00,95.00,45.00,65.00,12A,1,2026-07-14T03:21:46.030Z,https://open.spotify.com/track/0upLyFR8Rr52ZpMp5esQoq
10,1LYdu02RKlGxYEYyGbQNhe,Zombie,The Neighbourhood,(((((ultraSOUND))))),currently_listening,138.00,208.00,88.00,62.00,58.00,7B,1,2026-07-20T02:25:00.225Z,https://open.spotify.com/track/1LYdu02RKlGxYEYyGbQNhe
11,2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,currently_listening,136.00,209.00,91.00,67.00,51.00,10A,1,2026-07-14T03:30:05.910Z,https://open.spotify.com/track/2d4e45fmUnguxh6yqC7gNT
12,0babKgXwpYCxbmgTc2Ikrh,The Way She Looks,Two Feet,The Way She Looks,currently_listening,135.00,212.00,90.00,54.00,68.00,11A,1,2026-07-14T03:41:42.022Z,https://open.spotify.com/track/0babKgXwpYCxbmgTc2Ikrh
13,4hWUOIDHda9XOb1zDchftP,Too Much Time On My Hands,Styx,Paradise Theatre,currently_listening,131.00,209.00,40.00,80.00,89.00,10A,1,2026-07-20T02:24:59.893Z,https://open.spotify.com/track/4hWUOIDHda9XOb1zDchftP
14,4RS9PmtHQe7I0o5fEeweOY,Dance the Night Away - 2015 Remaster,Van Halen,Van Halen II (Remastered),currently_listening,130.00,211.00,84.00,55.00,72.00,4B,1,2026-07-14T03:56:08.848Z,https://open.spotify.com/track/4RS9PmtHQe7I0o5fEeweOY
15,7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,Van Halen,1984 (Remastered),currently_listening,130.00,221.00,84.00,57.00,80.00,8B,1,2026-07-14T03:01:44.990Z,https://open.spotify.com/track/7N3PAbqfTjSEU1edb2tY8j
16,0NdTUS4UiNYCNn5FgVqKQY,Snap Out Of It,Arctic Monkeys,AM,currently_listening,130.00,224.00,64.00,73.00,87.00,4A,1,2026-07-20T02:25:00.154Z,https://open.spotify.com/track/0NdTUS4UiNYCNn5FgVqKQY
17,50ZpPgU81payZxI2H7QXNM,Born To Be My Baby,Bon Jovi,New Jersey (Deluxe Edition),currently_listening,131.00,225.00,96.00,53.00,76.00,9B,1,2026-07-14T03:57:53.414Z,https://open.spotify.com/track/50ZpPgU81payZxI2H7QXNM
18,7feSbMqJGg9yL0s6ypxy9S,Girls on Film,Duran Duran,Decade,currently_listening,132.00,223.00,86.00,71.00,66.00,10A,2,2026-07-20T02:24:59.970Z,https://open.spotify.com/track/7feSbMqJGg9yL0s6ypxy9S
19,2gnZad0pb6QtUqMLTj2AjI,Please Don't Leave Me,P!nk,Funhouse (Expanded Edition),currently_listening,138.00,219.00,85.00,59.00,75.00,2B,1,2026-07-14T03:06:41.738Z,https://open.spotify.com/track/2gnZad0pb6QtUqMLTj2AjI
20,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Edition),currently_listening,150.00,155.00,81.00,49.00,25.00,9B,1,2026-07-20T02:25:00.058Z,https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB
21,63HLXPAJ7yfSdvT9ad50rt,What If,Simple Plan,Simple Plan,currently_listening,160.00,143.00,93.00,34.00,16.00,5B,1,2026-07-20T02:25:00.082Z,https://open.spotify.com/track/63HLXPAJ7yfSdvT9ad50rt
22,7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,Oasis,(What's The Story) Morning Glory?,currently_listening,164.00,148.00,92.00,35.00,21.00,8B,1,2026-08-29T04:59:10.454Z,https://open.spotify.com/track/7ppPZa3TRUSGKaks9wH7VT
23,4rcHWl68ai6KvpXlc8vbnE,Keep on Loving You,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),currently_listening,175.00,144.00,72.00,31.00,41.00,8B,1,2026-07-20T02:24:59.898Z,https://open.spotify.com/track/4rcHWl68ai6KvpXlc8vbnE
24,1JcIXOir94YUYBt2cXTzn2,Growing Sideways,Noah Kahan,Stick Season,currently_listening,178.00,137.00,29.00,52.00,56.00,9B,1,2026-07-14T03:36:16.315Z,https://open.spotify.com/track/1JcIXOir94YUYBt2cXTzn2
25,6BM4A4rhnKIxG61jN4A2jC,Snake Eyes,Mumford & Sons,Wilder Mind (Deluxe),currently_listening,180.00,121.00,64.00,37.00,20.00,8A,1,2026-07-14T03:52:22.194Z,https://open.spotify.com/track/6BM4A4rhnKIxG61jN4A2jC
26,18AXbzPzBS8Y3AkgSxzJPb,In The Air Tonight - 2015 Remastered,Phil Collins,Face Value (Deluxe Editon),currently_listening,190.00,99.00,24.00,45.00,30.00,8B,2,2026-07-20T02:24:59.881Z,https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb
27,4eeUqdnR6FHq6F9DL4ndbK,Hallelujah - Live,Bon Jovi,2000s Pop Rock For Kids,currently_listening,175.00,64.00,28.00,22.00,14.00,1A,1,2026-07-14T03:58:06.041Z,https://open.spotify.com/track/4eeUqdnR6FHq6F9DL4ndbK
28,5Pgwi0iizu96RHxJ4xL3SH,Strawberry Wine,Deana Carter,Did I Shave My Legs For This?,currently_listening,123.00,123.00,45.00,57.00,21.00,3B,1,2026-08-29T04:59:10.444Z,https://open.spotify.com/track/5Pgwi0iizu96RHxJ4xL3SH
