rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,5NOKqfyuSU3e1sqvildQmM,Downstairs,Matt Maeson,A Quiet and Harmless Living,currently_listening,137.00,139.00,49.00,65.00,25.00,2B,1,2026-09-14T08:09:45.795Z,https://open.spotify.com/track/5NOKqfyuSU3e1sqvildQmM
2,0LucKGxWYkj2d0SHdx2WBh,Chloroform,Phoenix,Bankrupt!,currently_listening,138.00,133.00,72.00,33.00,28.00,8B,1,2026-09-14T08:09:45.773Z,https://open.spotify.com/track/0LucKGxWYkj2d0SHdx2WBh
3,2RJnW5OLYkMUcxn9Hv8XIg,Cursive (feat. Manchester Orchestra),"Matt Maeson,Manchester Orchestra",A Quiet and Harmless Living,currently_listening,142.00,138.00,52.00,55.00,31.00,10B,1,2026-09-14T08:09:45.752Z,https://open.spotify.com/track/2RJnW5OLYkMUcxn9Hv8XIg
4,5RNFqRIRnenJmBJD2MuHBh,Burn Me,"Jonah Kagen,Sam Barber",Sunflowers and Leather,currently_listening,132.00,133.00,56.00,59.00,18.00,9A,1,2026-09-14T08:09:45.731Z,https://open.spotify.com/track/5RNFqRIRnenJmBJD2MuHBh
5,0ue1SRXyvMme9iCSSWcuWb,Numbers,Daughter,Not to Disappear,currently_listening,131.00,134.00,71.00,42.00,21.00,11A,1,2026-09-14T08:09:45.779Z,https://open.spotify.com/track/0ue1SRXyvMme9iCSSWcuWb
6,6Ey1C21IUiGRBPOeal2qMc,American Hero,Rainbow Kitten Surprise,Seven + Mary,currently_listening,125.00,140.00,53.00,70.00,17.00,9A,1,2026-09-14T08:09:45.802Z,https://open.spotify.com/track/6Ey1C21IUiGRBPOeal2qMc
7,0sL5WC2mgffTiCXUA0g2nh,All Your Love,Sir Sly,All Your Love,currently_listening,122.00,141.00,45.00,73.00,23.00,11A,1,2026-09-14T08:09:45.798Z,https://open.spotify.com/track/0sL5WC2mgffTiCXUA0g2nh
8,0TZulpGlWzs62ap04f7xJH,Worth Waiting,Lee DeWyze,What Once Was,currently_listening,122.00,145.00,47.00,60.00,38.00,10B,1,2026-09-14T08:09:45.792Z,https://open.spotify.com/track/0TZulpGlWzs62ap04f7xJH
9,4O2rRsoSPb5aN7N3tG6Y3v,Northern Attitude,Noah Kahan,Stick Season,currently_listening,121.00,147.00,63.00,52.00,32.00,5B,1,2026-09-14T08:09:45.733Z,https://open.spotify.com/track/4O2rRsoSPb5aN7N3tG6Y3v
10,3N5GWxRqVRfKWwMs0vxFWu,Black Balloon,The Kills,Midnight Boom,currently_listening,119.00,147.00,44.00,84.00,19.00,6A,1,2026-09-14T08:09:45.780Z,https://open.spotify.com/track/3N5GWxRqVRfKWwMs0vxFWu
11,38kjFXYgPvtuXCPbHPMGte,Prey,The Neighbourhood,Wiped Out!,currently_listening,115.00,150.00,78.00,52.00,20.00,8A,1,2026-09-14T08:09:45.800Z,https://open.spotify.com/track/38kjFXYgPvtuXCPbHPMGte
12,7ySzpV1ZDSLe6C9KhcKr1C,Sanctified,Matt Maeson,Never Had to Leave,currently_listening,112.00,144.00,47.00,65.00,32.00,11B,1,2026-09-14T08:09:45.726Z,https://open.spotify.com/track/7ySzpV1ZDSLe6C9KhcKr1C
13,7nDFTHHwfe32a8qdp9XqPy,False Confidence,Noah Kahan,Busyhead,currently_listening,109.00,140.00,66.00,41.00,33.00,2B,1,2026-09-14T08:09:45.754Z,https://open.spotify.com/track/7nDFTHHwfe32a8qdp9XqPy
14,0KnjvgJtt8hSAcBOcjOrQ8,Stay Away,Two Feet,Songs For February,currently_listening,110.00,138.00,72.00,50.00,16.00,10B,1,2026-09-14T08:09:45.774Z,https://open.spotify.com/track/0KnjvgJtt8hSAcBOcjOrQ8
15,72HVBW3f3TF2p8aCP1h1Nu,My Hand/Lawless Dream,Matt Maeson,Never Had to Leave,currently_listening,113.00,137.00,56.00,56.00,25.00,6B,1,2026-09-14T08:09:45.727Z,https://open.spotify.com/track/72HVBW3f3TF2p8aCP1h1Nu
16,0JzW0F17JkZPwguEOsuGTu,Rule #3 - Paperwork,Fish in a Birdcage,Fish in a Birdcage,currently_listening,104.00,131.00,36.00,85.00,10.00,3B,1,2026-09-14T08:09:45.778Z,https://open.spotify.com/track/0JzW0F17JkZPwguEOsuGTu
17,31ABtQJdfloNaGz7ZhXaN5,King,Florence + The Machine,Dance Fever,currently_listening,106.00,127.00,45.00,73.00,9.00,11A,1,2026-09-14T08:09:45.711Z,https://open.spotify.com/track/31ABtQJdfloNaGz7ZhXaN5
18,6SIwsg4DZx79ECsFgl6Xje,New Ways,Daughter,Not To Disappear,currently_listening,114.00,111.00,51.00,45.00,15.00,10B,1,2026-09-14T08:09:45.750Z,https://open.spotify.com/track/6SIwsg4DZx79ECsFgl6Xje
19,4en2sEKZ7JAllpT0MckBna,Cold Love,Rainbow Kitten Surprise,RKS,currently_listening,115.00,111.00,26.00,62.00,23.00,7B,1,2026-09-14T08:09:45.803Z,https://open.spotify.com/track/4en2sEKZ7JAllpT0MckBna
20,6Zu6diJy73z6IMOMtYQiSy,Foxglove Through The Clearcut - Acoustic,Death Cab for Cutie,Asphalt Meadows (Acoustic),currently_listening,115.00,110.00,28.00,63.00,19.00,10B,1,2026-09-14T08:09:45.789Z,https://open.spotify.com/track/6Zu6diJy73z6IMOMtYQiSy
21,05zzpRAJpM1gY21d49AEZC,Sunoco,X Ambassadors,Townies,currently_listening,120.00,109.00,49.00,49.00,11.00,7B,1,2026-09-14T08:09:45.741Z,https://open.spotify.com/track/05zzpRAJpM1gY21d49AEZC
22,7mg63J9IrpprYEueE2L2Z0,Light in the End,Jonah Kagen,Sunflowers and Leather,currently_listening,124.00,103.00,27.00,53.00,23.00,3B,1,2026-09-14T08:09:45.730Z,https://open.spotify.com/track/7mg63J9IrpprYEueE2L2Z0
23,4nI1De11kRgTRO0GGsnrVe,Split Personality Blues,Matt Maeson,A Quiet and Harmless Living,currently_listening,129.00,98.00,52.00,29.00,17.00,8A,1,2026-09-14T08:09:45.753Z,https://open.spotify.com/track/4nI1De11kRgTRO0GGsnrVe
24,6Ngl2iZnrKkpwwWP0Nvyci,taKe,dye,taKe,currently_listening,130.00,97.00,47.00,38.00,12.00,4B,1,2026-09-14T08:09:45.774Z,https://open.spotify.com/track/6Ngl2iZnrKkpwwWP0Nvyci
25,6JR4oAmtvyMyitscEqJet2,Witches,Daughter,Music From Before The Storm,currently_listening,131.00,90.00,39.00,43.00,8.00,8A,1,2026-09-14T08:09:45.749Z,https://open.spotify.com/track/6JR4oAmtvyMyitscEqJet2
