rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,7buthCT0ygAmfSN8iAjmMU,Silhouette on the Hill,Paris Paloma,The Fatal Flaw,currently_listening,162.00,152.00,56.00,47.00,49.00,12B,1,2026-09-14T08:09:45.814Z,https://open.spotify.com/track/7buthCT0ygAmfSN8iAjmMU
2,7siD4wJRiNcC4680aiqOZg,The Hearse,Matt Maeson,The Hearse,currently_listening,156.00,141.00,63.00,49.00,29.00,12A,1,2026-09-14T08:09:45.759Z,https://open.spotify.com/track/7siD4wJRiNcC4680aiqOZg
3,7GsPODZDKmvL7BCq4YWqn6,A Memory Away,Matt Maeson,Never Had to Leave,currently_listening,164.00,136.00,51.00,59.00,26.00,9B,1,2026-09-14T08:09:45.727Z,https://open.spotify.com/track/7GsPODZDKmvL7BCq4YWqn6
4,4wFXTN7ADsBxIyJfzvaHGf,What's Wrong?,Foreign Air,Smile,currently_listening,176.00,133.00,72.00,31.00,30.00,6B,1,2026-09-14T08:09:45.782Z,https://open.spotify.com/track/4wFXTN7ADsBxIyJfzvaHGf
5,1JcIXOir94YUYBt2cXTzn2,Growing Sideways,Noah Kahan,Stick Season,currently_listening,178.00,137.00,29.00,52.00,56.00,9B,1,2026-09-14T08:09:45.734Z,https://open.spotify.com/track/1JcIXOir94YUYBt2cXTzn2
6,6BM4A4rhnKIxG61jN4A2jC,Snake Eyes,Mumford & Sons,Wilder Mind (Deluxe),currently_listening,180.00,121.00,64.00,37.00,20.00,8A,1,2026-09-14T08:09:45.741Z,https://open.spotify.com/track/6BM4A4rhnKIxG61jN4A2jC
7,7zOyGaIud15z9FrBthUfeL,Fossa,Daughter,Not to Disappear,currently_listening,176.00,121.00,80.00,27.00,14.00,9B,1,2026-09-14T08:09:45.816Z,https://open.spotify.com/track/7zOyGaIud15z9FrBthUfeL
8,0WXqirpUQC71A7BpoHBd20,Fossa,Daughter,Not To Disappear,currently_listening,176.00,110.00,81.00,16.00,13.00,9B,1,2026-09-14T08:09:45.749Z,https://open.spotify.com/track/0WXqirpUQC71A7BpoHBd20
9,3ILLqwupo1Aa6PBNXxV4ey,Suit and Jacket,Judah & the Lion,Folk Hop n' Roll (Deluxe),currently_listening,164.00,114.00,58.00,45.00,11.00,6B,1,2026-09-14T08:09:45.756Z,https://open.spotify.com/track/3ILLqwupo1Aa6PBNXxV4ey
10,1iFycgjdLFVJJ6xGstOg9V,Push Off,The Palms,Push Off,currently_listening,156.00,116.00,50.00,47.00,19.00,3A,1,2026-09-14T08:09:45.788Z,https://open.spotify.com/track/1iFycgjdLFVJJ6xGstOg9V
