rank,track_id,name,artists,album,repeat_intent,bpm,mood,energy,dance,valence,camelot,listen_count,last_listened_at,spotify_url
1,47cNDW1xyM03mT2kseO41a,Pretty Pimpin,Kurt Vile,b'lieve i'm goin down...,currently_listening,91.00,199.00,66.00,57.00,76.00,4B,1,2026-09-14T08:09:45.782Z,https://open.spotify.com/track/47cNDW1xyM03mT2kseO41a
2,4R9KztunyNTH13KtAqePLp,Missed Connection,The Head And The Heart,Living Mirage,currently_listening,88.00,200.00,79.00,67.00,54.00,8B,1,2026-09-14T08:09:45.755Z,https://open.spotify.com/track/4R9KztunyNTH13KtAqePLp
3,4Nrg8EG7wWTiTOumtpw8gk,Let The Drummer Kick,Citizen Cope,Citizen Cope,currently_listening,85.00,199.00,64.00,77.00,58.00,8A,1,2026-09-14T08:09:45.799Z,https://open.spotify.com/track/4Nrg8EG7wWTiTOumtpw8gk
4,2sY2FrRjwr8eKyavNm58xI,Devil In The Details,Lee DeWyze,Gone For Days,currently_listening,84.00,201.00,55.00,55.00,91.00,3A,1,2026-09-14T08:09:45.794Z,https://open.spotify.com/track/2sY2FrRjwr8eKyavNm58xI
5,5gmf93vJq4IFwRP5GnA6oW,Meet Me in the Woods,Lord Huron,Strange Trails,currently_listening,81.00,207.00,91.00,54.00,62.00,11A,1,2026-09-14T08:09:45.789Z,https://open.spotify.com/track/5gmf93vJq4IFwRP5GnA6oW
6,4gC3PmUCFHX1DxuKBpSAfc,Dissolve,"Absofacto,NITESHIFT",Cocoon,currently_listening,85.00,214.00,58.00,69.00,87.00,11A,1,2026-09-14T08:09:45.746Z,https://open.spotify.com/track/4gC3PmUCFHX1DxuKBpSAfc
7,3IXRdLsQib8m0hBbQpe7T8,Hang Me Up To Dry,Cold War Kids,Robbers & Cowards,currently_listening,93.00,208.00,92.00,51.00,65.00,8A,1,2026-09-14T08:09:45.790Z,https://open.spotify.com/track/3IXRdLsQib8m0hBbQpe7T8
8,5C5gvDZsl6d8bh89URfKHr,Pork Soda,Glass Animals,How To Be A Human Being,currently_listening,96.00,198.00,66.00,70.00,62.00,9B,1,2026-09-14T08:09:45.761Z,https://open.spotify.com/track/5C5gvDZsl6d8bh89URfKHr
9,66UTXtMAmhq5EpFJttD8rq,Hey I Don't Know,KONGOS,Lunatic,currently_listening,102.00,196.00,83.00,66.00,47.00,11B,1,2026-09-14T08:09:45.818Z,https://open.spotify.com/track/66UTXtMAmhq5EpFJttD8rq
10,0Jspxf6aQbVmZo0o6TSm00,Snow on The Bluff,Evening Elephants,"Carefree, very",currently_listening,100.00,184.00,66.00,73.00,45.00,8B,1,2026-09-14T08:09:45.804Z,https://open.spotify.com/track/0Jspxf6aQbVmZo0o6TSm00
11,0RZLmpEzGR2NHite6rvS5H,Space Ghost Coast To Coast,Glass Animals,Dreamland,currently_listening,101.00,178.00,53.00,90.00,35.00,4B,1,2026-09-14T08:09:45.764Z,https://open.spotify.com/track/0RZLmpEzGR2NHite6rvS5H
12,7rmqj2wCUD7rmeFLrcEfNC,Whateverrrr,Spacey Jane,If That Makes Sense,currently_listening,94.00,171.00,81.00,61.00,29.00,10B,1,2026-09-14T08:09:45.799Z,https://open.spotify.com/track/7rmqj2wCUD7rmeFLrcEfNC
13,2KkwCBlsNPZEoqIpsJsEr0,Candy Land,Jonah Kagen,Sunflowers and Leather,currently_listening,92.00,174.00,62.00,53.00,59.00,3B,1,2026-09-14T08:09:45.728Z,https://open.spotify.com/track/2KkwCBlsNPZEoqIpsJsEr0
14,0qM7QW0hUI8Lez3MAI3P5U,Gold,Sir Sly,You Haunt Me,currently_listening,90.00,162.00,86.00,49.00,27.00,3A,1,2026-09-14T08:09:45.797Z,https://open.spotify.com/track/0qM7QW0hUI8Lez3MAI3P5U
15,6Lto2Xj8y0U2bes2hmRMZu,Wonderful Nothing,Glass Animals,I Love You So F***ing Much,currently_listening,89.00,162.00,49.00,65.00,48.00,11A,1,2026-09-14T08:09:45.765Z,https://open.spotify.com/track/6Lto2Xj8y0U2bes2hmRMZu
16,0e00DiF2T9znEdmWakYSC3,labour,Paris Paloma,Cacophony,currently_listening,84.00,166.00,57.00,65.00,44.00,10A,1,2026-09-14T08:09:45.706Z,https://open.spotify.com/track/0e00DiF2T9znEdmWakYSC3
17,5HTX0qRKjg8N1yRTMOsCq2,RULE,X Ambassadors,ORION,currently_listening,81.00,172.00,59.00,51.00,62.00,10A,1,2026-09-14T08:09:45.779Z,https://open.spotify.com/track/5HTX0qRKjg8N1yRTMOsCq2
