#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
103,"The Roof Is Leaking - 2015 Remaster","Phil Collins",181,2A,7,2026-07-19,03:16,32,"soft rock","Face Value (2016 Remaster)",1981-01-01,32,86,0,22,0,0,-15,D#/E♭ Minor,3,5zE9OJvFz9VYJJoz8MQkoG,USAT21502141,no
104,"I Missed Again - 2015 Remaster","Phil Collins",106,8A,80,2026-07-19,03:44,51,"soft rock","Face Value (2016 Remaster)",1981-01-01,78,3,0,78,0,0,-7,A Minor,4,5GgdUHZtIg0aP5Kt07n14J,USAT21502147,no
105,"You Know What I Mean - 2015 Remaster","Phil Collins",76,5B,21,2026-07-19,02:33,32,"soft rock","Face Value (2016 Remaster)",1981-01-01,41,91,0,32,0,20,-12,D#/E♭ Major,3,48Qk93v6PT33E9g6dWxcN7,USAT21502149,no
106,"If Leaving Me Is Easy - 2015 Remaster","Phil Collins",116,5B,19,2026-07-19,04:56,34,"soft rock","Face Value (2016 Remaster)",1981-01-01,54,58,0,20,0,30,-17,D#/E♭ Major,4,4YMeVFThr8ACCNqJSyz3UQ,USAT21502155,no
107,"Tomorrow Never Knows - 2015 Remaster","Phil Collins",68,3B,55,2026-07-19,04:52,29,"soft rock","Face Value (2016 Remaster)",1981-01-01,26,1,8,15,0,0,-10,C♯/D♭ Major,3,0WlfihwlSWmFMBHrQ4x5lI,USAT21502157,no
108,"I Don't Care Anymore - 2016 Remaster","Phil Collins",140,1B,43,2026-07-19,05:03,52,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,71,19,0,47,0,0,-8,B Major,4,65aiZMNuOKvP34ZK5XQmV8,USRH11509311,no
109,"I Cannot Believe It's True - 2016 Remaster","Phil Collins",121,4A,92,2026-07-19,05:14,45,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,71,13,0,74,0,10,-6,F Minor,4,5hz4dbCtCZSAbjuM31Fh28,USRH11509312,no
110,"Like China - 2016 Remaster","Phil Collins",128,8A,85,2026-07-19,05:08,28,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,73,2,0,82,0,0,-6,A Minor,4,3iwy6SFYKp1g6HfVr9oEAI,USRH11509313,no
111,"Do You Know, Do You Care? - 2016 Remaster","Phil Collins",111,1B,76,2026-07-19,04:58,29,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,52,0,21,22,0,10,-8,B Major,4,5lByBSHBTVvhz6rAEkmrc6,USRH11509314,no
112,"You Can't Hurry Love - 2016 Remaster","Phil Collins",98,9B,94,2026-07-19,02:54,55,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,62,3,0,75,0,10,-5,G Major,4,0VGyBqMFAJFlSAikuqMUfa,USRH11509315,no
113,"It Don't Matter to Me - 2016 Remaster","Phil Collins",123,8B,94,2026-07-19,04:17,30,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,71,11,6,81,0,0,-5,C Major,4,4vsJDV7rgWdW71lPanDt2L,USRH11509316,no
114,"Thru These Walls - 2016 Remaster","Phil Collins",89,4B,36,2026-07-19,05:04,28,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,78,46,3,41,0,0,-12,G#/A♭ Major,4,071E5EnVXEXQTZLywihxXV,USRH11509317,no
115,"Don't Let Him Steal Your Heart Away - 2016 Remaster","Phil Collins",139,3B,61,2026-07-19,04:45,55,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,60,35,0,39,0,0,-7,C♯/D♭ Major,4,5jzXPJKT7dbUXfjp4dowb6,USRH11509318,no
116,"The West Side - 2016 Remaster","Phil Collins",124,2A,56,2026-07-19,05:02,27,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,52,1,19,46,0,10,-9,D#/E♭ Minor,4,5zp1WxYQYX2mHm9ZVPx1mz,USRH11509319,no
117,"Why Can't It Wait 'Til Morning - 2016 Remaster","Phil Collins",113,4B,29,2026-07-19,03:09,28,"soft rock","Hello, I Must Be Going (2016 Remaster)",1982-11-05,23,88,0,15,0,10,-12,G#/A♭ Major,4,0Y9Elwh7vvFS9UrBsYQ4D0,USRH11509320,no
118,"One More Night - 2016 Remaster","Phil Collins",136,5B,44,2026-07-19,04:48,74,"soft rock","No Jacket Required (2016 Remaster)",1985-01-25,53,79,0,34,0,10,-9,D#/E♭ Major,4,6fkvIT9KFKxO8poBeKfaEf,USRH11600247,no
119,"Doesn't Anybody Stay Together Anymore - 2016 Remaster","Phil Collins",108,4B,95,2026-07-19,04:18,39,"soft rock","No Jacket Required (2016 Remaster)",1985-01-25,66,20,0,51,0,30,-7,G#/A♭ Major,4,1UpmVez0EGjEVT2fOnJZ4z,USRH11600250,no
120,"Inside Out - 2016 Remaster","Phil Collins",95,7B,87,2026-07-19,05:15,52,"soft rock","No Jacket Required (2016 Remaster)",1985-01-25,63,38,0,60,0,0,-5,F Major,4,58gTIXqsg6sVmAscK3LpKx,USRH11600251,no
121,"Take Me Home - 2016 Remaster","Phil Collins",119,4B,81,2026-07-19,05:53,67,"soft rock","No Jacket Required (2016 Remaster)",1985-01-25,62,47,11,58,0,0,-8,G#/A♭ Major,4,2s6wCS3vDZFPY9NOTlPXJZ,USRH11600252,no
122,"We Said Hello Goodbye - 2016 Remaster","Phil Collins",142,10B,35,2026-07-19,04:21,41,"soft rock","No Jacket Required (2016 Remaster)",1985-01-25,47,78,0,12,0,0,-8,D Major,4,5KvxULNXi0YofO91RtrHsU,USRH11600253,no
123,"Do You Remember? - 2016 Remaster","Phil Collins",93,7B,51,2026-07-19,04:35,72,"soft rock","...But Seriously (2016 Remaster)",1989-11-20,68,11,1,53,0,0,-7,F Major,4,3TLtCHUaiMHcQcJVGVW2p2,USRH11602146,no
124,"I Wish It Would Rain Down - 2016 Remaster","Phil Collins",126,4B,67,2026-07-19,05:28,53,"soft rock","...But Seriously (2016 Remaster)",1989-11-20,51,28,1,40,0,30,-4,G#/A♭ Major,4,1wNd3wRr4v3y0Az69d3ZLT,USRH11602149,no
125,"Another Day in Paradise - 2016 Remaster","Phil Collins",102,4A,58,2026-07-19,05:23,58,"soft rock","...But Seriously (2016 Remaster)",1989-11-20,78,73,0,40,0,0,-7,F Minor,4,5ZaDUleherOLBbHk2PU1Kr,USRH11602150,no
126,"All of My Life - 2016 Remaster","Phil Collins",170,9B,39,2026-07-19,05:35,37,"soft rock","...But Seriously (2016 Remaster)",1989-11-20,54,6,0,24,0,0,-9,G Major,4,0qE2QM6dD59KdqAwh3qEPC,USRH11602152,no
127,"Easy Lover","Philip Bailey,Phil Collins",129,3B,92,2026-07-19,05:05,79,"yacht rock, soft rock","Chinese Wall (Expanded Edition)",1984-10-01,74,11,0,93,0,0,-5,C♯/D♭ Major,4,5LYJ631w9ps5h9tdvac7yP,USSM18400801,no
128,"Against All Odds (Take a Look at Me Now) - 2016 Remaster","Phil Collins",116,3B,50,2026-07-19,03:26,82,"soft rock","The Singles (Expanded)",2016-10-14,58,20,0,11,0,10,-7,C♯/D♭ Major,4,63CHa6rmamv9OsehkRD8oz,USRH11603367,no
129,"True Colors - 2016 Remaster","Phil Collins",172,2B,52,2026-07-19,04:34,64,"soft rock","The Singles (Expanded)",2016-10-14,63,4,0,50,0,10,-7,F#/G♭ Major,4,3iD7f8biGSkrgGB609uzCR,USRH11603371,no
130,"Separate Lives - 2016 Remaster","Phil Collins,Marilyn Martin",98,12B,31,2026-07-19,04:08,66,"soft rock, ","The Singles (Expanded)",2016-10-14,34,24,0,20,0,30,-9,E Major,4,6DEFVerhYVJ6ZkPJiPl5Sm,USRH11603368,no
131,"You'll Be In My Heart - From  Tarzan /Soundtrack Version","Phil Collins",97,4B,75,2026-07-19,04:18,73,"soft rock","Disney Summer Songs",2021-05-28,57,6,0,61,0,0,-7,G#/A♭ Major,4,1fTDYdx5zYfWJSX0JlKO8o,USWD10110146,no
132,"You'll Be In My Heart","Phil Collins",97,4B,75,2026-07-19,04:16,73,"soft rock","Tarzan (Original Motion Picture Soundtrack)",1999-05-18,57,6,0,65,0,0,-7,G#/A♭ Major,4,4Y8vb1uy9IjM2V1hqvrAid,USWD10110146,no
133,"Son of Man","Phil Collins",142,11B,85,2026-07-19,02:43,61,"soft rock","Tarzan (Original Motion Picture Soundtrack)",1999-05-18,64,4,0,69,0,30,-5,A Major,4,1LhFadk0aWYczltTjIbFlI,USWD10210158,no
