#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
107,"Waiting for the Worms","Pink Floyd",76,9B,41,2026-06-10,03:57,57,"progressive rock, psychedelic rock, classic rock, art rock, rock","The Wall",1979-11-30,57,58,1,63,0,50,-14,G Major,4,2DVkYfl2YuOMlRfC98srEG,GBN9Y1100117,no
108,"Stop","Pink Floyd",76,8A,2,2026-06-10,00:30,56,"progressive rock, psychedelic rock, classic rock, art rock, rock","The Wall",1979-11-30,56,92,0,31,0,0,-30,A Minor,4,21L1dVOTGhvAKvBXXnTIHj,GBN9Y1100118,no
109,"The Trial","Pink Floyd",77,9A,37,2026-06-10,05:18,56,"progressive rock, psychedelic rock, classic rock, art rock, rock","The Wall",1979-11-30,41,70,0,33,0,20,-16,E Minor,4,1UMXtudajhlocMzXVSngDU,GBN9Y1100119,no
110,"Outside the Wall","Pink Floyd",133,8B,8,2026-06-10,01:43,54,"progressive rock, psychedelic rock, classic rock, art rock, rock","The Wall",1979-11-30,19,67,51,46,0,0,-36,C Major,3,1nW0lHGLpE1iQDP5Nvt3x1,GBN9Y1100120,no
111,"Only the Young (2024 Remaster)","Journey",73,8B,86,2026-06-10,04:04,64,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,34,1,0,49,0,20,-6,C Major,4,6S89Xbg2YPxmS5VfDBlZVt,USSM19932789,no
112,"Don't Stop Believin' (2024 Remaster)","Journey",119,12B,78,2026-06-10,04:10,66,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,50,13,0,46,0,30,-7,E Major,4,5ehcf6UL1TkwozB386cRAp,USSM19932790,no
113,"Wheel in the Sky (2024 Remaster)","Journey",105,7A,74,2026-06-10,04:14,53,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,47,7,0,38,0,10,-7,D Minor,4,5i36c6C2XRw8U71yWgcoTn,USSM17800105,no
114,"Faithfully (2024 Remaster)","Journey",130,1B,56,2026-06-10,04:26,54,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,41,21,0,26,0,0,-7,B Major,4,7aNk0hjd9VCAoBirwg6aYZ,USSM19932791,no
115,"I'll Be Alright Without You (2024 Remaster)","Journey",97,10B,75,2026-06-10,04:34,59,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,58,5,0,55,0,10,-7,D Major,4,2PWldJzHn86WNueLuH7bV0,USSM19932792,no
116,"Any Way You Want It (2024 Remaster)","Journey",138,9B,92,2026-06-10,03:23,58,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,53,0,0,60,0,10,-6,G Major,4,4UVKy0DI1hOlL8xF99Ba5j,USSM19932793,no
117,"Ask the Lonely (2024 Remaster)","Journey",128,8B,90,2026-06-10,03:54,48,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,52,20,0,78,0,0,-5,C Major,4,6F4EsDGCNB3YfjE6WvH9NB,USSM19932794,no
118,"Who's Crying Now (2024 Remaster)","Journey",122,8A,61,2026-06-10,05:01,62,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,57,6,0,35,0,10,-8,A Minor,4,5v74lHodmN9UX0dP0q8Jxq,USSM19932795,no
119,"Separate Ways (Worlds Apart) [2024 Remaster]","Journey",132,9A,96,2026-06-10,05:26,62,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,47,13,0,36,0,10,-5,E Minor,4,59XnaH9k3ZYBUpBHM6PAfE,USSM19932796,no
120,"Lights (2024 Remaster)","Journey",206,9B,56,2026-06-10,03:10,56,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,20,18,2,40,0,10,-6,G Major,3,7LMMvfOjBXsIpvrGjULZKC,USSM19932797,no
121,"Lovin', Touchin', Squeezin' (2024 Remaster)","Journey",213,10B,66,2026-06-10,03:52,51,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,33,12,0,68,0,0,-6,D Major,3,10O20qYuUZHVNKdLZ7lG1h,USSM17900133,no
122,"Open Arms (2024 Remaster)","Journey",101,10B,24,2026-06-10,03:19,54,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,43,62,0,17,0,10,-10,D Major,3,7xSodlywi4UVAR2HwjA4yX,USSM18100126,no
123,"Girl Can't Help It (2024 Remaster)","Journey",126,8A,88,2026-06-10,03:51,45,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,57,2,0,47,0,30,-4,A Minor,4,51G8Ktb8odD9IPjw2FScgX,USSM18600093,no
124,"Send Her My Love (2024 Remaster)","Journey",125,9A,71,2026-06-10,03:54,48,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,49,19,0,21,0,20,-6,E Minor,4,7hqkC8p8kYW16Af65DTdeN,USSM19932798,no
125,"Be Good to Yourself (2024 Remaster)","Journey",149,8B,98,2026-06-10,03:52,44,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,41,1,0,41,0,40,-4,C Major,4,1h5COfxTCKvdYyBxv2ksD1,USSM19932799,no
126,"When You Love a Woman (2024 Remaster)","Journey",132,3B,44,2026-06-10,04:08,45,"aor, classic rock","Greatest Hits (2024 Remaster)",1988-11-29,54,31,0,18,0,10,-8,C♯/D♭ Major,4,6PKbhUbTWUfRHSb6qEt6Rw,USSM19602902,no
127,"Come Together - Remastered 2009","The Beatles",165,8A,38,2026-06-10,04:19,81,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,53,3,25,19,0,0,-12,A Minor,4,2EqlS6tkEnglzr7tkKAAYD,GBAYE0601690,no
128,"Something - Remastered 2009","The Beatles",133,8B,34,2026-06-10,03:02,79,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,41,20,0,38,0,10,-11,C Major,4,0pNeVovbiZHkulpGeOx1Gj,GBAYE0601691,no
129,"Maxwell's Silver Hammer - Remastered 2009","The Beatles",131,10B,43,2026-06-10,03:27,62,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,76,63,0,72,0,10,-11,D Major,4,2S8xyNRJX1XQdo3qnTuovI,GBAYE0601692,no
130,"Oh! Darling - Remastered 2009","The Beatles",174,12B,66,2026-06-10,03:27,73,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,42,1,3,55,0,20,-8,E Major,3,2mxByJWOajjiVsLWjNXvDJ,GBAYE0601693,no
131,"Octopus's Garden - Remastered 2009","The Beatles",92,12A,51,2026-06-10,02:50,70,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,63,16,0,73,0,20,-9,C♯/D♭ Minor,4,0suLngfo7rJoetk7Ub6N8l,GBAYE0601694,no
132,"I Want You (She's So Heavy) - Remastered 2009","The Beatles",116,7A,51,2026-06-10,07:47,66,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,37,2,21,41,0,10,-9,D Minor,4,3Z25k4ZF6QENy2d9YatsM5,GBAYE0601695,no
133,"Here Comes The Sun - Remastered 2009","The Beatles",129,11B,54,2026-06-10,03:05,86,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,56,3,0,39,0,10,-10,A Major,4,6dGnYIeXmHdcikdzNNDMm2,GBAYE0601696,no
134,"Because - Remastered 2009","The Beatles",81,10B,25,2026-06-10,02:45,62,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,33,75,0,15,0,10,-12,D Major,4,1rxoyGj1QuPoVi8fOft1Kt,GBAYE0601697,no
135,"You Never Give Me Your Money - Remastered 2009","The Beatles",174,8B,42,2026-06-10,04:02,62,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,34,34,14,22,0,10,-11,C Major,3,1jOLTO379yIu9aMnCkpMQl,GBAYE0601698,no
136,"Sun King - Remastered 2009","The Beatles",75,10B,18,2026-06-10,02:26,60,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,48,29,50,19,0,10,-18,D Major,4,4nwKdZID1ht0lDBJ5h2p87,GBAYE0601699,no
137,"Mean Mr Mustard - Remastered 2009","The Beatles",101,12B,61,2026-06-10,01:06,59,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,68,7,0,97,0,30,-9,E Major,4,4JOyMhad5dD81uGYLGgKrS,GBAYE0601700,no
138,"Polythene Pam - Remastered 2009","The Beatles",167,10A,94,2026-06-10,01:12,59,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,48,0,67,50,20,10,-9,B Minor,4,1FTCA6wQwulQFokDddKE68,GBAYE0601701,no
139,"She Came In Through The Bathroom Window - Remastered 2009","The Beatles",81,10B,72,2026-06-10,01:58,62,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,53,0,0,69,0,30,-9,D Major,4,2jtUGFsqanQ82zqDlhiKIp,GBAYE0601702,no
140,"Golden Slumbers - Remastered 2009","The Beatles",81,8B,15,2026-06-10,01:31,71,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,42,33,0,24,0,10,-12,C Major,4,01SfTM5nfCou5gQL70r6gs,GBAYE0601703,no
141,"Carry That Weight - Remastered 2009","The Beatles",84,8B,46,2026-06-10,01:36,66,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,54,23,1,71,0,30,-9,C Major,4,5eZrW59C3UgBhkqNlowEID,GBAYE0601704,no
142,"The End - Remastered 2009","The Beatles",123,10A,49,2026-06-10,02:21,63,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,65,0,26,22,0,10,-10,B Minor,1,5aHHf6jrqDRb1fcBmue2kn,GBAYE0601705,no
143,"Her Majesty - Remastered 2009","The Beatles",101,10B,22,2026-06-10,00:25,31,"classic rock, psychedelic rock","Abbey Road (Remastered)",1969-09-26,70,73,0,52,0,10,-23,D Major,3,6UCFZ9ZOFRxK8oak7MdPZu,GBAYE0601706,no
144,"Disorder - 2019 Digital Master","Joy Division",85,3A,83,2026-06-10,03:32,51,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,33,0,73,73,10,10,-6,A#/B♭ Minor,4,2OPmhk5vO4qiYE4LEAC9hs,GBCRL1900025,no
145,"Day of the Lords - 2019 Digital Master","Joy Division",125,11B,63,2026-06-10,04:49,46,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,32,0,92,12,0,10,-8,A Major,4,4sv6PcG4kX19kTP5HUV4VN,GBCRL1900026,no
146,"Candidate - 2019 Digital Master","Joy Division",135,8B,29,2026-06-10,03:05,45,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,58,1,81,23,0,0,-12,C Major,4,4dYME2vEklDwBIYYxZ1tRx,GBCRL1900027,no
147,"Insight - 2019 Digital Master","Joy Division",131,10B,51,2026-06-10,04:28,44,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,64,2,76,15,0,10,-12,D Major,4,0ETHMWVurMZA72k2uUESfq,GBCRL1900028,no
148,"New Dawn Fades - 2019 Digital Master","Joy Division",80,10B,54,2026-06-10,04:48,47,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,36,0,74,25,0,0,-9,D Major,4,6Ox9HWLHipsG6RH2a3eB8h,GBCRL1900029,no
149,"She's Lost Control - 2019 Digital Master","Joy Division",144,10A,87,2026-06-10,03:57,46,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,48,1,4,62,0,10,-7,B Minor,4,5YiSSBURCIz0qlOoL3la8w,GBCRL1900030,no
150,"Shadowplay - 2019 Digital Master","Joy Division",145,11B,77,2026-06-10,03:55,47,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,42,0,86,11,0,10,-7,A Major,4,1HIV7KpOnHL32AKth0l1eU,GBCRL1900031,no
151,"Wilderness - 2019 Digital Master","Joy Division",120,3A,68,2026-06-10,02:38,44,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,59,0,87,53,0,10,-8,A#/B♭ Minor,4,5YCjJwmUKpUQRzgPDm3iFm,GBCRL1900032,no
152,"Interzone - 2019 Digital Master","Joy Division",156,11B,78,2026-06-10,02:16,43,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,47,0,66,73,0,50,-7,A Major,4,4yvgL1k1WkuSEHkMPhDF5X,GBCRL1900033,no
153,"I Remember Nothing - 2019 Digital Master","Joy Division",145,11B,45,2026-06-10,05:55,43,"post-punk, gothic rock, new wave, darkwave, madchester, cold wave","Unknown Pleasures",1979-06-15,39,5,70,31,0,10,-10,A Major,4,2kRkLYYspTSmsVjME4Vuke,GBCRL1900034,no
