#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
88,"Wolves Without Teeth","Of Monsters and Men",103,10A,68,2026-08-14,03:53,57,"folk pop","Beneath The Skin (Remastered)",2015-00-00,36,0,0,44,0,30,-7,B Minor,4,5y3ldTHd9MASxvKPfW10xk,USUG11500398,no
89,"Put It on Me","Matt Maeson",82,3B,41,2026-08-14,03:22,65,"","The Hearse",2018-04-27,63,1,0,42,0,0,-6,C♯/D♭ Major,3,7tySfDFfBiCjraLdoy6In5,USAT21801087,no
90,"The Hearse","Matt Maeson",156,12A,63,2026-08-14,03:42,51,"","The Hearse",2018-04-27,49,25,0,29,0,20,-7,C♯/D♭ Minor,4,7siD4wJRiNcC4680aiqOZg,USAT21801089,no
91,"Mr. Rattlebone","Matt Maeson",82,9B,40,2026-08-14,04:14,50,"","The Hearse",2018-04-27,54,40,1,25,0,10,-9,G Major,3,29kJ0JenZ8QsEzw12RYIdc,USAT21801092,yes
92,"Heat Waves","Glass Animals",81,1B,53,2026-08-14,03:58,91,"","Dreamland",2020-08-07,76,44,0,53,0,0,-7,B Major,4,3USxtqRwSYz57Ewm6wWRMp,GBUM72000433,no
93,"Youth","Glass Animals",96,8A,72,2026-08-14,03:50,72,"","How To Be A Human Being",2016-08-26,65,13,0,79,0,10,-8,A Minor,4,1LPGwuFgIzbJoShfDdw7MY,GB2DY1600029,no
94,"Pork Soda","Glass Animals",96,9B,66,2026-08-14,04:13,71,"","How To Be A Human Being",2016-08-26,70,12,0,62,0,30,-8,G Major,4,5C5gvDZsl6d8bh89URfKHr,GB2DY1600025,yes
95,"Take A Slice","Glass Animals",152,11B,66,2026-08-14,03:49,77,"","How To Be A Human Being",2016-08-26,62,2,0,63,10,20,-7,A Major,4,37adYGaYaAWTGhBaOzX4Fh,GB2DY1600027,yes
96,"Poplar St","Glass Animals",69,9A,45,2026-08-14,04:22,64,"","How To Be A Human Being",2016-08-26,57,25,1,26,0,10,-8,E Minor,4,3ApAsbQP7d5GlFwwdExaTY,GB2DY1600024,no
97,"Gooey","Glass Animals",183,10A,37,2026-08-14,04:49,40,"","Gooey",2014-04-04,49,74,0,11,0,0,-13,B Minor,4,6xU0ojuUR3dAhbnrJPQr1I,GBUM71400655,no
98,"Holiest","Glass Animals,Tei Shi",132,4A,63,2026-08-14,03:21,51,"art pop","Gooey",2014-04-04,51,4,0,50,0,10,-8,F Minor,4,5Ut5dDKfBUCMsWQbc3Lgyi,GB2DY1400006,no
99,"Black Mambo","Glass Animals",80,5A,41,2026-08-14,04:08,63,"","ZABA",2014-06-03,68,29,0,31,0,10,-11,C Minor,4,63OC8cNa4ZnFB3bbvbWCOc,GBUM71303835,no
100,"Space Ghost Coast To Coast","Glass Animals",101,4B,53,2026-08-14,03:07,64,"","Dreamland",2020-08-07,90,11,0,35,0,10,-10,G#/A♭ Major,4,0RZLmpEzGR2NHite6rvS5H,GBUM72000432,yes
101,"Your Love (Déjà Vu)","Glass Animals",108,9B,66,2026-08-14,03:54,67,"","Dreamland",2020-08-07,85,2,36,61,0,10,-7,G Major,4,0bx6v84HtmEYFRBAOvDTgk,GBUM72000802,no
102,"whatthehellishappening?","Glass Animals",138,7B,74,2026-08-14,03:44,54,"","I Love You So F***ing Much",2024-07-19,53,44,0,54,0,20,-7,F Major,4,6AGH4CgyU5H2FMDtvJtGfJ,GBUM72400790,yes
103,"Wonderful Nothing","Glass Animals",89,11A,49,2026-08-14,04:24,62,"","I Love You So F***ing Much",2024-07-19,65,25,0,48,0,20,-9,F#/G♭ Minor,4,6Lto2Xj8y0U2bes2hmRMZu,GBUM72400791,yes
104,"A Tear in Space (Airlock)","Glass Animals",93,8A,59,2026-08-14,03:23,68,"","I Love You So F***ing Much",2024-07-19,71,31,0,50,0,0,-7,A Minor,4,6l6XVeeoTe3ggya4fLY8l8,GBUM72400788,no
105,"Fences","Phoenix",113,7A,75,2026-08-14,03:44,61,"indie","Wolfgang Amadeus Phoenix",2009-05-25,59,8,0,50,0,30,-7,D Minor,4,4N7159SXtxwObOFhimCLGW,FR31Q0900003,no
106,"Entertainment","Phoenix",75,4B,72,2026-08-14,03:39,56,"indie","Bankrupt!",2013-04-23,40,0,4,50,0,30,-5,G#/A♭ Major,4,3kTVKRzfYb7zqz56thbKrj,FR9W11214238,no
107,"Trying To Be Cool","Phoenix",114,8A,76,2026-08-14,03:48,57,"indie","Bankrupt!",2013-04-23,48,1,2,49,0,30,-5,A Minor,4,3adprsGoZuParw5pyhhLCc,FR9W11214236,no
108,"Chloroform","Phoenix",138,8B,72,2026-08-14,04:04,53,"indie","Bankrupt!",2013-04-23,33,0,1,28,0,0,-8,C Major,4,0LucKGxWYkj2d0SHdx2WBh,FR9W11214237,no
109,"SUGAR","Elba Rose",164,4A,54,2026-08-14,02:57,26,"","SUGAR",2026-03-20,70,13,3,47,0,30,-11,F Minor,4,2XTFxS6tjPzRslHheCtAJf,GX7WH2400003,no
110,"We're Both Idiots","Shrink the Giant",180,11A,57,2026-08-14,04:24,44,"","We're Both Idiots",2025-07-10,60,11,0,74,0,0,-6,F#/G♭ Minor,4,2NoSYYZTazkbsH20fgbBkZ,USHM82560814,no
111,"Lost Your Ghost","Two Feet",125,5A,79,2026-08-14,03:58,25,"","Songs For February",2026-02-06,53,35,35,34,0,60,-4,C Minor,4,0U9JVPSHbpO34SluD75ZLa,US6R22560205,no
112,"Stay Away","Two Feet",110,10B,72,2026-08-14,03:50,34,"","Songs For February",2026-02-06,50,6,5,16,0,10,-3,D Major,4,0KnjvgJtt8hSAcBOcjOrQ8,QM4TW2621530,no
113,"taKe","dye",130,4B,47,2026-08-14,03:08,48,"shoegaze","taKe",2024-08-21,38,5,87,12,0,10,-8,G#/A♭ Major,3,6Ngl2iZnrKkpwwWP0Nvyci,QZAKB2416198,no
